Gene	AS_event_ID	AS_structure_ID	sub_junction_ID	sub-junction_dispersion_estimate	LRT_statistic-full_vs_reduced	LRT_p_value-full_vs_reduced	BH_adjusted_p-values	control	KD	fitting_parameter_log2fold_change_KD_control	sub_junction_chr	sub_junction_start_coor	sub_junction_end_coor	sub_junction_size	sub_junction_strand	raw_count.Control1	raw_count.Control2	raw_count.Control3	raw_count.U2af381	raw_count.U2af382	raw_count.U2af383	percentage_usage.Control1	percentage_usage.Control2	percentage_usage.Control3	percentage_usage.U2af381	percentage_usage.U2af382	percentage_usage.U2af383	deltaPSI
ND-MLRQ	chr3L_+_23339369_23339428_23339440	5_Junction_141519_Junction_141520	J001	0.425606061840661	8.39113333080296	0.00377055738904804	0.00822416219156239	2.65662913258095	2.26504681681984	-1.30548188022643	chr3L	23339369	23339428	60	+	427	791	387	175	107	172	100.00%	99.50%	100.00%	96.69%	91.45%	99.42%	0.0397999999999999
ND-MLRQ	chr3L_+_23339369_23339428_23339440	5_Junction_141519_Junction_141520	J002	0.471609628275245	7.81491455722438	0.00518167977280653	0.0110299488910234	0.330380381989484	0.882800352508208	2.54123765927169	chr3L	23339369	23339440	72	+	0	4	0	6	10	1	0.00%	0.50%	0.00%	3.31%	8.55%	0.58%	-0.0398
Snap25	chr3L_+_24263188_24265376_24265484	5_Junction_142468_Junction_142472	J001	0.00722497540442015	109.400388769858	1.32603549794656e-25	2.06069891894663e-24	1.47258830019303	0.340706155837785	-4.58983763998638	chr3L	24263188	24265376	2189	+	16	33	32	1	1	2	51.61%	63.46%	66.67%	2.17%	2.00%	5.13%	0.5748
Snap25	chr3L_+_24263188_24265376_24265484	5_Junction_142468_Junction_142472	J002	0.0062014613633858	111.121491167184	5.56534107469159e-26	8.8162989204925e-25	1.27200833168014	1.60210738675842	1.13930111118918	chr3L	24263188	24265484	2297	+	15	19	16	45	49	37	48.39%	36.54%	33.33%	97.83%	98.00%	94.87%	-0.5748
Skadu	chr2L_+_15547612_15547666_15547668_15547716	5_Junction_14267_Junction_14268_Junction_14269	J001	0.0513217934124881	0.0158384399141767	0.899849978340387	0.943764889641214	3.06009568995734	3.0621633518729	0.00687459618441899	chr2L	15547612	15547666	55	+	1376	1057	1555	1016	1139	1001	99.21%	99.72%	99.11%	99.61%	98.87%	99.40%	0.000533333333333497
Skadu	chr2L_+_15547612_15547666_15547668_15547716	5_Junction_14267_Junction_14268_Junction_14269	J002	0.0490667799349288	4.67270514356548	0.030645620743735	0.0562167111526203	0.721729175874051	0.321453350653569	-1.96126005859627	chr2L	15547612	15547668	57	+	6	1	8	2	1	0	0.43%	0.09%	0.51%	0.20%	0.09%	0.00%	0.00246666666666667
Skadu	chr2L_+_15547612_15547666_15547668_15547716	5_Junction_14267_Junction_14268_Junction_14269	J003	0.0665004276018531	1.84948667245375	0.173843109195619	0.263485825703319	0.673652689884902	0.915597233082611	0.960658963537265	chr2L	15547612	15547716	105	+	5	2	6	2	12	6	0.36%	0.19%	0.38%	0.20%	1.04%	0.60%	-0.00303333333333333
Svil	chr3L_+_2484837_2484928_2485071	5_Junction_143104_Junction_143107	J001	0.00318806139698597	247.296556443437	1.00885172084467e-55	4.18834482271971e-54	0.000276048740652462	1.91313858645046	16.9566554585904	chr3L	2484837	2484928	92	+	0	0	0	82	71	62	0.00%	0.00%	0.00%	56.94%	53.79%	59.62%	-0.567833333333333
Svil	chr3L_+_2484837_2484928_2485071	5_Junction_143104_Junction_143107	J002	0.00286039142971909	249.572589008108	3.21824751357443e-56	1.35217433856685e-54	1.82058514504788	1.79941321889973	-0.07143817776414	chr3L	2484837	2485071	235	+	70	81	81	62	61	42	100.00%	100.00%	100.00%	43.06%	46.21%	40.38%	0.567833333333333
mthl14	chr3L_+_248621_248674_248697	5_Junction_143123_Junction_143124	J001	0.00334740161360334	69.2708274883929	8.58297639055534e-17	8.10344442907945e-16	2.0798941688018	2.01725909578388	-0.209948173348275	chr3L	248621	248674	54	+	143	99	137	84	118	106	100.00%	100.00%	98.56%	81.55%	84.89%	85.48%	0.155466666666667
mthl14	chr3L_+_248621_248674_248697	5_Junction_143123_Junction_143124	J002	0.0053647724925345	67.3946521344622	2.2225099306879e-16	2.04109103045278e-15	0.2116013113591	1.31013319210286	4.9513626056771	chr3L	248621	248697	77	+	0	0	2	19	21	18	0.00%	0.00%	1.44%	18.45%	15.11%	14.52%	-0.155466666666667
mthl14	chr3L_+_248865_248917_248969_258134	5_Junction_143151_Junction_143152_Junction_143158	J001	0.00326213513990197	78.224219061132	9.19837992743998e-19	9.8877227886338e-18	2.06126178519931	2.03012286885777	-0.104381016080662	chr3L	248865	248917	53	+	146	104	168	85	92	99	99.32%	100.00%	100.00%	82.52%	85.98%	83.90%	0.1564
mthl14	chr3L_+_248865_248917_248969_258134	5_Junction_143151_Junction_143152_Junction_143158	J002	0.133650642285745	19.6923743601824	9.09636272161392e-06	2.91576007439724e-05	0.10521006822236	1.0763671448894	5.31635511544352	chr3L	248865	248969	105	+	1	0	0	16	5	7	0.68%	0.00%	0.00%	15.53%	4.67%	5.93%	-0.0848333333333333
mthl14	chr3L_+_248865_248917_248969_258134	5_Junction_143151_Junction_143152_Junction_143158	J003	0.161479719847754	20.0358139233511	7.60052668019566e-06	2.46382921844314e-05	0.000238351852721624	1.00720310462512	14.0274567073392	chr3L	248865	258134	9270	+	0	0	0	2	10	12	0.00%	0.00%	0.00%	1.94%	9.35%	10.17%	-0.0715333333333333
mthl14	chr3L_+_249477_249530_249568	5_Junction_143272_Junction_143273	J001	0.0052259454960095	70.7415523795079	4.07224466184253e-17	3.92502600755804e-16	2.06361469713846	2.01232651499026	-0.171952153390098	chr3L	249477	249530	54	+	174	130	207	66	74	78	100.00%	99.24%	100.00%	84.62%	90.24%	82.98%	0.138
mthl14	chr3L_+_249477_249530_249568	5_Junction_143272_Junction_143273	J002	0.0106046164648429	67.1553727524796	2.50930518922419e-16	2.29416690689653e-15	0.0882452527471885	1.2515132711926	6.22426682534542	chr3L	249477	249568	92	+	0	1	0	12	8	16	0.00%	0.76%	0.00%	15.38%	9.76%	17.02%	-0.138
UQCR-11	chr3L_+_25120985_25121042_25121616_25125542	5_Junction_143523_Junction_143524_Junction_143525	J001	0.0305266956158577	31.1570161350103	2.37977661219935e-08	1.04899051407348e-07	2.10500060177419	1.99350108690752	-0.373739415265401	chr3L	25120985	25121042	58	+	129	185	126	123	65	66	100.00%	99.46%	97.67%	91.11%	83.33%	90.41%	0.1076
UQCR-11	chr3L_+_25120985_25121042_25121616_25125542	5_Junction_143523_Junction_143524_Junction_143525	J002	0.0145664573488635	19.1688672862137	1.19648968615775e-05	3.77327456101561e-05	0.106445072113016	0.800591848631066	4.2590857088348	chr3L	25120985	25121616	632	+	0	1	0	5	4	5	0.00%	0.54%	0.00%	3.70%	5.13%	6.85%	-0.0504666666666667
UQCR-11	chr3L_+_25120985_25121042_25121616_25125542	5_Junction_143523_Junction_143524_Junction_143525	J003	0.276064854872035	7.29927287688621	0.00689825213852074	0.0143661769939239	0.255594116913454	0.890699971774062	3.07974469380226	chr3L	25120985	25125542	4558	+	0	0	3	7	9	2	0.00%	0.00%	2.33%	5.19%	11.54%	2.74%	-0.0571333333333333
RpL8	chr3L_+_2587513_2587642_2587749	5_Junction_144181_Junction_144183	J001	0.00911964471972151	15.4711101578491	8.37759760326421e-05	0.000235107815825138	0.000630484718524174	0.778916860612711	11.7519286841476	chr3L	2587513	2587642	130	+	0	0	0	6	8	9	0.00%	0.00%	0.00%	0.17%	0.19%	0.26%	-0.00206666666666667
RpL8	chr3L_+_2587513_2587642_2587749	5_Junction_144181_Junction_144183	J002	0.00303891721111325	15.8618792395421	6.81374647847317e-05	0.000193720553695605	3.38591767523406	3.38487734779993	-0.00345731637967006	chr3L	2587513	2587749	237	+	1809	1236	2014	3440	4196	3514	100.00%	100.00%	100.00%	99.83%	99.81%	99.74%	0.00206666666666666
RpL8	chr3L_+_2587890_2588082_2592160	5_Junction_144192_Junction_144193	J001	0.00430463417403257	43.9722367246002	3.33066831753185e-11	1.97235903515512e-10	3.55645961396485	3.55453121268079	-0.00640779365877719	chr3L	2587890	2588082	193	+	2767	2008	3093	5047	5795	4809	100.00%	100.00%	100.00%	99.55%	99.62%	99.73%	0.0036666666666666
RpL8	chr3L_+_2587890_2588082_2592160	5_Junction_144192_Junction_144193	J002	0.00733950676587526	42.6623683584528	6.50518002608935e-11	3.75264949698567e-10	0.00031980814385864	1.15512488241777	14.1393201521109	chr3L	2587890	2592160	4271	+	0	0	0	23	22	13	0.00%	0.00%	0.00%	0.45%	0.38%	0.27%	-0.00366666666666667
CG33233	chr3L_+_2660218_2660269_2660279_2660360_2660363	5_Junction_144789_Junction_144790_Junction_144793_Junction_144794	J001	0.00516717765620199	1.78067052581541	0.182067011284971	0.274322912896895	1.02041962465051	0.942382901421507	-0.289499184388083	chr3L	2660218	2660269	52	+	10	6	12	6	9	10	11.76%	12.24%	11.76%	6.59%	7.44%	10.99%	0.0358
CG33233	chr3L_+_2660218_2660269_2660279_2660360_2660363	5_Junction_144789_Junction_144790_Junction_144793_Junction_144794	J002	0.0192030844861993	8.83313627541548	0.00295809577457294	0.00655763560693427	1.84979632774365	1.85904823880925	0.0311700194356517	chr3L	2660218	2660279	62	+	75	43	90	64	101	66	88.24%	87.76%	88.24%	70.33%	83.47%	72.53%	0.126366666666667
CG33233	chr3L_+_2660218_2660269_2660279_2660360_2660363	5_Junction_144789_Junction_144790_Junction_144793_Junction_144794	J003	0.25042619629106	10.0518346970931	0.00152196291752589	0.00353947856418428	0.000152918374120017	0.826267262881754	13.9831555349991	chr3L	2660218	2660360	143	+	0	0	0	11	2	5	0.00%	0.00%	0.00%	12.09%	1.65%	5.49%	-0.0641
CG33233	chr3L_+_2660218_2660269_2660279_2660360_2660363	5_Junction_144789_Junction_144790_Junction_144793_Junction_144794	J004	0.00937163351301954	31.6853423696634	1.81285272104869e-08	8.09823148954318e-08	0.000152914275547922	1.0001804884544	14.642071990861	chr3L	2660218	2660363	146	+	0	0	0	10	9	10	0.00%	0.00%	0.00%	10.99%	7.44%	10.99%	-0.0980666666666667
RpL15	chr3L_+_27267918_27268090_27268200	5_Junction_145422_Junction_145423	J001	0.00198823169450933	24.0794831969781	9.24399781305514e-07	3.36886922540992e-06	3.43174397674147	3.41727776447983	-0.0480738060705992	chr3L	27267918	27268090	173	+	2291	2089	2900	3054	3329	2825	99.52%	99.90%	99.72%	99.16%	99.11%	99.09%	0.00593333333333312
RpL15	chr3L_+_27267918_27268090_27268200	5_Junction_145422_Junction_145423	J002	0.00337525280520889	23.1645141868854	1.48716459061057e-06	5.28070774363641e-06	0.943557387031024	1.38489466379813	1.5797867395137	chr3L	27267918	27268200	283	+	11	2	8	26	30	26	0.48%	0.10%	0.28%	0.84%	0.89%	0.91%	-0.00593333333333333
Shab	chr3L_+_2948892_2951992_2953010_2979762	5_Junction_146144_Junction_146145_Junction_146148	J001	0.0128605861443799	3.23352557677964	0.0721452166476209	0.12150093908669	0.565763219151978	0.844085860014848	1.15919186080428	chr3L	2948892	2951992	3101	+	4	3	1	8	6	5	44.44%	30.00%	12.50%	61.54%	46.15%	50.00%	-0.235833333333333
Shab	chr3L_+_2948892_2951992_2953010_2979762	5_Junction_146144_Junction_146145_Junction_146148	J002	0.0767475910579248	16.1651893041215	5.80511750066652e-05	0.000166593783622594	0.868504297078586	0.410227770870611	-2.02291107461741	chr3L	2948892	2953010	4119	+	5	7	7	0	2	3	55.56%	70.00%	87.50%	0.00%	15.38%	30.00%	0.558933333333333
Shab	chr3L_+_2948892_2951992_2953010_2979762	5_Junction_146144_Junction_146145_Junction_146148	J003	0.022454385011841	13.6215426069631	0.000223604882680153	0.000590642878376571	0.00045428029701747	0.679042578637395	11.8168879852824	chr3L	2948892	2979762	30871	+	0	0	0	5	5	2	0.00%	0.00%	0.00%	38.46%	38.46%	20.00%	-0.323066666666667
CG2113	chr3L_+_2995264_2995321_2995333	5_Junction_146241_Junction_146242	J001	0.000803357564164896	41.4199205396762	1.22799614779124e-10	6.9032983963066e-10	3.02352700383045	3.08091825868142	0.190818944666287	chr3L	2995264	2995321	58	+	1658	1610	2136	590	887	757	68.54%	70.03%	67.53%	75.35%	76.40%	76.70%	-0.0744999999999999
CG2113	chr3L_+_2995264_2995321_2995333	5_Junction_146241_Junction_146242	J002	0.000816878531543369	41.1941482058534	1.37834578183187e-10	7.70882177216557e-10	2.68371072861972	2.57639404896103	-0.357338016912603	chr3L	2995264	2995333	70	+	761	689	1027	193	274	230	31.46%	29.97%	32.47%	24.65%	23.60%	23.30%	0.0745
CG32485	chr3L_+_3050697_3050775_3051003	5_Junction_146521_Junction_146524	J001	0.00794457860694902	5.42240032215599	0.0198800114615823	0.0379387183488489	0.317846664375155	0.739105097813038	2.05517258545525	chr3L	3050697	3050775	79	+	0	1	1	8	8	7	0.00%	0.33%	0.24%	0.87%	0.71%	0.77%	-0.00593333333333333
CG32485	chr3L_+_3050697_3050775_3051003	5_Junction_146521_Junction_146524	J002	0.00306467702583244	5.55330686124299	0.0184458059783329	0.035443298455231	2.76309521778752	2.75667870006404	-0.0213523265860189	chr3L	3050697	3051003	307	+	356	301	414	913	1112	904	100.00%	99.67%	99.76%	99.13%	99.29%	99.23%	0.00593333333333312
CG1271	chr3L_+_3053027_3053188_3053239	5_Junction_146545_Junction_146546	J001	0.0727646385688138	63.6163623745457	1.51168334225135e-15	1.30898349542427e-14	0.000175383846477745	1.36435505593361	15.7422052188252	chr3L	3053027	3053188	162	+	0	0	0	7	18	9	0.00%	0.00%	0.00%	13.21%	32.14%	20.93%	-0.220933333333333
CG1271	chr3L_+_3053027_3053188_3053239	5_Junction_146545_Junction_146546	J002	0.0578390027707561	69.159973799733	9.0792061395666e-17	8.55895853420503e-16	1.92800264464221	1.89713183989968	-0.103820612052022	chr3L	3053027	3053239	213	+	201	135	185	46	38	34	100.00%	100.00%	100.00%	86.79%	67.86%	79.07%	0.220933333333333
CG18109	chr2L_+_15784169_15784229_15784259_15784265	5_Junction_14665_Junction_14667_Junction_14668	J001	0.00154192550582198	524.216017945965	5.12033537811042e-116	5.37443624749808e-114	2.7591234227272	2.64071862447148	-0.394121192072408	chr2L	15784169	15784229	61	+	719	550	907	301	401	396	99.58%	99.46%	99.13%	73.77%	75.80%	77.04%	0.238533333333333
CG18109	chr2L_+_15784169_15784229_15784259_15784265	5_Junction_14665_Junction_14667_Junction_14668	J002	0.00170381123712836	319.015621663637	2.3731280389895e-71	1.35640906819814e-69	0.620415424743753	1.95820544762115	4.82334174120926	chr2L	15784169	15784259	91	+	3	1	8	63	82	81	0.42%	0.18%	0.87%	15.44%	15.50%	15.76%	-0.150766666666667
CG18109	chr2L_+_15784169_15784229_15784259_15784265	5_Junction_14665_Junction_14667_Junction_14668	J003	0.0112942172630081	162.262065729246	3.62606189052542e-37	9.01092441038959e-36	0.184783600552461	1.71174028294092	6.57303671895913	chr2L	15784169	15784265	97	+	0	2	0	44	46	37	0.00%	0.36%	0.00%	10.78%	8.70%	7.20%	-0.0877333333333333
BtbVII	chr3L_+_3150153_3150213_3150261	5_Junction_147075_Junction_147076	J001	0.00548310664595951	27.4583777547342	1.60512033019696e-07	6.42533184810144e-07	2.37014080437862	2.36633966780202	-0.012681418538727	chr3L	3150153	3150213	61	+	139	146	179	334	414	357	100.00%	100.00%	100.00%	97.38%	96.28%	95.20%	0.0371333333333332
BtbVII	chr3L_+_3150153_3150213_3150261	5_Junction_147075_Junction_147076	J002	0.00979858792871125	26.673654668804	2.40883620316564e-07	9.4309882753534e-07	0.000480128739779303	1.00059625857319	12.992364703361	chr3L	3150153	3150261	109	+	0	0	0	9	16	18	0.00%	0.00%	0.00%	2.62%	3.72%	4.80%	-0.0371333333333333
CG42494	chr3L_+_3186296_3186347_3186758	5_Junction_147246_Junction_147248	J001	0.00405946967577418	28.4633272829717	9.54901758616185e-08	3.92292858932535e-07	2.04967159357195	2.04621040173126	-0.0116017225467457	chr3L	3186296	3186347	52	+	144	129	159	80	106	83	100.00%	100.00%	100.00%	94.12%	93.81%	95.40%	0.0555666666666665
CG42494	chr3L_+_3186296_3186347_3186758	5_Junction_147246_Junction_147248	J002	0.0121135458916448	27.5153588889242	1.55851917084901e-07	6.24647672386447e-07	0.000297494316361071	0.878520076185626	13.2247908780846	chr3L	3186296	3186758	463	+	0	0	0	5	7	4	0.00%	0.00%	0.00%	5.88%	6.19%	4.60%	-0.0555666666666667
armi	chr3L_+_3461670_3462001_3462102_3462119	5_Junction_148223_Junction_148224_Junction_148225	J001	0.0988014050248274	8.09320527564269	0.00444315140107043	0.00957167613375606	0.000796407308123444	0.615768303274821	10.7349943968283	chr3L	3461670	3462001	332	+	0	0	0	8	5	2	0.00%	0.00%	0.00%	2.52%	1.37%	0.55%	-0.0148
armi	chr3L_+_3461670_3462001_3462102_3462119	5_Junction_148223_Junction_148224_Junction_148225	J002	0.379148577292417	0.00080702583557013	0.977336584070841	0.995590184230465	0.734606078537426	0.716286416570603	-0.0749642658250771	chr3L	3461670	3462102	433	+	5	0	4	13	6	1	3.50%	0.00%	1.97%	4.09%	1.65%	0.28%	-0.00183333333333333
armi	chr3L_+_3461670_3462001_3462102_3462119	5_Junction_148223_Junction_148224_Junction_148225	J003	0.289285789350764	0.543928595368683	0.460809134027655	0.589210491152202	2.38460722372999	2.32433357277802	-0.201114600839792	chr3L	3461670	3462119	450	+	138	141	199	297	353	359	96.50%	100.00%	98.03%	93.40%	96.98%	99.17%	0.0166000000000001
Ptpmeg	chr3L_+_355124_355197_355206_355211	5_Junction_148460_Junction_148461_Junction_148462	J001	0.0139867325505399	126.860692319663	1.99282325256815e-29	3.6896760166353e-28	2.7444154896059	2.72250745731183	-0.0729116122771742	chr3L	355124	355197	74	+	339	256	411	938	960	870	100.00%	100.00%	100.00%	90.28%	91.08%	87.26%	0.1046
Ptpmeg	chr3L_+_355124_355197_355206_355211	5_Junction_148460_Junction_148461_Junction_148462	J002	0.00337798812527134	60.3907470036006	7.77777282389354e-15	6.3562166758683e-14	0.000328795954318123	1.3517923121948	14.7916274070063	chr3L	355124	355206	83	+	0	0	0	36	35	42	0.00%	0.00%	0.00%	3.46%	3.32%	4.21%	-0.0366333333333333
Ptpmeg	chr3L_+_355124_355197_355206_355211	5_Junction_148460_Junction_148461_Junction_148462	J003	0.0178473151558081	84.2849313014787	4.28367672238214e-20	4.96830098590092e-19	0.000328796511426162	1.6116560843001	15.6848046930612	chr3L	355124	355211	88	+	0	0	0	65	59	85	0.00%	0.00%	0.00%	6.26%	5.60%	8.53%	-0.0679666666666667
CG43089	chr3L_+_3714057_3714109_3714150	5_Junction_148681_Junction_148683	J001	0.0652912397891812	5.66488355458256	0.0173078659677734	0.033440914806044	1.78279826494146	1.66142161741764	-0.411024830982858	chr3L	3714057	3714109	53	+	129	109	120	29	26	15	91.49%	96.46%	93.75%	93.55%	83.87%	68.18%	0.120333333333333
CG43089	chr3L_+_3714057_3714109_3714150	5_Junction_148681_Junction_148683	J002	0.0758079196261304	5.35529305498801	0.0206594619851016	0.0392847210037293	0.693474848935337	0.99817991247379	1.18605989327678	chr3L	3714057	3714150	94	+	12	4	8	2	5	7	8.51%	3.54%	6.25%	6.45%	16.13%	31.82%	-0.120333333333333
enc	chr3L_+_3832543_3832600_3832615	5_Junction_149009_Junction_149010	J001	0.00176670054980501	14.6979441418298	0.000126183986797308	0.000345559730617142	2.02645136077653	1.89405926761768	-0.44468938186507	chr3L	3832543	3832600	58	+	82	69	87	94	113	118	25.62%	28.40%	22.14%	17.03%	18.83%	18.04%	0.0742
enc	chr3L_+_3832543_3832600_3832615	5_Junction_149009_Junction_149010	J002	0.0015815629296219	14.9822354817507	0.000108528053376482	0.000299871708060588	2.50146151738565	2.54898051395968	0.158327354117297	chr3L	3832543	3832615	73	+	238	174	306	458	487	536	74.38%	71.60%	77.86%	82.97%	81.17%	81.96%	-0.0741999999999998
enc	chr3L_+_3839523_3839604_3839631	5_Junction_149034_Junction_149035	J001	0.00159781136504951	343.0185315032	1.4044185590938e-76	8.78922732887995e-75	0.000244490062853238	2.08160352294223	17.6972077915864	chr3L	3839523	3839604	82	+	0	0	0	135	131	142	0.00%	0.00%	0.00%	51.33%	49.81%	50.00%	-0.5038
enc	chr3L_+_3839523_3839604_3839631	5_Junction_149034_Junction_149035	J002	0.00148378539682469	344.820614453014	5.68915705413947e-77	3.58394348213742e-75	2.08860084538936	2.07511761254291	-0.045164401626252	chr3L	3839523	3839631	109	+	111	93	135	128	132	142	100.00%	100.00%	100.00%	48.67%	50.19%	50.00%	0.5038
Mul1	chr3L_+_4022553_4022819_4024959	5_Junction_149512_Junction_149514	J001	0.0025451747790195	73.1315707500614	1.21288818733093e-17	1.21165166980178e-16	3.09920759971272	3.09793979664112	-0.00421490967888616	chr3L	4022553	4022819	267	+	1327	1300	1941	1047	1135	1098	100.00%	100.00%	100.00%	98.87%	98.52%	98.65%	0.0132000000000001
Mul1	chr3L_+_4022553_4022819_4024959	5_Junction_149512_Junction_149514	J002	0.00554099720426224	70.7630617814274	4.02808741603359e-17	3.88377340670865e-16	0.000175018218431541	1.24964011391271	15.3443063292523	chr3L	4022553	4024959	2407	+	0	0	0	12	17	15	0.00%	0.00%	0.00%	1.13%	1.48%	1.35%	-0.0132
CG13244	chr2L_+_15917010_15917060_15917118	5_Junction_14953_Junction_14954	J001	0.00706647309068814	12.2039687097358	0.000476879571837719	0.00120013895307389	0.57172910280959	1.02620426697361	1.81733639926357	chr2L	15917010	15917060	51	+	3	3	4	7	12	6	0.12%	0.15%	0.14%	0.46%	0.66%	0.36%	-0.00356666666666667
CG13244	chr2L_+_15917010_15917060_15917118	5_Junction_14953_Junction_14954	J002	0.00275709426471705	12.8170114226759	0.000343481940749824	0.000883048813460192	3.29595843188185	3.28711880075569	-0.0293796336382002	chr2L	15917010	15917118	109	+	2397	1973	2872	1531	1815	1681	99.88%	99.85%	99.86%	99.54%	99.34%	99.64%	0.00356666666666661
Ugt305A1	chr3L_+_4060580_4060636_4060647	5_Junction_149705_Junction_149706	J001	0.0032200970079756	44.1501715795943	3.04125138124202e-11	1.80942188973637e-10	2.77922675397717	2.76811948812879	-0.0369597782682103	chr3L	4060580	4060636	57	+	1256	1024	1693	224	347	279	100.00%	100.00%	99.94%	97.82%	98.58%	98.24%	0.0176666666666668
Ugt305A1	chr3L_+_4060580_4060636_4060647	5_Junction_149705_Junction_149706	J002	0.0120911100336154	42.520956843197	6.9928942060505e-11	4.02151150337423e-10	0.0615054961277035	1.05548425245503	6.089860430947	chr3L	4060580	4060647	68	+	0	0	1	5	5	5	0.00%	0.00%	0.06%	2.18%	1.42%	1.76%	-0.0176666666666667
CG18675	chr3L_+_4174842_4179216_4192190	5_Junction_150281_Junction_150284	J001	0.014795275018745	21.2750219990196	3.97882410278938e-06	1.33904138189005e-05	0.000180047642439931	0.792992235964571	13.616670062847	chr3L	4174842	4179216	4375	+	0	0	0	5	3	6	0.00%	0.00%	0.00%	0.48%	0.25%	0.52%	-0.00416666666666667
CG18675	chr3L_+_4174842_4179216_4192190	5_Junction_150281_Junction_150284	J002	0.00342588469337779	22.1730958407197	2.49140690335917e-06	8.59780579945428e-06	3.1010272058435	3.10022455767801	-0.00266845606907395	chr3L	4174842	4192190	17349	+	1437	1169	1876	1045	1186	1153	100.00%	100.00%	100.00%	99.52%	99.75%	99.48%	0.00416666666666676
CG14997	chr3L_+_4240891_4240950_4240984	5_Junction_150452_Junction_150453	J001	0.0256560713661066	16.4537920790365	4.98503670315822e-05	0.000144319508237097	2.30588060374206	2.23319551807244	-0.242761260968275	chr3L	4240891	4240950	60	+	353	248	421	119	95	105	99.44%	99.60%	98.83%	97.54%	92.23%	95.45%	0.0421666666666667
CG14997	chr3L_+_4240891_4240950_4240984	5_Junction_150452_Junction_150453	J002	0.0360276686015037	15.4722942086648	8.37235105196105e-05	0.000234969795766195	0.411228605010673	0.975580891333266	2.42170272130805	chr3L	4240891	4240984	94	+	2	1	5	3	8	5	0.56%	0.40%	1.17%	2.46%	7.77%	4.55%	-0.0421666666666667
CG18063	chr2L_+_15958132_15958175_15958184_15958193_15958212_15958215	5_Junction_15050_Junction_15051_Junction_15053_Junction_15054_Junction_15055	J001	0.015204372310364	4.11638274424945	0.0424697940024054	0.0753908403955743	1.19125191492751	0.634797433005153	-2.13303253331054	chr2L	15958132	15958175	44	+	17	10	11	3	3	6	1.64%	1.22%	0.88%	0.48%	0.40%	0.99%	0.00623333333333333
CG18063	chr2L_+_15958132_15958175_15958184_15958193_15958212_15958215	5_Junction_15050_Junction_15051_Junction_15053_Junction_15054_Junction_15055	J002	0.0163102746619712	155.750454196916	9.59840336013481e-36	2.26935378997575e-34	3.06263866838411	2.63827089924484	-1.41179178044105	chr2L	15958132	15958184	53	+	1015	798	1226	503	568	501	97.88%	97.08%	98.32%	80.87%	75.94%	82.81%	0.178866666666667
CG18063	chr2L_+_15958132_15958175_15958184_15958193_15958212_15958215	5_Junction_15050_Junction_15051_Junction_15053_Junction_15054_Junction_15055	J003	0.00290941559618445	298.798173603409	6.0201953880428e-67	3.16644570954028e-65	0.60760842792554	1.77204213548613	4.25251668524276	chr2L	15958132	15958193	62	+	2	5	1	67	87	57	0.19%	0.61%	0.08%	10.77%	11.63%	9.42%	-0.103133333333333
CG18063	chr2L_+_15958132_15958175_15958184_15958193_15958212_15958215	5_Junction_15050_Junction_15051_Junction_15053_Junction_15054_Junction_15055	J004	0.110869802632492	18.3741216825168	1.81506446014103e-05	5.58623143287188e-05	0.678497982179441	1.23539772926337	2.10298207109158	chr2L	15958132	15958212	81	+	1	3	6	10	37	13	0.10%	0.36%	0.48%	1.61%	4.95%	2.15%	-0.0259
CG18063	chr2L_+_15958132_15958175_15958184_15958193_15958212_15958215	5_Junction_15050_Junction_15051_Junction_15053_Junction_15054_Junction_15055	J005	0.015177243425046	104.600845355776	1.49393058861722e-24	2.21181502359447e-23	0.716537314717929	1.53147612364473	2.9717994019614	chr2L	15958132	15958215	84	+	2	6	3	39	53	28	0.19%	0.73%	0.24%	6.27%	7.09%	4.63%	-0.0561
CG18063	chr2L_+_15958584_15958643_15958697	5_Junction_15059_Junction_15060	J001	0.012772769053749	86.899069060709	1.14203114491088e-20	1.3712424986616e-19	0.000158179735632894	1.35911814530838	15.8729974981953	chr2L	15958584	15958643	60	+	0	0	0	21	15	15	0.00%	0.00%	0.00%	2.32%	1.36%	1.62%	-0.0176666666666667
CG18063	chr2L_+_15958584_15958643_15958697	5_Junction_15059_Junction_15060	J002	0.00865607924705475	91.0788746929556	1.38057769599056e-21	1.74759090541498e-20	3.09554311217731	3.09151574277195	-0.0133894268613144	chr2L	15958584	15958697	114	+	1748	1367	1946	886	1092	910	100.00%	100.00%	100.00%	97.68%	98.64%	98.38%	0.0176666666666666
CG18063	chr2L_+_15959027_15959095_15959166	5_Junction_15063_Junction_15065	J001	0.00239332842963178	96.4191614733406	9.29630750618816e-23	1.2582468657193e-21	3.0546744242258	3.05338583195893	-0.0042843940553734	chr2L	15959027	15959095	69	+	1700	1358	1867	781	897	788	100.00%	100.00%	100.00%	98.12%	98.25%	98.13%	0.0183333333333333
CG18063	chr2L_+_15959027_15959095_15959166	5_Junction_15063_Junction_15065	J002	0.0050025694231581	93.4810705971587	4.10103999868484e-22	5.35222757135421e-21	0.000137189727160862	1.34402130508734	16.0259379102225	chr2L	15959027	15959166	140	+	0	0	0	15	16	15	0.00%	0.00%	0.00%	1.88%	1.75%	1.87%	-0.0183333333333333
