Gene	AS_event_ID	chromosome	strand	Composite_coordinates	pvalue	qvalue	deltaPSI_control-KD
anne	chr4_+_133231_133235_133586_133831	chr4	+	133231;133235;133586;133831	2.05088262057588e-22	2.72278648134807e-21	-0.130266666666667;0.130266666666667;Inf;Inf;0.478033333333333;-0.478033333333333;0.4277;-0.4277
anne	chr4_+_137752_137805_138574_139820_140268_192395_192494_210486_210556_210580_228903	chr4	+	137752;137805;138574;139820;140268;192395;192494;210486;210556;210580;228903	3.08202543763149e-15	2.60272054311618e-14	-0.0415333333333333;0.0415333333333335;-0.00626666666666667;-0.0127;0.0189999999999999;0.0246666666666665;-0.0246666666666667;0.0171;0.0512666666666667;-0.0333;-0.0351;0.9327;-0.9327;0.00316666666666665;-0.00316666666666667
Arl4	chr4_-_177992_178776_178836_178880_178935_179034_179090_179195_179211_179259_179262_184795_185825_186840_187920_187995	chr4	-	177992;178776;178836;178880;178935;179034;179090;179195;179211;179259;179262;184795;185825;186840;187920;187995	5.55776392245057e-36	1.32762721289275e-34	-0.0101333333333333;-0.028;-0.0182666666666667;0.0562999999999999;-0.136666666666667;-0.0307;0.0372666666666667;0.130066666666667;-0.0918;-0.2199;0.370133333333333;-0.0584333333333333;-0.0688666666666667;0.0688666666666665;0.0996333333333335;-0.0065;-0.0737666666666667;-0.0193666666666667;0.1491;-0.1491;0.0490666666666667;-0.0209666666666667;-0.0281;0.0227333333333333;-0.0227333333333333;0.187366666666667;-0.187366666666667
ABCD	chr4_-_188523_188576_189248_189996_190061_191307_193671	chr4	-	188523;188576;189248;189996;190061;191307;193671	2.88847555307384e-05	8.64530359473956e-05	-0.136966666666667;0.136966666666667;0.1114;-0.1114;0.0716999999999999;-0.0717;-0.0601333333333334;0.0601333333333333;0.0446666666666666;-0.0446666666666666
Crk	chr4_+_210675_210680_210742_211588_211590_211593_211626_211637_211750_211794_211822_211852_211878_211982_212113_212254_212274_212278_212626_212688	chr4	+	210675;210680;210742;211588;211590;211593;211626;211637;211750;211794;211822;211852;211878;211982;212113;212254;212274;212278;212626;212688	2.93533844042625e-132	3.82112155269464e-130	0.0890333333333333;-0.0890333333333333;-0.314633333333333;0.314633333333333;-0.0274333333333333;-0.000133333333333333;0.243833333333333;-0.0437333333333333;-0.116533333333333;-0.0560333333333333;0.3966;-0.3966;-0.0264;0.325733333333333;0.004;0.00286666666666667;0.00216666666666667;0.0354666666666667;-0.0154;-0.300066666666667;-0.0283666666666667;-0.138333333333333;0.138333333333333;-0.282433333333333;0.282433333333333
CG1674	chr4_+_243748_243814_244416_244834_245178	chr4	+	243748;243814;244416;244834;245178	0.00062489597488332	0.00154537800779096	-0.1173;0.1173;-0.2756;0.206266666666667;0.0693
RhoGAP102A	chr4_+_259604_261228_262062_263204_263340_264350	chr4	+	259604;261228;262062;263204;263340;264350	3.07592997648258e-61	1.43997004632037e-59	-0.5368;0.5368;-0.489766666666667;0.489766666666667;0.6578;-0.183166666666667;-0.4747
Rad23	chr4_+_308289_308372_308408_308411_308429_308444_309079_309537	chr4	+	308289;308372;308408;308411;308429;308444;309079;309537	2.10090177634344e-33	4.56505789384565e-32	-0.00733333333333333;0.0073333333333333;-0.00186666666666667;-0.00923333333333333;-0.0477;0.109766666666667;-0.0454666666666667;-0.0054
PMCA	chr4_-_329428_330269_330339_331396_332002_337534_337547_342920	chr4	-	329428;330269;330339;331396;332002;337534;337547;342920	3.58837349470851e-17	3.47315516979216e-16	-0.0073;-0.0729333333333333;0.1537;-0.0735;-0.0178999999999999;0.0179;0.0533666666666667;-0.145066666666667;0.0917
Hcf	chr4_+_363134_363294_363379_363492_363639_363645_363866_364941_365672_366762_369505_369964_371089	chr4	+	363134;363294;363379;363492;363639;363645;363866;364941;365672;366762;369505;369964;371089	1.86802741058888e-62	8.98008983429059e-61	0.0187999999999999;-0.0188;-0.0502;0.0834333333333335;-0.0332;-0.2206;0.2206;-0.0240666666666667;-0.0163;0.0403666666666668;-0.0176;0.236566666666667;-0.0230333333333333;-0.177666666666667;-0.0183;0.0302666666666668;-0.0302666666666667
CG33941	chr4_+_467994_468788_468998_469155_469330_471012	chr4	+	467994;468788;468998;469155;469330;471012	0.00075333097720517	0.00183940713617696	-0.0257333333333332;0.0257333333333333;-0.1045;0.1045;0.0141666666666667;0.1114;-0.1256
Asator	chr4_-_474768_474958_475020_477102_477290	chr4	-	474768;474958;475020;477102;477290	0.00132947956339298	0.00312024319204117	-0.234766666666667;0.234766666666667;0.205133333333333;0.0231666666666667;-0.228333333333333
Ephrin	chr4_+_574428_575333_575598_575645_575700_575714_576325_576977_580323	chr4	+	574428;575333;575598;575645;575700;575714;576325;576977;580323	5.78322976801224e-15	4.77449352836807e-14	-0.0604333333333333;0.0604333333333333;-0.0708666666666667;0.0708666666666666;0.1743;-0.0443333333333333;-0.0540333333333333;-0.0545;-0.0214333333333333;0.0293000000000001;-0.0293
Eph	chr4_+_619063_619612_619635_621872_621927_622011_629611_629979_631625	chr4	+	619063;619612;619635;621872;621927;622011;629611;629979;631625	4.07469517115732e-06	1.36918026579869e-05	0.412166666666667;-0.313733333333333;-0.0783666666666667;-0.0200666666666666;-0.0535666666666667;0.0567333333333332;-0.0032;0.240333333333333;-0.0193333333333333;-0.221033333333333
Eph	chr4_+_620177_620252_620381_620386_621646_621690	chr4	+	620177;620252;620381;620386;621646;621690	5.78326396012864e-05	0.000165993274053415	Inf;Inf;0.0764333333333332;-0.0764333333333333;0.0178333333333335;-0.0178333333333333;-0.2735;0.2735
Ekar	chr4_-_636618_636637_639013_642728_643987_644155_644244_651030_652183_652235_652303	chr4	-	636618;636637;639013;642728;643987;644155;644244;651030;652183;652235;652303	1.04075468068724e-108	9.89990210357975e-107	Inf;Inf;Inf;-0.0256;-0.0446;-0.0132666666666667;0.355833333333333;-0.2429;-0.0295666666666667;Inf;Inf;Inf;Inf
Ekar	chr4_-_640736_642274_642374_642428_642490	chr4	-	640736;642274;642374;642428;642490	0.0170347859161766	0.0329671637399475	Inf;Inf;Inf;Inf;Inf
gw	chr4_-_654798_655059_655435_656214_658508_659558_659876_659919_660066_660385_660420_660427_661732	chr4	-	654798;655059;655435;656214;658508;659558;659876;659919;660066;660385;660420;660427;661732	3.69139317608439e-10	1.97821948360555e-09	-0.0117;0.0117;-0.0109;-0.0277333333333333;0.0386333333333333;0.0188333333333333;-0.011;-0.00783333333333333;0.0207666666666665;-0.0207666666666667;0.0166;0.0110333333333333;0.0240333333333333;0.0456333333333333;-0.000433333333333333;0.0011;-0.1046;0.0065
Slip1	chr4_+_664340_664986_665305_665636_665919_665949_665953_666847_666932_668418_668574_669128	chr4	+	664340;664986;665305;665636;665919;665949;665953;666847;666932;668418;668574;669128	7.37447639778613e-33	1.57418993042804e-31	-0.0810333333333333;0.0576000000000001;0.0234;-0.106633333333333;-0.0218666666666667;0.0655;-0.200033333333333;0.2631;0.0563333333333333;-0.0563333333333332;0.1119;-0.0523;-0.0596333333333333;-0.0302666666666667;0.0452333333333332;0.00273333333333334;-0.0177333333333333;0.164566666666667;-0.164566666666667;0.259766666666667;-0.259766666666667
bt	chr4_+_717929_719272_724491_725667_727623_728102_728245_728333_728671_729575_730775	chr4	+	717929;719272;724491;725667;727623;728102;728245;728333;728671;729575;730775	6.9162637459766e-12	4.37817856882476e-11	-0.0638333333333333;0.0638333333333333;-0.0777;-0.0563333333333333;0.0899333333333333;0.0441333333333335;0.730533333333333;-0.221666666666667;-0.5089;0.0689333333333333;-0.0689333333333333;-0.0346;0.0457;-0.0111333333333334
bt	chr4_+_732233_733215_733564_733918_734537_734712_734715_734812_735513	chr4	+	732233;733215;733564;733918;734537;734712;734715;734812;735513	8.28201950286634e-28	1.42410918047845e-26	0.0176;-0.0175999999999998;-0.0816666666666667;-0.100833333333333;-0.111633333333333;0.294166666666667;0.0912666666666666;0.1073;-0.198566666666667;0.154466666666667;-0.154466666666667;0.1393;0.0105666666666667;-0.149833333333333
bt	chr4_+_736030_736078_736147_737046_737734	chr4	+	736030;736078;736147;737046;737734	5.47591187191944e-07	2.05155254817023e-06	0.0181333333333333;-0.0181333333333333;-0.0431666666666667;0.026;0.0171333333333333
bt	chr4_+_742550_742786_743161_743523_743602_745164_745446_746829_747305	chr4	+	742550;742786;743161;743523;743602;745164;745446;746829;747305	1.12786698203868e-14	9.1064485534388e-14	-0.0997666666666667;-0.210633333333333;0.310333333333333;-0.0217333333333333;0.0217333333333333;0.1456;-0.0876666666666666;-0.0362666666666667;-0.0216666666666667;0.277966666666667;-0.277966666666667
MED26	chr4_-_777171_781669_783172_783245_783297_783300_783915_783937_786190_786319_786740_786848	chr4	-	777171;781669;783172;783245;783297;783300;783915;783937;786190;786319;786740;786848	2.12312976191889e-165	3.69967644651844e-163	-0.1079;0.1079;-0.1059;-0.125566666666667;-0.0965333333333333;-0.00666666666666667;0.334666666666667;Inf;Inf;Inf;Inf;Inf;Inf;Inf;Inf;0.289466666666667;-0.239166666666667;-0.0502333333333333;0.00313333333333333;0.2247;-0.215366666666667;-0.0124333333333333
Gyf	chr4_-_855840_860305_860333_860355_860381_860438	chr4	-	855840;860305;860333;860355;860381;860438	2.82103848102475e-14	2.20576624172993e-13	-0.0496333333333333;-0.0245333333333333;0.0741666666666667;0.0674999999999998;-0.0152333333333333;-0.0522333333333333
Gyf	chr4_-_866294_866460_866535_866968_866974	chr4	-	866294;866460;866535;866968;866974	8.77565855858358e-10	4.52702850764505e-09	0.2892;-0.2892;0.197266666666667;-0.144133333333333;-0.0531666666666667
unc-13	chr4_-_878992_882615_882723_882785_882959	chr4	-	878992;882615;882723;882785;882959	2.676514397286e-05	8.04776914109552e-05	-0.219866666666667;0.219866666666667;0.308566666666667;-0.308566666666667;0.180066666666667;-0.180066666666667
unc-13	chr4_-_903471_904359_907072_915718_915755_915835	chr4	-	903471;904359;907072;915718;915755;915835	1.55249235356495e-24	2.29685383733626e-23	-0.0244333333333333;0.0770666666666666;-0.0526666666666667;0.1656;0.222033333333333;-0.387633333333333
eIF4G1	chr4_-_916267_916790_916865_917090_917273_917743_918322	chr4	-	916267;916790;916865;917090;917273;917743;918322	7.47454869940422e-22	9.60685324886861e-21	0.0139333333333334;-0.0139333333333333;-0.0170333333333333;-0.0794666666666667;0.0964999999999999;0.0150666666666666;-0.0150666666666667;0.0693;-0.0693
4E-T	chr4_-_926661_927391_928151_929820_936828_942278_942294_942319_947225_947962_952351_952461_953511	chr4	-	926661;927391;928151;929820;936828;942278;942294;942319;947225;947962;952351;952461;953511	6.86000289316485e-32	1.40423444542529e-30	0.00526666666666675;-0.00526666666666667;-0.0303;-0.0374;-0.0911333333333333;-0.0226333333333333;-0.0252666666666667;-0.0396;-0.1129;0.0884666666666667;0.2707;0.00843333333333333;0.0073333333333333;-0.0158
eIF4G1	chr4_-_930101_930116_930131_930280_930510	chr4	-	930101;930116;930131;930280;930510	3.55446432022588e-25	5.41665832455045e-24	-0.1609;0.0129666666666667;0.148;0.0362;-0.0362
4E-T	chr4_-_954211_954226_954367_954400_954487_954863_954880_954919_954922	chr4	-	954211;954226;954367;954400;954487;954863;954880;954919;954922	7.67095997711171e-17	7.26732148973916e-16	-0.0445333333333333;-0.0112333333333333;0.0276333333333333;0.0281333333333333;-0.0192333333333333;0.0192333333333333;-0.115733333333333;0.115733333333333;0.0181;-0.0181;-0.0210333333333335;0.0210333333333333
4E-T	chr4_-_955050_956543_957889_958004_958123_958287_958312_959238	chr4	-	955050;956543;957889;958004;958123;958287;958312;959238	2.06627011083805e-87	1.50131471374776e-85	-0.0434666666666667;0.0434666666666665;-Inf;-Inf;-Inf;-0.00303333333333322;-0.0308;0.0338666666666667;-0.4352;0.4352;-0.524433333333333;-0.270633333333333;0.795133333333333
asRNA:CR44030	chr4_+_960038_960123_962249_962347_962399	chr4	+	960038;960123;962249;962347;962399	5.55969488505384e-06	1.83612777080575e-05	0.0372333333333333;-0.0372333333333332;-0.121433333333333;-0.218833333333333;0.340266666666667;0.166233333333333;-0.166233333333333;0.2466;-0.2466
lncRNA:CR32690	chrX_+_10204491_10204555_10204930_10210146_10210489_10210563_10213074_10213279_10213771_10214097_10218069_10218122_10219247_10219304_10220740_10221361_10221582_10221864	chrX	+	10204491;10204555;10204930;10210146;10210489;10210563;10213074;10213279;10213771;10214097;10218069;10218122;10219247;10219304;10220740;10221361;10221582;10221864	3.96464762671465e-137	5.42254634864536e-135	-0.202766666666667;-0.0238333333333333;-0.0112666666666667;0.237866666666667;Inf;Inf;Inf;Inf;-0.0571333333333333;-0.0251;-0.0190333333333333;-0.0691333333333333;0.170433333333333;0.0661333333333335;-0.0025;-0.0400333333333333;-0.000933333333333333;-0.0188666666666667;-0.0038;Inf;Inf;0.8212;-0.4404;-0.380766666666667;0.132466666666667;-0.125533333333333;-0.0069;0.134466666666667;-0.134466666666667;0.2611;-0.2611
CG34408	chrX_+_10222586_10222896_10223455_10224312_10224505_10224917_10225059_10225189_10226021_10226178_10226371_10226513	chrX	+	10222586;10222896;10223455;10224312;10224505;10224917;10225059;10225189;10226021;10226178;10226371;10226513	1.48141762317335e-15	1.28376964590025e-14	-0.0106333333333334;0.0106333333333333;-0.0373333333333333;0.0373333333333333;-0.2953;-0.0964;0.3917;-0.0470333333333333;0.0470333333333334;-0.0495333333333333;0.0495333333333333;0.181333333333333;0.213433333333333;-0.0164666666666667;-0.285366666666667;-0.0431333333333333;-0.0498;0.180166666666667;-0.180166666666667
CG34408	chrX_+_10226655_10226970_10226989_10227347_10227401_10227410	chrX	+	10226655;10226970;10226989;10227347;10227401;10227410	0.0187686050055524	0.0359972059906583	0.0100333333333333;-0.0100333333333333;-0.0164666666666667;-0.0481666666666667;0.0727000000000001;-0.0081
Hk	chrX_-_10241736_10254001_10254307_10255491_10255590_10256110_10258876_10258960_10258964_10259189_10259488_10277468_10277702_10277759	chrX	-	10241736;10254001;10254307;10255491;10255590;10256110;10258876;10258960;10258964;10259189;10259488;10277468;10277702;10277759	5.7449970874963e-38	1.4718880073882e-36	Inf;Inf;Inf;Inf;Inf;Inf;Inf;-0.0734;-0.3429;0.4163;Inf;Inf;Inf;Inf;Inf;Inf;Inf;Inf;Inf
CG15306	chrX_-_10279191_10286447_10307891_10323564_10328684_10331084_10331145_10331194_10331270_10331488_10331491_10331540_10357813_10358084	chrX	-	10279191;10286447;10307891;10323564;10328684;10331084;10331145;10331194;10331270;10331488;10331491;10331540;10357813;10358084	8.13595954373218e-83	5.55590890770645e-81	-0.393633333333333;0.113866666666667;0.2798;-0.0271333333333333;-0.000966666666666667;-0.00166666666666667;0.0287666666666667;0.000999999999999994;-0.0434666666666667;0.0434666666666665;0.503733333333333;0.0643333333333333;0.148933333333333;-0.0477666666666667;-0.632433333333333;-0.0368
su(w[a])	chrX_+_1042432_1042728_1042801_1042885_1042932_1043211	chrX	+	1042432;1042728;1042801;1042885;1042932;1043211	8.2202899384946e-23	1.11588154451162e-21	-Inf;-Inf;-0.0875666666666668;0.0875666666666667;0.363;-0.0728;0.0767;-0.366966666666667;0.573733333333333;-0.573733333333333
spri	chrX_-_10483558_10485709_10492332_10492498_10496788	chrX	-	10483558;10485709;10492332;10492498;10496788	0.000174254733456756	0.000467528959665004	-0.0403333333333333;0.0403333333333334;0.0804;-0.0804;0.0721666666666667;-0.0721666666666667
spri	chrX_-_10510587_10510638_10519346_10519777_10522801_10555201_10575388	chrX	-	10510587;10510638;10519346;10519777;10522801;10555201;10575388	2.71410397897814e-11	1.62233881360629e-10	-0.359133333333333;0.359133333333333;0.2447;-0.0786333333333332;-0.166033333333333;0.0935666666666667;-0.00419999999999998;-0.0893
CG43347	chrX_-_10608566_10608636_10608785_10608839_10610325	chrX	-	10608566;10608636;10608785;10608839;10610325	1.80618422326151e-10	9.97452094945901e-10	-0.1157;-0.0709;0.1866;0.1085;-0.1085
stx	chrX_-_10612436_10616870_10626464_10717392_10726917	chrX	-	10612436;10616870;10626464;10717392;10726917	4.30667476016658e-19	4.71588303014521e-18	-0.0564;-0.0172666666666667;0.0736666666666665;0.0991333333333334;-0.0991333333333333
Atg8a	chrX_-_10762434_10764083_10764168_10765535_10765603_10765802_10767979	chrX	-	10762434;10764083;10764168;10765535;10765603;10765802;10767979	1.3887400211749e-10	7.76422300165562e-10	-0.0053;0.00530000000000019;-0.00403333333333333;0.00403333333333344;0.0918333333333334;0.1415;-0.143433333333333;-0.0899333333333333
Ant2	chrX_-_10779695_10779991_10780096_10780120_10780195	chrX	-	10779695;10779991;10780096;10780120;10780195	2.7895180893496e-09	1.36018955669636e-08	-0.00153333333333333;-0.00143333333333333;0.00299999999999989;0.0018999999999999;-0.0019
Imp	chrX_-_10780526_10780594_10780607_10782680_10782775_10784349_10786804_10798993_10799749_10799924_10805264_10813247_10813498_10813816_10814015_10814093_10815600_10821317_10821319	chrX	-	10780526;10780594;10780607;10782680;10782775;10784349;10786804;10798993;10799749;10799924;10805264;10813247;10813498;10813816;10814015;10814093;10815600;10821317;10821319	0	0	-0.00826666666666667;0.00826666666666664;-0.122033333333333;0.122033333333333;-0.0037;-0.372366666666667;0.00316666666666667;-0.0183333333333333;-0.0072;-0.0518666666666667;0.450233333333333;-0.0993000000000002;0.0993;-0.6033;0.6033;0.309833333333333;-0.0180666666666667;-0.00746666666666667;-0.272266666666667;-0.0119333333333333;0.000233333333333334;0.0159333333333334;-0.0161333333333333;0.598766666666667;-0.0115666666666667;-0.196733333333333;-0.390533333333333;-0.0734333333333334;0.115;-0.0415666666666667;Inf;Inf;-0.00383333333333333;0.00383333333333324
spi	chr2L_-_19546403_19546425_19546645_19569226_19569788_19571570_19571767_19576763_19577172_19577184	chr2L	-	19546403;19546425;19546645;19569226;19569788;19571570;19571767;19576763;19577172;19577184	4.78786262294795e-44	1.47527628319928e-42	-0.0348666666666667;-0.265933333333333;-0.106833333333333;0.407633333333333;-0.351566666666667;0.319766666666667;0.0318;-0.491866666666667;0.491866666666667;0.822266666666667;-0.2497;-0.5726;0.4068;-0.0218;-0.0219666666666667;-0.3631;0.0352666666666667;-0.0352666666666666
CG1637	chrX_-_10837214_10837450_10846105_10872039_10873708_10875996_10877363_10877413_10881473	chrX	-	10837214;10837450;10846105;10872039;10873708;10875996;10877363;10877413;10881473	4.37730109207826e-12	2.82227321392169e-11	Inf;Inf;-0.140433333333333;0.134133333333333;-0.00519999999999995;0.0115333333333333;0.0279333333333333;-0.0223666666666666;-0.00556666666666667;0.0269333333333335;-0.0269333333333333
CG2076	chrX_+_11091192_11091289_11091857_11091919_11092623_11092718_11092779	chrX	+	11091192;11091289;11091857;11091919;11092623;11092718;11092779	3.13860229975891e-37	7.81177799952519e-36	-0.106666666666667;0.106666666666667;-0.1761;0.0264333333333333;0.149633333333333;0.137333333333333;-0.100533333333333;-0.0367666666666667
Klp10A	chrX_-_11136095_11136238_11136865_11143246_11145864_11145941_11146415_11146428_11148484	chrX	-	11136095;11136238;11136865;11143246;11145864;11145941;11146415;11146428;11148484	3.21850005048205e-11	1.90939867809316e-10	-0.00146666666666667;0.00146666666666662;-0.00206666666666667;-0.0092;0.0113;0.00166666666666667;0.0815999999999998;-0.0284;-0.0366333333333333;-0.0182333333333333
dlg1	chrX_+_11381980_11387770_11387933_11390540_11394221_11394246_11395238	chrX	+	11381980;11387770;11387933;11390540;11394221;11394246;11395238	2.93411404400715e-05	8.77241508911564e-05	-0.0567666666666667;-0.160566666666667;0.0576333333333334;0.159666666666667;0.281766666666666;-0.281766666666667;0.00130000000000008;-0.00129999999999991
dlg1	chrX_+_11398822_11399740_11399816_11400786_11400832_11405272	chrX	+	11398822;11399740;11399816;11400786;11400832;11405272	5.1065483936394e-10	2.69689999404787e-09	-0.1994;0.108666666666667;0.0907666666666666;0.199766666666667;-0.199766666666667;-0.0158666666666668;0.0158666666666667
CG33235	chrX_-_11488978_11489380_11489553_11489554_11489727_11489728_11489901_11489902_11490075	chrX	-	11488978;11489380;11489553;11489554;11489727;11489728;11489901;11489902;11490075	1.24369288530284e-06	4.45788787971251e-06	0.0281666666666666;-0.0281666666666666;-0.607633333333333;0.607633333333333;-0.142833333333333;0.0034666666666667;0.139366666666667;Inf;Inf;0.117566666666667;-0.117566666666667;0.563333333333333;-0.563333333333333
CG2533	chrX_-_11603894_11603959_11603998_11604073_11607955_11608012	chrX	-	11603894;11603959;11603998;11604073;11607955;11608012	2.34638960523439e-08	1.03513485609563e-07	0.000666666666666593;-0.000666666666666667;-0.0203;0.0202999999999999;0.0009;0.00343333333333318;-0.00433333333333333
Ptp10D	chrX_+_11605078_11605136_11624216_11632358_11664728	chrX	+	11605078;11605136;11624216;11632358;11664728	4.05847369974177e-10	2.16641722838646e-09	-0.101133333333333;0.101133333333333;0.101933333333333;-0.101933333333333;-0.0619;0.0619000000000003
Ptp10D	chrX_+_11673461_11673729_11675026_11675329_11681114_11681716	chrX	+	11673461;11673729;11675026;11675329;11681114;11681716	1.71771531894288e-10	9.50393411413713e-10	-0.0873666666666667;0.0873666666666667;-0.0826333333333333;0.0826333333333333;-0.207633333333333;0.235666666666667;-0.028
PhKgamma	chrX_+_11696540_11696773_11696974_11697064_11697244_11697309_11697751_11698297_11698597_11699321_11699406_11700619_11701127_11703288	chrX	+	11696540;11696773;11696974;11697064;11697244;11697309;11697751;11698297;11698597;11699321;11699406;11700619;11701127;11703288	2.99860636671549e-37	7.46983495120642e-36	-0.0118333333333333;0.0118333333333334;-0.0334;0.0333999999999999;-0.028;0.0130333333333331;0.0428;-0.0278666666666667;-0.0587333333333333;-0.0095;0.1038;-0.0106333333333333;-0.0249333333333333;0.0258666666666666;-0.0258666666666667;0.0400333333333333;-0.0129;-0.0271333333333335
prtp	chrX_+_11717264_11717969_11717988_11717997_11718057_11718075_11718234_11718313_11718366	chrX	+	11717264;11717969;11717988;11717997;11718057;11718075;11718234;11718313;11718366	3.6438223913144e-32	7.55288042003771e-31	-0.0652666666666668;0.0652666666666667;0.0074;0.0183666666666667;0.0114;0.00283333333333333;0.00313333333333333;-0.0432;-0.398066666666667;0.398066666666667
CkIIbeta	chrX_+_11792686_11792991_11793127_11793279_11793441_11793518_11793796	chrX	+	11792686;11792991;11793127;11793279;11793441;11793518;11793796	1.02553136899692e-31	2.08374690774288e-30	-0.229633333333333;-0.00453333333333334;0.00103333333333333;0.2331;-0.0650333333333333;0.0650333333333333;0.1541;-0.1541
CkIIbeta	chrX_+_11795008_11795103_11795186_11795599_11795730_11796602_11796864_11798293_11799991	chrX	+	11795008;11795103;11795186;11795599;11795730;11796602;11796864;11798293;11799991	1.64642588464446e-46	5.44485142766469e-45	-0.0315333333333333;0.0315333333333335;0.00153333333333328;-0.00153333333333333;-0.251933333333333;-0.0059;0.231866666666667;0.00883333333333333;-0.00433333333333333;0.0215
Hsc70-3	chrX_-_11805042_11805287_11805889_11806076_11806242_11806867_11813467_11814695	chrX	-	11805042;11805287;11805889;11806076;11806242;11806867;11813467;11814695	1.23191102602366e-91	9.45504930402623e-90	-0.111833333333333;0.111833333333333;0.111833333333333;0.00333333333333333;0.00406666666666667;0.1345;-0.252;-0.00173333333333333
pot	chrX_-_11853703_11853813_11881902_11882108_11883099_11883186_11883621_11884796_11886954_11911015_11911069_11911210_11911284_11911423_11911492_11911577_11912171_11912229_11912471_11917067_11917979_11918035_11918066_11918156_11918253_11918316_11918395_11918459_11918496_11918593_11919306_11919357_11919403_11919452_11919523_11920105_11920186_11920242_11920288_11920337_11920408	chrX	-	11853703;11853813;11881902;11882108;11883099;11883186;11883621;11884796;11886954;11911015;11911069;11911210;11911284;11911423;11911492;11911577;11912171;11912229;11912471;11917067;11917979;11918035;11918066;11918156;11918253;11918316;11918395;11918459;11918496;11918593;11919306;11919357;11919403;11919452;11919523;11920105;11920186;11920242;11920288;11920337;11920408	1.42801470240241e-301	6.32499985710522e-299	-0.0129333333333333;-0.1499;-0.0280333333333333;-0.0237333333333333;0.2608;-0.0462333333333333;-0.0318333333333333;-0.0850333333333333;-0.162866666666667;0.277633333333333;-0.0565;0.0586;-0.157933333333333;0.157933333333333;-0.1944;-0.0275;0.2219;-0.00186666666666667;-0.0165666666666667;-0.00343333333333333;-0.0049;-0.00186666666666667;-0.0071;0.0357999999999999;-0.123;-0.290433333333333;-0.0773;0.490733333333333;-0.00753333333333333;0.00753333333333328;-0.0236;0.0236;-0.0386333333333333;0.0199666666666667;0.0186666666666667;-0.0507333333333333;0.0507333333333333;Inf;Inf;Inf;0.369966666666667;0.1215;0.2559;-0.0974333333333333;-0.203866666666667;-0.223533333333333;-0.0358666666666667;-0.0906666666666667;-0.0959;-0.0405;0.300133333333333;-0.1089;-0.150666666666667;0.0269333333333333;-0.0269333333333333;0.9413;-0.162166666666667;-0.278466666666667;-0.0433;-0.206833333333333;-0.0432333333333333;-0.0596;-0.147666666666667;0.00106666666666677;-0.00106666666666667;Inf;Inf;0.00373333333333337;-0.00373333333333333;-0.0198333333333334;0.0198333333333333;-0.578333333333333;0.578333333333333
cac	chrX_-_11931199_11936843_11938919_11939121_11939693_11940042_11948626	chrX	-	11931199;11936843;11938919;11939121;11939693;11940042;11948626	2.5442878261901e-13	1.83391774267463e-12	-0.372233333333333;0.3217;0.0505333333333333;-0.656866666666667;0.656866666666667;Inf;Inf;-0.0159;0.0159
cac	chrX_-_11948836_11949050_11954281_11962018_11962615_11964056_11969214_11970329_11972243_11973255	chrX	-	11948836;11949050;11954281;11962018;11962615;11964056;11969214;11970329;11972243;11973255	6.13687057060664e-09	2.88946931483715e-08	-0.5658;0.5658;-0.2415;-0.0988666666666667;0.3404;-0.417266666666667;0.417266666666667;0.544366666666667;-0.221533333333333;-0.3228;0.1818;-0.0589666666666667;-0.122833333333333
cac	chrX_-_11973484_11974222_11974339_11975744_11975861_11976401_11976506_11976602	chrX	-	11973484;11974222;11974339;11975744;11975861;11976401;11976506;11976602	1.29253100856807e-16	1.20583408027246e-15	-0.0543333333333332;0.0543333333333333;-0.460566666666667;0.460566666666667;-0.590666666666667;0.590666666666667;0.2253;0.471933333333333;-0.1131;-0.584133333333333
CG18130	chrX_-_11992221_11992229_11992251_11992281_11992307	chrX	-	11992221;11992229;11992251;11992281;11992307	2.79065204638172e-50	1.02977003962743e-48	-0.1543;0.1543;0.255833333333333;-0.255833333333333;0.0793666666666666;-0.0793666666666667
lncRNA:CR43960	chrX_+_12087276_12087349_12087398_12091383_12091442_12091462_12091492_12091503_12091518_12091541_12091549_12091558_12091568_12091578_12091635_12091640_12091784_12092017_12106454_12107200_12107414_12107479_12107482_12107656_12107776	chrX	+	12087276;12087349;12087398;12091383;12091442;12091462;12091492;12091503;12091518;12091541;12091549;12091558;12091568;12091578;12091635;12091640;12091784;12092017;12106454;12107200;12107414;12107479;12107482;12107656;12107776	1.65818195145531e-111	1.63378886159093e-109	Inf;Inf;Inf;-0.0105333333333333;0.0105333333333333;-0.00416666666666667;0.00416666666666676;-0.0992333333333333;0.0992333333333333;-0.0153;0.0152999999999999;-0.0238;0.0318666666666667;-0.00806666666666667;-0.0179;-0.0881;-0.00413333333333333;0.110133333333333;-0.0597;-0.00289999999999999;0.0626333333333334;Inf;Inf;Inf;Inf;0.175933333333333;-0.175933333333333;-0.0648666666666667;0.0648666666666666;0.308133333333333;-0.0683333333333333;-0.1344;-0.0695666666666667;-0.0358333333333333;0.77;-0.225733333333333;-0.0291333333333333;-0.0242666666666667;-0.0141333333333333;-0.1445;0.0248;-0.170166666666667;-0.0169;-0.0496666666666667;-0.0175333333333333;-0.0289666666666667;-0.0738;-0.00773333333333334;-0.0769333333333334;-0.0438;0.2221;0.00803333333333333;-0.0306;-0.00556666666666667;-0.00526666666666667;-0.0499;-0.0102666666666667;-0.0557666666666666;0.0557666666666667;0.0145333333333332;-0.0145333333333333;-0.00493333333333335;0.00493333333333333
