Gene	AS_event_ID	chromosome	strand	retained_intron_start	retained_intron_end	pvalue	qvalue	deltaPSI_control-KD
rg	chrX_+_5233154_5233410	chrX	+	5233154	5233410	8.36393693682347e-09	3.87894928011447e-08	-0.364834395799308
rg	chrX_+_5243486_5243881	chrX	+	5243486	5243881	4.89609911361553e-06	1.6285875926303e-05	-0.516351079639829
arg	chrX_+_526601_527557	chrX	+	526601	527557	4.69967772804474e-09	2.23983841190284e-08	-0.81547619047619
snf	chrX_+_5309706_5310130	chrX	+	5309706	5310130	2.81829714331578e-27	4.72847264584648e-26	-0.101756290685686
NAAT1	chrX_-_5407067_5407318	chrX	-	5407067	5407318	1.69627222332371e-06	5.97825953631374e-06	-0.0741377099919416
spoon	chrX_-_5415041_5415320	chrX	-	5415041	5415320	1.0355573687172e-08	4.75605070299062e-08	-0.0601867422925853
spoon	chrX_-_5415918_5416188	chrX	-	5415918	5416188	6.28256483683175e-06	2.0599762922087e-05	-0.0506465031173933
MAPk-Ak2	chrX_-_5762681_5764067	chrX	-	5762681	5764067	1.28643922912407e-05	4.03922267306219e-05	-0.34746167284118
CG5966	chrX_+_5989357_5990488	chrX	+	5989357	5990488	2.63658434917392e-20	3.09612003061822e-19	-0.325239928168378
CG4666	chrX_-_6076984_6077335	chrX	-	6076984	6077335	0.000105180324147765	0.000291093917820127	-0.219566487916184
Nep1	chrX_+_6096653_6099579	chrX	+	6096653	6099579	3.26380928047227e-05	9.69546534263881e-05	-0.295607412491421
CG13366	chrX_-_614023_614571	chrX	-	614023	614571	2.90698540518424e-05	8.69761084171152e-05	-0.240368101607283
Ca-alpha1T	chrX_-_6164503_6191347	chrX	-	6164503	6191347	6.41380386977259e-08	2.69062673907031e-07	-0.442606516290727
sqh	chrX_-_6224116_6224815	chrX	-	6224116	6224815	0.000937440455477205	0.00225617787329695	-0.309895147123408
Spt6	chrX_+_6268191_6268765	chrX	+	6268191	6268765	4.1411994346811e-08	1.77334417648902e-07	-0.217744398089328
Top3beta	chrX_-_6286482_6286820	chrX	-	6286482	6286820	3.53469476889885e-19	3.88930604843674e-18	-0.241882213657745
RpL36	chrX_-_628915_629326	chrX	-	628915	629326	0.00338848154859818	0.00744711151806821	0.119588190213505
CG3823	chrX_+_6304876_6305682	chrX	+	6304876	6305682	0.0087696693520927	0.0179180802083375	-0.715727835849787
CG3842	chrX_+_6341343_6342061	chrX	+	6341343	6342061	5.9036555308229e-13	4.12000280420316e-12	-0.594464033696799
kdn	chrX_+_6352481_6358900	chrX	+	6352481	6358900	3.03039096134875e-10	1.63717326571654e-09	-0.226155960068305
Marf	chrX_+_6366232_6366631	chrX	+	6366232	6366631	1.19876567043192e-35	2.82119118069867e-34	-0.312519705841101
Marf	chrX_+_6368057_6368524	chrX	+	6368057	6368524	7.84404032752457e-37	1.927515948844e-35	-0.194848616840233
CG42340	chrX_-_6460431_6461067	chrX	-	6460431	6461067	6.88189752232693e-13	4.77451038811978e-12	-0.603806775874907
CG34417	chrX_+_6555259_6555864	chrX	+	6555259	6555864	0.00104744890281009	0.00250145611176883	-0.107821349479915
SkpA	chrX_+_656784_657097	chrX	+	656784	657097	0.000152120817733034	0.000411687052724189	-0.319842591271163
Ctr1A	chrX_+_6665686_6666238	chrX	+	6665686	6666238	1.31905836049052e-07	5.3309349214728e-07	-0.196780337013259
CG3198	chrX_-_6672335_6672618	chrX	-	6672335	6672618	1.16849177097725e-07	4.7506069147486e-07	-0.254600313083876
CG3168	chrX_-_6722692_6723378	chrX	-	6722692	6723378	1.70376114886822e-12	1.13969647450172e-11	-0.535506840984718
CG9265	chr2L_-_21058475_21059339	chr2L	-	21058475	21059339	2.29859185691865e-30	4.41937569437186e-29	-0.60597208283764
shf	chrX_-_6773261_6773913	chrX	-	6773261	6773913	0.00248033516885658	0.00557584334690914	-0.235668261906652
CG9265	chr2L_-_21060037_21062259	chr2L	-	21060037	21062259	1.4540106589933e-19	1.63599355814564e-18	-0.522215952194243
Inx7	chrX_-_6992882_6993178	chrX	-	6992882	6993178	6.38490168705886e-08	2.67928775689259e-07	-0.411570838333779
Inx2	chrX_+_7000263_7002770	chrX	+	7000263	7002770	0.000330126851293983	0.000851131156127634	-0.11191263533457
Atg5	chrX_-_7322782_7323156	chrX	-	7322782	7323156	1.47110210837812e-05	4.58392507640554e-05	-0.246472823705073
Dok	chrX_+_7324672_7325534	chrX	+	7324672	7325534	0.00575924469585799	0.0121654350219736	-0.136059672509252
CBP	chrX_+_7337856_7340302	chrX	+	7337856	7340302	2.32028049775721e-06	8.03944318554463e-06	-0.465864259981907
CG32719	chrX_-_7547289_7547591	chrX	-	7547289	7547591	6.31914148595452e-10	3.30678392606385e-09	-0.449844278637168
CG5254	chrX_+_756506_757803	chrX	+	756506	757803	3.71607318169612e-09	1.789177807317e-08	-0.272649461122241
RpL22	chrX_-_762991_763439	chrX	-	762991	763439	1.64983065490494e-11	1.00702334398472e-10	-0.26718407982343
CHES-1-like	chrX_-_7689996_7696475	chrX	-	7689996	7696475	9.59712109724921e-07	3.48911725917222e-06	-0.44335131099837
NONE	chrX_+_7706992_7707739	chrX	+	7706992	7707739	1.16258991523018e-07	4.72795598602831e-07	-0.487331393200296
CG12155	chrX_+_7729374_7729660	chrX	+	7729374	7729660	2.13858848115156e-08	9.47551867408303e-08	-0.310426232107384
Rab39	chrX_+_7735335_7735762	chrX	+	7735335	7735762	1.04377447931578e-12	7.12197987832465e-12	-0.339558834365553
dec-1	chrX_-_7867903_7869861	chrX	-	7867903	7869861	1.98966324563716e-25	3.06634905282597e-24	-0.626761412116173
CG34136	chr2L_+_21097278_21098582	chr2L	+	21097278	21098582	2.15577537506446e-26	3.47939810760629e-25	-0.650569024221953
Fatp1	chr2L_-_10513564_10516484	chr2L	-	10513564	10516484	0.000130053699340301	0.000355463050310849	-0.370073281837988
RpS6	chrX_-_7900289_7900801	chrX	-	7900289	7900801	4.1573307087789e-10	2.21662328756986e-09	-0.00989323874577973
spidey	chrX_+_7909537_7909876	chrX	+	7909537	7909876	1.25740459951853e-09	6.37046999169624e-09	-0.0642735763278399
mahe	chrX_-_7930315_7930872	chrX	-	7930315	7930872	0.00249957676664999	0.00561512837471954	-0.0365951798303235
Ubr3	chrX_+_7936350_7936662	chrX	+	7936350	7936662	0.0174536158245102	0.0336979459144891	INF
l(1)G0193	chrX_-_7943227_7943682	chrX	-	7943227	7943682	4.3344778992847e-23	5.97233695640245e-22	-0.354137342377742
sws	chrX_-_7960112_7961175	chrX	-	7960112	7961175	1.63381247841408e-05	5.06094507766226e-05	-0.0409885436575079
sws	chrX_-_7962224_7962568	chrX	-	7962224	7962568	9.8340051863166e-14	7.35899214339993e-13	-0.0978246191666391
Smox	chrX_-_8140917_8141634	chrX	-	8140917	8141634	2.46316348670696e-23	3.43058821127575e-22	-0.220355571262299
Nhe2	chr2L_+_21116482_21117869	chr2L	+	21116482	21117869	1.26144446885964e-15	1.09886921690882e-14	-0.22749473383518
Nhe2	chr2L_+_21118134_21119751	chr2L	+	21118134	21119751	7.03438578530509e-05	0.000199553323945368	-0.168647736943025
slpr	chrX_-_8173461_8173859	chrX	-	8173461	8173859	3.66873186743761e-06	1.24060665110524e-05	-0.184160480660131
slpr	chrX_-_8174214_8174821	chrX	-	8174214	8174821	0.00127217747052341	0.00299602946011327	-0.113288692547397
Trxr-1	chrX_+_8244059_8246092	chrX	+	8244059	8246092	3.96936446663495e-20	4.61460391723275e-19	-0.136752127972369
CG1632	chrX_+_8264253_8265912	chrX	+	8264253	8265912	1.73763610542793e-24	2.56572578993643e-23	-0.859784881261708
Nhe2	chr2L_+_21121769_21122249	chr2L	+	21121769	21122249	0.000234772090062528	0.000618302608385286	-0.255850168350168
otu	chrX_-_8486993_8487255	chrX	-	8486993	8487255	7.8434237592824e-15	6.40803824280725e-14	-0.740694444444444
otu	chrX_-_8488838_8489823	chrX	-	8488838	8489823	2.77637736886335e-11	1.65755394524503e-10	-0.822937304849833
NONE	chrX_-_8491411_8491928	chrX	-	8491411	8491928	7.61656976180524e-12	4.80151994537281e-11	-0.610043779883564
CG12065	chrX_+_8574407_8575346	chrX	+	8574407	8575346	1.37273053480601e-08	6.21757491393296e-08	-0.62321523505734
Crag	chrX_+_8592591_8593478	chrX	+	8592591	8593478	3.2573124187607e-08	1.41149218197056e-07	-0.191521510156858
Dap160	chr2L_-_21137106_21137513	chr2L	-	21137106	21137513	1.51725730432029e-45	4.873482240352e-44	-0.0615654404911283
Rubicon	chrX_+_8677464_8677889	chrX	+	8677464	8677889	3.55988576638403e-06	1.20530535667904e-05	-0.330012844829298
CG11294	chrX_-_8692746_8693255	chrX	-	8692746	8693255	0.000110540280706029	0.00030515465264988	-0.044893906866348
Lim1	chrX_-_8768274_8768750	chrX	-	8768274	8768750	2.96827085208763e-06	1.01521121992652e-05	-0.131930857919471
CG7766	chrX_-_9096825_9097353	chrX	-	9096825	9097353	1.73333711098796e-10	9.5866602407075e-10	-0.408452530309564
CG7766	chrX_-_9098413_9099312	chrX	-	9098413	9099312	2.98319962501726e-06	1.02002454805925e-05	-0.216659816799238
CG7766	chrX_-_9100657_9101094	chrX	-	9100657	9101094	2.81828045828238e-06	9.66730945605557e-06	-0.396359002456976
CG7766	chrX_-_9102233_9102493	chrX	-	9102233	9102493	6.31198505023376e-12	4.0112732286187e-11	-0.357632969347348
CG7766	chrX_-_9103100_9103443	chrX	-	9103100	9103443	1.21003432845299e-09	6.14004224891108e-09	-0.303596819694493
Bx42	chrX_-_9105957_9106223	chrX	-	9105957	9106223	1.64172473155854e-12	1.10020473578645e-11	-0.177575794423896
fend	chrX_-_9125654_9126058	chrX	-	9125654	9126058	3.78573401471648e-09	1.82069536787373e-08	-0.393052545633191
fend	chrX_-_9126302_9127064	chrX	-	9126302	9127064	6.35144039906108e-11	3.66751077353598e-10	-0.39513280209259
CG12118	chrX_-_9195221_9195549	chrX	-	9195221	9195549	1.28961766162342e-13	9.54859026718211e-13	-0.0232549588771275
su(r)	chrX_-_9200196_9201618	chrX	-	9200196	9201618	1.08803817468976e-05	3.44977640440586e-05	-0.337487477459427
t	chrX_-_9221509_9222938	chrX	-	9221509	9222938	5.17733390349963e-12	3.31568153261234e-11	-0.222537875073695
Dsor1	chrX_+_9247908_9248540	chrX	+	9247908	9248540	2.40538889970579e-07	9.41878031386876e-07	-0.344490671641413
mgl	chrX_-_9382741_9383205	chrX	-	9382741	9383205	2.97105947026657e-06	1.01604353409718e-05	-0.0793796262972854
mAcon1	chr2L_+_21168804_21170189	chr2L	+	21168804	21170189	5.5764653180386e-13	3.89984569712018e-12	-0.136766848313337
CG32700	chrX_-_9505027_9506169	chrX	-	9505027	9506169	2.02081282512828e-46	6.66295381456908e-45	-0.758223209100516
l(1)G0320	chrX_-_9552783_9553450	chrX	-	9552783	9553450	5.4451599036802e-06	1.80050468372418e-05	-0.0471932226805797
nej	chrX_-_9674924_9676510	chrX	-	9674924	9676510	1.4187291635976e-05	4.42989805449663e-05	0.0884067837849775
Ser7	chrX_+_9865607_9865970	chrX	+	9865607	9865970	3.59117655765437e-11	2.12018727526084e-10	-0.465470326061459
Idgf4	chrX_-_9929732_9930353	chrX	-	9929732	9930353	3.56196127808707e-05	0.000105249897409639	-0.0271796013342599
PRY	chrY_-_188766_190141	chrY	-	188766	190141	0.000337939639037625	0.000869816248120445	-0.189792122222463
FDY	chrY_+_3023035_3023505	chrY	+	3023035	3023505	6.18345806392254e-06	2.02952703601224e-05	-0.0509315910775287
clumsy	chr2L_+_21208089_21208938	chr2L	+	21208089	21208938	1.00579151117575e-11	6.27037461891441e-11	-0.454240820907488
clumsy	chr2L_+_21209371_21209696	chr2L	+	21209371	21209696	1.73196860753938e-27	2.93476675197221e-26	-0.759949265028888
clumsy	chr2L_+_21210541_21210811	chr2L	+	21210541	21210811	2.77919084477235e-12	1.82277613815849e-11	-0.570249396192984
Hr39	chr2L_+_21237420_21238279	chr2L	+	21237420	21238279	3.05872594945897e-11	1.81936458187842e-10	-0.377712019788802
Hr39	chr2L_+_21257257_21257744	chr2L	+	21257257	21257744	8.89307019906985e-23	1.20480889674217e-21	-0.236698640229403
Trim9	chr2L_+_10546300_10572859	chr2L	+	10546300	10572859	1.0147270001285e-10	5.74865970563435e-10	-0.341384100420245
CG8671	chr2L_+_21274429_21275377	chr2L	+	21274429	21275377	8.15709018183871e-06	2.6327346247678e-05	-0.131896957512064
NONE	chr2L_-_10548482_10548809	chr2L	-	10548482	10548809	3.46346403101152e-22	4.53378184767712e-21	-0.641533082445439
NONE	chr2L_-_10549386_10550270	chr2L	-	10549386	10550270	1.7493551029909e-10	9.67263424496751e-10	-0.287171855921856
GlyP	chr2L_+_2131254_2134437	chr2L	+	2131254	2134437	7.27185162860758e-15	5.95807904126404e-14	-0.102504954393153
Tsp39D	chr2L_+_21355594_21356102	chr2L	+	21355594	21356102	4.37556275518632e-12	2.82127956556686e-11	-0.131149552540218
dtr	chr2L_+_21362157_21363359	chr2L	+	21362157	21363359	2.85156937485205e-23	3.957672885563e-22	-0.120943569887945
CG8665	chr2L_+_21371356_21374084	chr2L	+	21371356	21374084	6.66259470797472e-21	8.1100778465217e-20	-0.355832551490973
CG8665	chr2L_+_21376191_21376606	chr2L	+	21376191	21376606	4.78735831439113e-20	5.53677146232864e-19	-0.375823686941196
nrv3	chr2L_+_21382330_21384453	chr2L	+	21382330	21384453	0.00686073538168261	0.0142959713103177	-0.371610658844701
nrv3	chr2L_+_21384595_21385276	chr2L	+	21384595	21385276	1.28332317452623e-05	4.03023480716541e-05	-0.309847450921001
NONE	chr2L_-_21387356_21389319	chr2L	-	21387356	21389319	6.64788411687174e-08	2.78441576630307e-07	-0.582129795491864
CG44153	chr2L_-_10081946_10086199	chr2L	-	10081946	10086199	0.000855422421035843	0.00207076521164608	-0.869471677559913
Ac3	chr2L_+_21643252_21643762	chr2L	+	21643252	21643762	3.00714980878646e-07	1.16444237601967e-06	-0.666002837741968
CG2225	chr2L_-_21672469_21672855	chr2L	-	21672469	21672855	0.000147230131069269	0.000399320002109916	-0.209406324460537
nolo	chr2L_+_21701180_21701762	chr2L	+	21701180	21701762	2.88194495414683e-20	3.37703802866788e-19	-0.484535163847832
nolo	chr2L_+_21701938_21704457	chr2L	+	21701938	21704457	7.03720254089138e-16	6.23348612661807e-15	-0.561312045183013
nolo	chr2L_+_21710693_21711079	chr2L	+	21710693	21711079	4.32788031117847e-22	5.64158422631832e-21	-0.836970899470899
nolo	chr2L_+_21711410_21712767	chr2L	+	21711410	21712767	2.01340671522297e-06	7.02499861733674e-06	-0.361016081871345
nolo	chr2L_+_21713308_21716323	chr2L	+	21713308	21716323	0.00014306006775331	0.0003886730512564	-0.313202209732712
nolo	chr2L_+_21725445_21727004	chr2L	+	21725445	21727004	1.09900344007143e-11	6.82768056932337e-11	-0.776271876271876
step	chr2L_-_21756627_21757162	chr2L	-	21756627	21757162	1.32856666656416e-13	9.82172703520745e-13	-0.0773201336849853
CG10874	chr2L_-_2191078_2191848	chr2L	-	2191078	2191848	3.48671605902987e-07	1.33979803449737e-06	-0.184828533965348
Trim9	chr2L_+_10622836_10623126	chr2L	+	10622836	10623126	0.000173001124209632	0.000464357088816637	-0.35719111324735
Trim9	chr2L_+_10623266_10625108	chr2L	+	10623266	10625108	1.314557724567e-08	5.96845085076017e-08	-0.397787618536411
Trim9	chr2L_+_10625343_10626691	chr2L	+	10625343	10626691	1.03583895537802e-08	4.75719123983823e-08	-0.286179146063333
NONE	chr2L_+_22017880_22018471	chr2L	+	22017880	22018471	5.38463352102444e-05	0.000155171157226677	-0.358734750588054
CG31601	chr2L_-_22041688_22041994	chr2L	-	22041688	22041994	2.63197456255148e-38	6.82633808587499e-37	-0.601681872724491
NONE	chr2L_-_10642355_10644735	chr2L	-	10642355	10644735	1.40668313313447e-09	7.09211008453445e-09	-0.0779940481863685
CG3651	chr2L_+_22124216_22124780	chr2L	+	22124216	22124780	5.49289499118828e-06	1.8151560968733e-05	-0.201800961788249
CG42748	chr2L_+_22155408_22156619	chr2L	+	22155408	22156619	2.78551087621181e-09	1.35828190461286e-08	-0.208854625473752
papi	chr2L_+_2222947_2223241	chr2L	+	2222947	2223241	0.00761027716409874	0.0157318868352135	-0.107575026415766
CG3262	chr2L_+_22240402_22240704	chr2L	+	22240402	22240704	0.0457400645478738	0.0806201105165481	-0.0026951476675342
Tif-IA	chr2L_+_22253921_22257651	chr2L	+	22253921	22257651	1.05351371772021e-08	4.83386422424387e-08	-0.142838043042858
NONE	chr2L_+_22690727_22691146	chr2L	+	22690727	22691146	1.3415711280314e-25	2.08393628513229e-24	-0.553884711779449
Lip1	chr2L_-_10700894_10701158	chr2L	-	10700894	10701158	1.77809702869309e-09	8.86007708937159e-09	-0.843266821637737
lt	chr2L_+_22925919_22927436	chr2L	+	22925919	22927436	1.38284042588636e-06	4.9276348183971e-06	-0.171849238573927
Cht10	chr2L_-_23000966_23003745	chr2L	-	23000966	23003745	3.71946557830555e-19	4.08789754547673e-18	-0.682052364440424
lncRNA:CR43242	chr2L_+_23069261_23069890	chr2L	+	23069261	23069890	8.34551910679138e-06	2.68954619186791e-05	-0.676377476837763
CG9967	chr2L_-_2309702_2310124	chr2L	-	2309702	2310124	0.000447261264655742	0.00113035234537007	-0.263632844477556
CG9967	chr2L_-_2323449_2330654	chr2L	-	2323449	2330654	1.35146864272792e-16	1.25942228962498e-15	-0.526857399931737
eys	chr2L_+_2351031_2352442	chr2L	+	2351031	2352442	5.46787012931834e-05	0.000157423954474814	0.251793386179039
Axud1	chr2L_+_2365901_2366273	chr2L	+	2365901	2366273	0.00237371543270992	0.00535416429642752	-0.23749003195923
asRNA:CR44982	chr2L_-_2375582_2376428	chr2L	-	2375582	2376428	5.63901238772759e-27	9.35025113859365e-26	-0.681963243323537
Atxn7	chr2L_+_2376263_2377130	chr2L	+	2376263	2377130	2.24274036280992e-12	1.48496046311398e-11	-0.726835157876614
dpp	chr2L_+_2452414_2455055	chr2L	+	2452414	2455055	1.42451808671575e-08	6.44071978882189e-08	-0.348980222856627
kis	chr2L_-_248731_250755	chr2L	-	248731	250755	7.86011386645775e-07	2.88970378319091e-06	0.231493255232175
CG31690	chr2L_+_2678057_2683866	chr2L	+	2678057	2683866	2.01035160398748e-08	8.93500704814892e-08	-0.42870082815735
CG31690	chr2L_+_2687461_2689385	chr2L	+	2687461	2689385	1.30017636301352e-11	8.02071627778736e-11	-0.804166666666667
CG31690	chr2L_+_2705036_2710497	chr2L	+	2705036	2710497	3.73395801679938e-05	0.000110038925908496	-0.667806267806268
CG31690	chr2L_+_2712136_2718292	chr2L	+	2712136	2718292	6.74711339447272e-05	0.000191974907155157	-0.710585585585586
CG31689	chr2L_+_2736430_2737030	chr2L	+	2736430	2737030	3.77893917971682e-07	1.44538058712172e-06	-0.156875756262034
smo	chr2L_+_278323_278641	chr2L	+	278323	278641	9.38932693814555e-16	8.25563683288584e-15	-0.6097971142614
Syt1	chr2L_-_2783274_2785537	chr2L	-	2783274	2785537	1.67414818832054e-15	1.44370305252496e-14	-0.722037524121966
Syt1	chr2L_-_2785672_2787052	chr2L	-	2785672	2787052	3.89925643055178e-11	2.29631260848993e-10	-0.55982122172395
Syt1	chr2L_-_2793908_2794333	chr2L	-	2793908	2794333	3.89384665480002e-07	1.48650908024632e-06	-0.479044834307992
S	chr2L_-_1077010_1077359	chr2L	-	1077010	1077359	1.45097469538924e-06	5.15911730343885e-06	0.0403561190833909
CG3625	chr2L_-_284968_285431	chr2L	-	284968	285431	1.66507919138784e-09	8.32504681053715e-09	-0.139030404063289
CG31694	chr2L_-_2871688_2872145	chr2L	-	2871688	2872145	5.18036023679877e-09	2.45828266192576e-08	-0.0971554584183059
CG8814	chr2L_+_2876410_2876782	chr2L	+	2876410	2876782	6.88007213070431e-16	6.09732168312632e-15	-0.404745440144669
CG34109	chr2L_+_10104055_10104790	chr2L	+	10104055	10104790	0.00110115011619287	0.00262012374591296	-0.359950580660864
Rbp9	chr2L_+_2959520_2960688	chr2L	+	2959520	2960688	2.03946178283532e-34	4.60792104389691e-33	-0.354707666836772
Pi3K21B	chr2L_+_298403_299031	chr2L	+	298403	299031	4.80694569668881e-07	1.81398770581385e-06	-0.207672489713625
CG3558	chr2L_+_2995070_2995410	chr2L	+	2995070	2995410	0.000197077909458662	0.000524753837558313	0.348023591587665
FASN2	chr2L_+_3045883_3046948	chr2L	+	3045883	3046948	0.00184396303067597	0.00423585361069745	0.311557106333777
FASN2	chr2L_+_3054783_3055168	chr2L	+	3054783	3055168	0.00070910769258713	0.00173872729805445	-0.382460317460317
FASN1	chr2L_+_3056924_3059603	chr2L	+	3056924	3059603	2.77608076825797e-20	3.25645473130582e-19	-0.201050121313117
toc	chr2L_-_3071764_3080649	chr2L	-	3071764	3080649	8.03252654055223e-06	2.5947556380906e-05	-0.0162910844534578
toc	chr2L_-_3098065_3099451	chr2L	-	3098065	3099451	2.0739121472518e-11	1.25375942292175e-10	-0.453375815781757
Plc21C	chr2L_+_310605_317741	chr2L	+	310605	317741	6.7300957668356e-10	3.51271222468649e-09	-0.627018700284195
toc	chr2L_-_3108861_3112091	chr2L	-	3108861	3112091	4.95084761099141e-10	2.61911793299144e-09	-0.0882946348759654
CG34393	chr2L_-_3188725_3189362	chr2L	-	3188725	3189362	4.72667145018784e-09	2.25165331762677e-08	-0.836038419371753
CG34393	chr2L_-_3189495_3189977	chr2L	-	3189495	3189977	1.66979058847602e-13	1.22399406030503e-12	-0.744398539794959
CG34393	chr2L_-_3190119_3190410	chr2L	-	3190119	3190410	8.74791026643564e-07	3.19703426750459e-06	-0.724494895409438
CG3277	chr2L_+_3304835_3313308	chr2L	+	3304835	3313308	0.000820116252483316	0.00199122773017791	-0.249281474376351
CG3277	chr2L_+_3314458_3314874	chr2L	+	3314458	3314874	6.74558000712865e-05	0.000191942730048899	0.48819213634829
CG33281	chr2L_+_3325482_3325880	chr2L	+	3325482	3325880	9.71813152488393e-16	8.53634658608703e-15	-0.104165696737045
E23	chr2L_-_3337894_3338225	chr2L	-	3337894	3338225	2.8473842846476e-17	2.77718970070101e-16	-0.738421726308835
Plc21C	chr2L_+_334257_335413	chr2L	+	334257	335413	0.0171873035510694	0.0332322092582909	-0.148252390002494
E23	chr2L_-_3353714_3354472	chr2L	-	3353714	3354472	7.5617202437495e-20	8.64410663165624e-19	-0.682580265411517
GramD1B	chr2L_-_3360170_3360806	chr2L	-	3360170	3360806	8.19294687371922e-15	6.68443542367703e-14	-0.16989470355641
GramD1B	chr2L_-_3361443_3362414	chr2L	-	3361443	3362414	2.39325694278347e-12	1.57928464604416e-11	-0.510507720127973
Plc21C	chr2L_+_336546_337014	chr2L	+	336546	337014	1.39648352438367e-05	4.36462880526992e-05	-0.280463582234089
GramD1B	chr2L_-_3365676_3367243	chr2L	-	3365676	3367243	7.30758980227464e-07	2.69606474836274e-06	-0.374264087264177
GramD1B	chr2L_-_3368194_3370904	chr2L	-	3368194	3370904	9.03798449339697e-11	5.14651414409865e-10	-0.426326905751829
Plc21C	chr2L_+_337198_337936	chr2L	+	337198	337936	0.00457572542315691	0.00983210546618384	-0.234004469170817
Pgant2	chr2L_-_3421698_3422758	chr2L	-	3421698	3422758	9.17375419212391e-17	8.64353246668872e-16	-0.75134673009011
tim	chr2L_-_3500791_3501170	chr2L	-	3500791	3501170	1.77134815980911e-05	5.45920192018377e-05	-0.389656035609258
tim	chr2L_-_3504578_3506556	chr2L	-	3504578	3506556	0.000189277371843565	0.000505125688804427	-0.355536079613515
CG17593	chr2L_+_3515277_3515718	chr2L	+	3515277	3515718	2.55498201569613e-24	3.73786631653084e-23	-0.117317153213425
Nos	chr2L_-_10826085_10826538	chr2L	-	10826085	10826538	1.08838366340052e-15	9.52811898303341e-15	-0.818750098781202
CG2818	chr2L_+_3713736_3714090	chr2L	+	3713736	3714090	7.8974540580351e-17	7.47744121349261e-16	-0.320450760243877
Shaw	chr2L_+_3718485_3720873	chr2L	+	3718485	3720873	4.43747323241145e-29	8.08510787725052e-28	-0.701846366523906
CG43707	chr2L_+_3763205_3763647	chr2L	+	3763205	3763647	1.86381028312093e-07	7.39732992133419e-07	-0.54718660968661
bowl	chr2L_+_3771784_3772459	chr2L	+	3771784	3772459	0.0117260196615127	0.0234104756814169	-0.194646689363041
bark	chr2L_+_3787318_3790536	chr2L	+	3787318	3790536	3.77521570966597e-05	0.000111179205065492	-0.317533882558933
CG31957	chr2L_-_3871869_3872171	chr2L	-	3871869	3872171	6.15086255455158e-09	2.89567606865763e-08	-0.0565839813131936
capu	chr2L_-_3875302_3878893	chr2L	-	3875302	3878893	1.81963514421091e-25	2.80945696386132e-24	-0.150875635987232
capu	chr2L_-_3883534_3884034	chr2L	-	3883534	3884034	3.66302596436828e-05	0.000108064326837626	-0.196984671917767
capu	chr2L_-_3887799_3889429	chr2L	-	3887799	3889429	3.83519976467473e-35	8.88405147560598e-34	0.606807908750828
NONE	chr2L_+_3944925_3946040	chr2L	+	3944925	3946040	3.87412556950739e-07	1.4794146393231e-06	-0.541138125440451
CG4213	chr2L_-_398866_399846	chr2L	-	398866	399846	9.38996270954031e-24	1.33615041284829e-22	-0.327980627097066
Naprt	chr2L_-_4192968_4193308	chr2L	-	4192968	4193308	1.3325693149061e-05	4.17618174080452e-05	-0.387773602059316
Naprt	chr2L_-_4193679_4194816	chr2L	-	4193679	4194816	3.54789914971775e-06	1.20142170979744e-05	-0.306162464985994
Naprt	chr2L_-_4195100_4195537	chr2L	-	4195100	4195537	3.28712441892031e-05	9.7606718112996e-05	-0.271562038701949
Naprt	chr2L_-_4195904_4196473	chr2L	-	4195904	4196473	1.46685639247131e-06	5.21221854186366e-06	-0.326657736493802
Naprt	chr2L_-_4196779_4197963	chr2L	-	4196779	4197963	0.000173514389280254	0.000465664864335376	-0.321022473461498
ft	chr2L_-_4208240_4208537	chr2L	-	4208240	4208537	3.35912970470273e-05	9.96334161791434e-05	-0.75
ft	chr2L_-_4209765_4212415	chr2L	-	4209765	4212415	1.42791403854188e-08	6.45485003823164e-08	-0.572767827427648
lncRNA:CR44059	chr2L_-_4246783_4249179	chr2L	-	4246783	4249179	5.75206347006486e-16	5.13006176847678e-15	-0.625152895468732
tutl	chr2L_+_4308859_4314200	chr2L	+	4308859	4314200	0.00203313342119173	0.0046387503152809	0.251057142944367
tutl	chr2L_+_4318977_4319328	chr2L	+	4318977	4319328	9.83849248952361e-16	8.639948987301e-15	-0.685711218464842
bdl	chr2L_+_4329920_4330311	chr2L	+	4329920	4330311	6.8067574798284e-10	3.55117041825604e-09	-0.223177215061281
NONE	chr2L_+_4347359_4348223	chr2L	+	4347359	4348223	1.10524924068944e-16	1.03631784880059e-15	-0.355101698081732
Traf4	chr2L_+_4372539_4378904	chr2L	+	4372539	4378904	9.59037635095259e-09	4.42050906074064e-08	-0.673639198887053
Tps1	chr2L_+_4388858_4390163	chr2L	+	4388858	4390163	7.61941970234125e-20	8.70867348642445e-19	-0.231594890178011
CG15439	chr2L_-_4450363_4450771	chr2L	-	4450363	4450771	9.03837479344226e-12	5.66041871585109e-11	-0.443509601789659
ine	chr2L_-_4469965_4470992	chr2L	-	4469965	4470992	4.62250240337129e-15	3.84932295597153e-14	-0.797176730079956
ine	chr2L_-_4471128_4471978	chr2L	-	4471128	4471978	1.10454903125997e-12	7.51980596783933e-12	-0.767707689136261
ine	chr2L_-_4472158_4473683	chr2L	-	4472158	4473683	7.48142648082711e-15	6.12277786198187e-14	-0.770426786386831
ine	chr2L_-_4473976_4474330	chr2L	-	4473976	4474330	7.7231479861388e-19	8.34393931044375e-18	-0.849155846301252
