Gene	AS_event_ID	chromosome	strand	common_5_SS_coor	A3SS_coordinates	pvalue	qvalue	deltaPSI_control-KD
HP1Lcsd	chr2R_-_23309715_23313301_23313800	chr2R	-	23313800	23309715;23313301	7.12820869940372e-28	1.22807086870363e-26	-0.794066666666667;0.794066666666667
CG30416	chr2R_-_23322056_23322064_23322073_23322139	chr2R	-	23322139	23322056;23322064;23322073	2.68047763537663e-41	7.602693347096e-40	-0.131533333333333;0.212133333333333;-0.0806333333333333
CG30416	chr2R_-_23322901_23322913_23323246	chr2R	-	23323246	23322901;23322913	0.00601862550459317	0.0126679292908657	0.187066666666667;-0.187066666666667
CG3500	chr2R_-_23346470_23356670_23356854	chr2R	-	23356854	23346470;23356670	1.02796613604196e-16	9.65753528281504e-16	-0.0806;0.0805999999999999
wmd	chr2R_-_23543871_23545991_23547488	chr2R	-	23547488	23543871;23545991	7.02952942180142e-08	2.93644182784571e-07	-0.0124333333333333;0.0124333333333334
pita	chr2R_-_23549855_23549891_23549946	chr2R	-	23549946	23549855;23549891	0.0162919655655537	0.0316468942521436	-0.0155;0.0155
CG42559	chr2R_-_23599956_23599984_23599993_23600045	chr2R	-	23600045	23599956;23599984;23599993	3.3364579743593e-43	1.00236670231781e-41	-0.0201333333333332;-0.0197;0.0398666666666667
CG10332	chr2R_-_23601592_23601617_23601620_23601672	chr2R	-	23601672	23601592;23601617;23601620	3.98209235067504e-81	2.65839505392895e-79	-0.142466666666667;0.0113666666666667;0.131133333333333
CG30183	chr2R_-_23693731_23693754_23695278	chr2R	-	23695278	23693731;23693754	2.59301731487146e-13	1.8679125334077e-12	0.0637666666666666;-0.0637666666666667
Orcokinin	chr2R_-_23947652_23948195_23948350	chr2R	-	23948350	23947652;23948195	1.02546737709444e-20	1.23459955260994e-19	-0.436966666666667;0.436966666666667
CG3860	chr2R_-_23992858_23992877_23992926	chr2R	-	23992926	23992858;23992877	0.0357908955895189	0.0646824067939027	-0.0111333333333332;0.0111333333333333
CG3860	chr2R_-_23994660_23994744_23994761_23994826	chr2R	-	23994826	23994660;23994744;23994761	4.07802693424055e-10	2.1763675357936e-09	-0.0369;0.0336666666666667;0.00316666666666666
Vha68-1	chr2L_-_13001491_13001504_13001558	chr2L	-	13001558	13001491;13001504	0.00166371719423136	0.00384787553026361	-0.00893333333333333;0.00893333333333313
yki	chr2R_-_24067254_24067363_24067463	chr2R	-	24067463	24067254;24067363	1.5035968132405e-252	4.87779080474919e-250	0.551833333333333;-0.551833333333333
CG4049	chr2R_-_24109069_24109103_24109167	chr2R	-	24109167	24109069;24109103	4.49058822560255e-12	2.89179651560858e-11	-0.108333333333333;0.108333333333333
Naa35	chr2R_-_24137335_24137349_24137397	chr2R	-	24137397	24137335;24137349	0.0280303297971201	0.0518647564259133	-0.0145999999999999;0.0146
DnaJ-60	chr2R_-_24159219_24159244_24159297	chr2R	-	24159297	24159219;24159244	0.0268786354926041	0.0499385094947393	0.107;-0.107
A16	chr2L_-_13019926_13019957_13020229	chr2L	-	13020229	13019926;13019957	0.000155444132474923	0.000420235820185424	0.00696666666666657;-0.00696666666666667
Prosalpha4T2	chr2R_-_24501976_24502021_24502046_24502084	chr2R	-	24502084	24501976;24502021;24502046	2.38709177236293e-08	1.05195569652948e-07	-0.0081;0.00836666666666674;-0.000266666666666666
CG9932	chr2L_-_13028539_13028551_13028866	chr2L	-	13028866	13028539;13028551	0.0201471227443212	0.0384003193217901	0.1016;-0.1016
Eps-15	chr2R_-_24769683_24770061_24771723	chr2R	-	24771723	24769683;24770061	5.90827352245968e-22	7.6335342112993e-21	-0.189266666666667;0.189266666666667
CG30424	chr2R_-_24966153_24966293_24967049	chr2R	-	24967049	24966153;24966293	0.00303910110624178	0.0067242914468732	0.157533333333333;-0.157533333333333
gol	chr2R_-_25075640_25075722_25077172	chr2R	-	25077172	25075640;25075722	6.68399904403862e-06	2.18269719067871e-05	-0.132433333333333;0.132433333333333
CG43106	chr2R_-_25139377_25139388_25139439	chr2R	-	25139439	25139377;25139388	0.000123193982877884	0.000337908354738326	0.0259666666666667;-0.0259666666666665
DnaJ-H	chr2L_-_13164740_13164762_13164823	chr2L	-	13164823	13164740;13164762	3.79694327146067e-06	1.28165984519324e-05	0.0221;-0.0221
NONE	chr2R_-_3335964_3336016_3336097	chr2R	-	3336097	3335964;3336016	1.89654253416014e-10	1.04525372180864e-09	0.597066666666667;-0.597066666666667
uex	chr2R_-_3933198_3933226_3933273	chr2R	-	3933273	3933198;3933226	2.93628389128502e-06	1.00503987995023e-05	-0.0374;0.0374000000000001
RNASEK	chr2R_-_3938885_4187692_4187758	chr2R	-	4187758	3938885;4187692	2.34896634087584e-06	8.13312327479033e-06	-0.0103333333333333;0.0103333333333334
RNASEK	chr2R_-_4187847_4187879_4187944	chr2R	-	4187944	4187847;4187879	8.93194454247129e-11	5.08937276574842e-10	-0.0319666666666667;0.0319666666666667
CG16974	chr2L_-_13187325_13187349_13187571	chr2L	-	13187571	13187325;13187349	1.71466878186616e-07	6.83809497757007e-07	0.0454666666666667;-0.0454666666666667
Nipped-B	chr2R_-_4712029_4712045_4712099	chr2R	-	4712099	4712029;4712045	0.00135172006161245	0.00316907750924829	-0.0125666666666667;0.0125666666666666
Nipped-B	chr2R_-_4727176_4727734_4727792	chr2R	-	4727792	4727176;4727734	0.00404025924023667	0.00876963857239641	-0.00856666666666667;0.00856666666666672
CG16972	chr2L_-_13200631_13200654_13200709	chr2L	-	13200709	13200631;13200654	1.66518001818844e-06	5.87475806076572e-06	-0.00323333333333333;0.00323333333333342
chico	chr2L_-_10244545_10245103_10245218	chr2L	-	10245218	10244545;10245103	0.000245238590228105	0.000644088957122809	-0.0416;0.0416000000000001
CG10465	chr2R_-_5340116_5340512_5340560	chr2R	-	5340560	5340116;5340512	2.70537905966211e-10	1.46913019469159e-09	-0.0188666666666667;0.0188666666666667
CG30440	chr2R_-_5484370_5484425_5484475	chr2R	-	5484475	5484370;5484425	6.3629071601454e-11	3.67383545870951e-10	-0.1803;0.1803
CG31848	chr2L_-_13218520_13265275_13265346	chr2L	-	13265346	13218520;13265275	0.000288546888224598	0.000750312116343086	-0.377866666666667;0.377866666666667
hrm	chr2R_-_5643718_5643738_5643815	chr2R	-	5643815	5643718;5643738	3.38110292619698e-06	1.14822823612753e-05	0.0687666666666666;-0.0687666666666667
Not3	chr2R_-_5657279_5657309_5657370	chr2R	-	5657370	5657279;5657309	7.48865178106169e-13	5.18096974890355e-12	-0.0785333333333333;0.0785333333333333
Not3	chr2R_-_5657575_5657581_5657641	chr2R	-	5657641	5657575;5657581	0.00010881191920768	0.000300609605281983	-0.0562333333333333;0.0562333333333332
ap	chr2R_-_5709054_5709099_5712410_5716579_5716647	chr2R	-	5716647	5709054;5709099;5712410;5716579	1.27942419333616e-12	8.66008434876248e-12	-0.1859;0.283433333333333;0.0482333333333333;-0.1458
mle	chr2R_-_5980542_5980559_5980617	chr2R	-	5980617	5980542;5980559	1.4725511078529e-10	8.20905785348037e-10	-0.206666666666667;0.206666666666667
Ars2	chr2R_-_6081034_6081415_6081734	chr2R	-	6081734	6081034;6081415	5.76342118545576e-17	5.50205584195945e-16	-0.2934;0.2934
Ars2	chr2R_-_6085019_6085031_6085084	chr2R	-	6085084	6085019;6085031	5.73638941209959e-11	3.3267291534015e-10	-0.141833333333333;0.141833333333333
Ars2	chr2R_-_6085230_6085428_6085548	chr2R	-	6085548	6085230;6085428	0.0294522169077987	0.0542186988148509	0.0523666666666667;-0.0523666666666667
CG31730	chr2L_-_13259514_13259521_13259533_13259580_13259641	chr2L	-	13259641	13259514;13259521;13259533;13259580	7.15952708027341e-05	0.000202862011489619	0.0405666666666667;0.0115;-0.1564;0.104333333333333
CG15233	chr2R_-_6600858_6600872_6600925	chr2R	-	6600925	6600858;6600872	0.0108040053128243	0.0217087670796895	-0.260166666666667;0.260166666666666
chk	chr2R_-_6701371_6701754_6701811	chr2R	-	6701811	6701371;6701754	0.00134244022309003	0.00314880179817606	0.0571333333333333;-0.0571333333333333
coro	chr2R_-_6863533_6863554_6863678_6864276	chr2R	-	6864276	6863533;6863554;6863678	4.92143407071338e-08	2.08994046689584e-07	0.0557666666666669;-0.0450333333333333;-0.0107333333333333
mim	chr2R_-_6933441_6934180_6934804	chr2R	-	6934804	6933441;6934180	8.59475767890211e-05	0.000240753512144274	-0.0626666666666667;0.0626666666666666
Tsp42Eq	chr2R_-_7061812_7062528_7062582	chr2R	-	7062582	7061812;7062528	9.21294163398731e-11	5.24280143963707e-10	-0.114666666666667;0.114666666666667
Dhx15	chr2R_+_7387255_7387383_7387525	chr2R	+	7387255	7387383;7387525	0.0107896366869636	0.0216838549592449	-0.1825;0.1825
CG11125	chr2R_+_7448619_7448757_7448781	chr2R	+	7448619	7448757;7448781	9.35539036801791e-302	4.15658250810595e-299	-0.477766666666667;0.477766666666667
loqs	chr2L_+_13382787_13382894_13382932	chr2L	+	13382787	13382894;13382932	2.85343278364774e-62	1.36620986532724e-60	0.0944333333333334;-0.0944333333333333
PIG-G	chr2R_+_7520898_7520949_7535330	chr2R	+	7520898	7520949;7535330	2.75838967476291e-118	2.98732975344649e-116	0.572133333333333;-0.572133333333333
Vps13	chr2R_+_7567364_7568843_7568877	chr2R	+	7567364	7568843;7568877	7.16783383944297e-13	4.9659030528139e-12	-0.0582333333333333;0.0582333333333332
CG30491	chr2R_+_7655891_7655942_7655949	chr2R	+	7655891	7655942;7655949	0.0226302287678329	0.0427014891160734	-0.00796666666666646;0.00796666666666667
CG2065	chr2R_+_7663934_7664006_7664031	chr2R	+	7663934	7664006;7664031	8.56832445133348e-11	4.88919419793225e-10	-0.0754333333333333;0.0754333333333334
CG7110	chr2L_+_13399651_13402919_13403222	chr2L	+	13399651	13402919;13403222	2.78014227468217e-07	1.08107492154367e-06	-0.2245;0.2245
CG2906	chr2R_+_7956289_7956634_7959729	chr2R	+	7956289	7956634;7959729	1.15231492062625e-11	7.14399297124606e-11	0.381733333333333;-0.381733333333333
nito	chr2R_+_7962603_7962746_7962767	chr2R	+	7962603	7962746;7962767	1.24320278017502e-21	1.57913133750296e-20	-0.4817;0.4817
Cdlc2	chr2L_+_1344515_1344556_1344560_1344568_1344579	chr2L	+	1344515	1344556;1344560;1344568;1344579	0.00167686598306309	0.0038763436369076	0.000333333333333333;0.0239;-0.00990000000000002;-0.0143333333333334
lig	chr2R_+_8073700_8073972_8131581	chr2R	+	8073700	8073972;8131581	0.00139310993237275	0.0032587825073166	0.0143000000000001;-0.0143
sut3	chr2R_+_8090448_8090503_8090522	chr2R	+	8090448	8090503;8090522	0.000117253990788397	0.000322468760825668	0.0466333333333334;-0.0466333333333333
sand	chr2R_+_8096430_8096497_8096533	chr2R	+	8096430	8096497;8096533	3.16957037559388e-06	1.08034073383833e-05	-0.249;0.249
LRP1	chr2R_+_8221556_8221607_8221644	chr2R	+	8221556	8221607;8221644	0.000606982693837011	0.00150398995654678	-0.0542666666666667;0.0542666666666666
Acsl	chr2R_+_8676607_8677063_8678428	chr2R	+	8676607	8677063;8678428	2.058627789247e-08	9.13849838776322e-08	0.0267666666666667;-0.0267666666666665
Acsl	chr2R_+_8677270_8677309_8677325	chr2R	+	8677270	8677309;8677325	0.000343266897967566	0.000882559404263387	0.126833333333333;-0.126833333333333
sns	chr2R_+_8813106_8819579_8823667	chr2R	+	8813106	8819579;8823667	0.00341952039079439	0.00750967495377331	Inf;Inf
sns	chr2R_+_8829943_8830438_8831325	chr2R	+	8829943	8830438;8831325	0.000774307367579774	0.00188759685845743	0.111533333333333;-0.111533333333333
RyR	chr2R_+_8878617_8879150_8879187_8879216	chr2R	+	8878617	8879150;8879187;8879216	1.91381394932064e-11	1.16025883060263e-10	-0.142266666666667;-0.198366666666667;0.3406
RyR	chr2R_+_8879355_8879507_8879519	chr2R	+	8879355	8879507;8879519	0.00237730433623312	0.00536149866097352	-0.118966666666667;0.118966666666667
Sec31	chr2R_+_8898173_8898249_8910485	chr2R	+	8898173	8898249;8910485	1.46462417637364e-13	1.07879829670349e-12	0.0711333333333333;-0.0711333333333333
CNT2	chr2R_+_9080169_9080226_9080229	chr2R	+	9080169	9080226;9080229	0.032624381890688	0.0595046678830317	0.694033333333333;-0.694033333333333
CNT1	chr2R_+_9082618_9082668_9082673_9082683	chr2R	+	9082618	9082668;9082673;9082683	4.78458573066928e-32	9.86456222759e-31	0.112;-0.087;-0.0249666666666667
Uhg4	chr2R_+_9095958_9096059_9096148	chr2R	+	9095958	9096059;9096148	1.37109004167985e-06	4.88758940828957e-06	-0.288933333333333;0.288933333333333
Cyp4p3	chr2R_+_9242841_9242896_9242961	chr2R	+	9242841	9242896;9242961	1.18022388160501e-27	2.01729449698852e-26	0.1679;-0.1679
CG18507	chr2L_+_13669385_13669543_13670436	chr2L	+	13669385	13669543;13670436	1.40930632819465e-07	5.67802530448168e-07	0.1597;-0.1597
Gpo3	chr2L_+_13708895_13708947_13708966_13708969	chr2L	+	13708895	13708947;13708966;13708969	0.00121709717681076	0.00287520110831678	-0.0146333333333334;0.00613333333333333;0.00853333333333333
Sting	chr2R_+_9843903_9843958_9843979	chr2R	+	9843903	9843958;9843979	0.0189715150006394	0.036350424852697	0.0543666666666667;-0.0543666666666667
CG9205	chr3L_+_1035461_1035544_1035558	chr3L	+	1035461	1035544;1035558	0.000441999741008445	0.0011181611781658	-0.0310333333333333;0.0310333333333335
CG34238	chr3L_+_10626678_10626744_10626749	chr3L	+	10626678	10626744;10626749	2.52680052719915e-05	7.62340392296798e-05	0.0900999999999998;-0.0901
Eato	chr2L_+_13784594_13784755_13784784	chr2L	+	13784594	13784755;13784784	1.26758027785524e-10	7.11827229043341e-10	-0.043;0.0429999999999999
Eato	chr2L_+_13784986_13785049_13785108	chr2L	+	13784986	13785049;13785108	9.62545008726092e-12	6.0130797401157e-11	0.0378666666666667;-0.0378666666666667
Eato	chr2L_+_13785975_13786208_13786278	chr2L	+	13785975	13786208;13786278	1.5335306542969e-09	7.70232514837563e-09	-0.0460666666666667;0.0460666666666667
simj	chr3L_+_10687339_10687403_10687418	chr3L	+	10687339	10687403;10687418	0.00139055405937579	0.00325306972480194	0.00596666666666645;-0.00596666666666667
simj	chr3L_+_10688597_10688677_10688689	chr3L	+	10688597	10688677;10688689	0.00342544365283618	0.00752164398798758	0.00983333333333347;-0.00983333333333333
CG32081	chr3L_+_11027922_11027982_11028000_11032051	chr3L	+	11027922	11027982;11028000;11032051	3.28592221951318e-24	4.78178391224122e-23	0.00670000000000004;-0.00333333333333333;-0.00336666666666667
Mocs1	chr3L_+_11072410_11072468_11072560	chr3L	+	11072410	11072468;11072560	1.10388605829295e-05	3.49634384298131e-05	0.2613;-0.2613
APP-BP1	chr3L_+_11100387_11100445_11132646	chr3L	+	11100387	11100445;11132646	1.24912545821853e-06	4.47567833486714e-06	0.00459999999999994;-0.0046
Adck5	chr3L_+_11170149_11170208_11170220	chr3L	+	11170149	11170208;11170220	7.47256224508703e-38	1.90800400683764e-36	0.0697999999999999;-0.0698
CG42671	chr3L_+_11217282_11222613_11222616	chr3L	+	11217282	11222613;11222616	3.503275098069e-09	1.69116125195756e-08	-0.224833333333333;0.224833333333333
CG7573	chr3L_+_11312054_11312110_11312126	chr3L	+	11312054	11312110;11312126	7.43903965589847e-18	7.53137618945198e-17	-0.4729;0.4729
Vha16-3	chr3L_+_11473345_11473393_11473416	chr3L	+	11473345	11473393;11473416	2.10963832046885e-11	1.27417273896887e-10	-0.0222333333333333;0.0222333333333333
CG7264	chr3L_+_11829560_11829615_11829625	chr3L	+	11829560	11829615;11829625	6.2475908783157e-10	3.27101680298392e-09	0.0134333333333333;-0.0134333333333333
byn	chr3L_+_11935349_11935394_11935426	chr3L	+	11935349	11935394;11935426	0.00540733582058982	0.0114722252318908	-0.220666666666667;0.220666666666667
CG6928	chr3L_+_12007400_12007492_12007567_12007614	chr3L	+	12007400	12007492;12007567;12007614	4.00569264261183e-08	1.71788846255169e-07	-0.1221;-0.101633333333333;0.223766666666667
vers	chr3L_+_12117371_12117435_12117451	chr3L	+	12117371	12117435;12117451	4.79791484617559e-05	0.000139284691778427	0.0445;-0.0445
Atg12	chr3L_+_12137091_12137157_12137204	chr3L	+	12137091	12137157;12137204	7.76378059544539e-18	7.85181328366181e-17	0.0938666666666667;-0.0938666666666667
CG10418	chr3L_+_12336717_12336777_12336798	chr3L	+	12336717	12336777;12336798	3.38297929490055e-20	3.94894378137771e-19	0.0737666666666666;-0.0737666666666667
CG10616	chr3L_+_12472637_12472705_12472720_12472726	chr3L	+	12472637	12472705;12472720;12472726	0.00665704575691102	0.0139058461944679	0.00269999999999992;-0.0017;-0.001
CG10616	chr3L_+_12472832_12472924_12473183	chr3L	+	12472832	12472924;12473183	0.00019467445244317	0.000518687137802955	-0.00236666666666667;0.00236666666666652
tral	chr3L_+_12517059_12517414_12517426	chr3L	+	12517059	12517414;12517426	5.14222477113068e-09	2.44131958803026e-08	-0.2189;0.2189
Vps13D	chr3L_+_12761152_12761203_12761733	chr3L	+	12761152	12761203;12761733	4.14670994911617e-20	4.81451803408826e-19	0.244733333333333;-0.244733333333333
CG17666	chr3L_+_12781517_12781573_12781591	chr3L	+	12781517	12781573;12781591	2.75943957554838e-45	8.80411381436784e-44	0.0707666666666668;-0.0707666666666667
CG17666	chr3L_+_12783269_12783362_12783386	chr3L	+	12783269	12783362;12783386	1.65981618806539e-18	1.75402528534043e-17	-0.0274333333333333;0.0274333333333334
Sap130	chr3L_+_12806337_12806977_12807091	chr3L	+	12806337	12806977;12807091	8.82152355250025e-09	4.07939504643274e-08	-0.282666666666667;0.282666666666667
Sap130	chr3L_+_12811588_12811646_12811676	chr3L	+	12811588	12811646;12811676	7.70487796607028e-33	1.64324785530393e-31	-0.289466666666667;0.289466666666667
CG42588	chr3L_+_12818525_12818580_12818599	chr3L	+	12818525	12818580;12818599	2.17064508436769e-06	7.54491528827179e-06	-0.188666666666667;0.188666666666667
RpS12	chr3L_+_13023393_13023481_13023486	chr3L	+	13023393	13023481;13023486	0.00202243767106081	0.00461648221735372	0.0163666666666668;-0.0163666666666667
CG17672	chr3L_+_13035768_13035878_13035916	chr3L	+	13035768	13035878;13035916	3.11991436413672e-06	1.06428397426475e-05	-0.0935;0.0934999999999998
cmb	chr3L_+_13445898_13445970_13446007_13446010	chr3L	+	13445898	13445970;13446007;13446010	0.00283880294267416	0.00631647672816363	-0.00906666666666667;-0.0369333333333333;0.0459999999999999
Spt20	chr3L_+_13508545_13508874_13509048	chr3L	+	13508545	13508874;13509048	0.000712980881847151	0.00174753545341844	-0.0872666666666667;0.0872666666666666
NONE	chr3L_+_13599107_13599202_13599215	chr3L	+	13599107	13599202;13599215	0.0168001643604135	0.0325562635664698	-Inf;-Inf
Hml	chr3L_+_13847186_13847246_13847249	chr3L	+	13847186	13847246;13847249	0.0436476651910274	0.0772622161676933	-0.0764999999999999;0.0765
Hml	chr3L_+_13847977_13848079_13848129	chr3L	+	13847977	13848079;13848129	0.0177728714836321	0.0342611648197692	0.0972333333333334;-0.0972333333333333
CG32320	chr3L_+_1399055_1399104_1400069	chr3L	+	1399055	1399104;1400069	4.54376531239928e-47	1.52988759861871e-45	0.823566666666667;-0.823566666666667
upSET	chr3L_+_14010895_14010959_14010994	chr3L	+	14010895	14010959;14010994	0.00190913361514368	0.00437558340169039	-0.00703333333333334;0.00703333333333334
Mob3	chr2L_+_10265561_10265619_10265627	chr2L	+	10265561	10265619;10265627	3.38237789953931e-10	1.81943341788123e-09	0.140766666666667;-0.140766666666667
lncRNA:CR44560	chr3L_+_14246719_14246785_14249963_14272209	chr3L	+	14246719	14246785;14249963;14272209	6.44182049375802e-47	2.15829650379156e-45	0.858433333333333;-0.0937333333333333;-0.7647
CG42758	chr3L_+_14567483_14567525_14567545_14567559_14567609_14567629	chr3L	+	14567483	14567525;14567545;14567559;14567609;14567629	1.25082172496735e-60	5.7669210203264e-59	-0.000933333333333334;0.1412;-0.103;-0.0224666666666667;-0.0147333333333333
CG17839	chr3L_+_14877680_14878082_14878881	chr3L	+	14877680	14878082;14878881	2.03718265932536e-06	7.1039706521163e-06	0.0353333333333334;-0.0353333333333333
CG17839	chr3L_+_14879561_14880049_14880204	chr3L	+	14879561	14880049;14880204	9.0028622866674e-09	4.16056300733206e-08	-0.0422666666666667;0.0422666666666668
CG33090	chr2L_+_14341576_14342776_14342782_14342851	chr2L	+	14341576	14342776;14342782;14342851	4.28310110971389e-44	1.32173765565166e-42	-0.233933333333333;-0.0437333333333333;0.277666666666667
Rab14	chr2L_+_14357700_14357753_14357777_14357813	chr2L	+	14357700	14357753;14357777;14357813	3.49829403718171e-142	5.01985895822833e-140	0.1659;-0.1546;-0.0113
Cep135	chr3L_+_15117095_15117440_15117472	chr3L	+	15117095	15117440;15117472	1.80163835289656e-17	1.78102259064949e-16	-0.0872;0.0871999999999998
Cep135	chr3L_+_15126647_15126701_15126719	chr3L	+	15126647	15126701;15126719	3.18660101425252e-15	2.68770125871373e-14	0.230533333333333;-0.230533333333333
Cep135	chr3L_+_15127651_15127743_15151466	chr3L	+	15127651	15127743;15151466	7.33862080918728e-07	2.70695487287758e-06	0.0448666666666666;-0.0448666666666667
Best4	chr3L_+_15299236_15299283_15299293	chr3L	+	15299236	15299283;15299293	2.14787076693287e-13	1.55989128077813e-12	0.213966666666667;-0.213966666666667
CG7255	chr3L_+_15308835_15308919_15310956	chr3L	+	15308835	15308919;15310956	5.72273010331183e-15	4.72645571816305e-14	-0.429833333333333;0.429833333333333
pns	chr3L_+_1537242_1537505_1537522_1537554	chr3L	+	1537242	1537505;1537522;1537554	7.63448973483824e-63	3.6949277382439e-61	-0.0254333333333333;0.307266666666667;-0.281833333333333
CG6244	chr3L_+_15808533_15808585_15809539	chr3L	+	15808533	15808585;15809539	5.56348132739993e-38	1.42666049941413e-36	0.347266666666667;-0.347266666666667
CG33791	chr3L_+_1605661_1605719_1605723	chr3L	+	1605661	1605719;1605723	7.42239156716227e-05	0.000209820993596669	0.00349999999999995;-0.0035
CG5027	chr3L_+_16229643_16229699_16229732	chr3L	+	16229643	16229699;16229732	4.26045467867159e-05	0.000124615163589604	0.045;-0.045
Hsc20	chr3L_+_16233417_16233468_16233488_16233513	chr3L	+	16233417	16233468;16233488;16233513	1.96812811880931e-10	1.08324657095886e-09	0.142733333333333;-0.0857;-0.057
NONE	chr3L_+_1628651_1632222_1632256_1637699	chr3L	+	1628651	1632222;1632256;1637699	1.14330879852634e-40	3.18594331812177e-39	-1;0.105733333333333;0.894266666666667
TMS1	chr3L_+_16414493_16414792_16414801_16414813_16414819	chr3L	+	16414493	16414792;16414801;16414813;16414819	3.35325136182111e-39	8.91524907689231e-38	-0.2489;0.114333333333333;0.131666666666667;0.003
Arts	chr3L_+_16605187_16605271_16605712	chr3L	+	16605187	16605271;16605712	1.28454181000507e-06	4.59590080294517e-06	-0.101233333333333;0.101233333333333
CG13032	chr3L_+_16675975_16676032_16676048	chr3L	+	16675975	16676032;16676048	6.12133602535505e-21	7.47220833729859e-20	0.0194999999999999;-0.0195
CG9692	chr3L_+_16705046_16705108_16705112	chr3L	+	16705046	16705108;16705112	1.1432745678165e-07	4.65271186124195e-07	-0.1327;0.1327
Dab	chr3L_+_16716837_16718245_16734420	chr3L	+	16716837	16718245;16734420	0.0146231839054822	0.0286668841810318	0.1208;-0.1208
CG9701	chr3L_+_16738118_16738709_16773712	chr3L	+	16738118	16738709;16773712	2.99271276087946e-05	8.9372825621521e-05	0.369033333333333;-0.369033333333333
TSG101	chr3L_+_16843378_16843487_16843508_16843522_16843568	chr3L	+	16843378	16843487;16843508;16843522;16843568	1.29340524834566e-80	8.57062197542025e-79	-0.0446666666666667;0.0536333333333334;-0.0096;0.000633333333333333
Nc73EF	chr3L_+_16959884_16960536_16961498	chr3L	+	16959884	16960536;16961498	0.00398614157818476	0.00865966165671674	0.0742;-0.0742
lncRNA:CR43870	chr3L_+_17246032_17252328_17263836	chr3L	+	17246032	17252328;17263836	1.02469614883133e-06	3.71056823520315e-06	-0.0832;0.0831999999999999
CG7692	chr3L_+_17354043_17354104_17354131	chr3L	+	17354043	17354104;17354131	0.0369404353987956	0.0665388284531733	0.00846666666666662;-0.00846666666666667
CG7692	chr3L_+_17355571_17355662_17355665	chr3L	+	17355571	17355662;17355665	0.0243566882055306	0.0456626861322225	0.0166666666666668;-0.0166666666666667
CG33308	chr2L_+_14802816_14802865_14802886	chr2L	+	14802816	14802865;14802886	0.00294157802309661	0.0065246580302996	0.158966666666667;-0.158966666666667
qjt	chr3L_+_17479251_17479306_17479311_17479327_17479403	chr3L	+	17479251	17479306;17479311;17479327;17479403	1.30512428279396e-140	1.84867624152114e-138	0.6073;-0.123066666666667;-0.408;-0.0762
Nedd4	chr3L_+_17541026_17541299_17541308	chr3L	+	17541026	17541299;17541308	0.00761293420865494	0.0157368700341256	0.0126999999999998;-0.0127
CG32181	chr3L_+_17759882_17759931_17759966	chr3L	+	17759882	17759931;17759966	2.77721925038214e-50	1.02507764405746e-48	0.0917666666666667;-0.0917666666666668
CG32181	chr3L_+_17760346_17760399_17760447_17760515	chr3L	+	17760346	17760399;17760447;17760515	1.12927509907513e-23	1.59911524076101e-22	0.0409999999999998;-0.0226666666666667;-0.0183
CG32181	chr3L_+_17760574_17760626_17760640	chr3L	+	17760574	17760626;17760640	1.67287053462449e-15	1.44268822813622e-14	0.0154666666666666;-0.0154666666666667
NONE	chr3L_+_18495886_18496553_18497257	chr3L	+	18495886	18496553;18497257	0.029596845668349	0.0544667240635025	0.456233333333333;-0.456233333333333
CG12024	chr3L_+_1857403_1857463_1857508_1857511	chr3L	+	1857403	1857463;1857508;1857511	7.79674118537057e-07	2.86743696900734e-06	-0.0763333333333335;0.034;0.0423
CG18231	chr3L_+_18607869_18607937_18608002	chr3L	+	18607869	18607937;18608002	0.000344646687414661	0.000885804460562512	Inf;Inf
CG43049	chr3L_+_18925585_18925812_18953596	chr3L	+	18925585	18925812;18953596	3.56287875369299e-23	4.92149933396094e-22	0.355566666666667;-0.355566666666667
CG6836	chr3L_+_18953886_18954203_18954252	chr3L	+	18953886	18954203;18954252	2.98819069634318e-08	1.30082313102982e-07	-0.161066666666667;0.161066666666667
Sfxn2	chr3L_+_19063716_19064268_19064325	chr3L	+	19063716	19064268;19064325	1.39209096597224e-06	4.95899260366656e-06	0.0970333333333333;-0.0970333333333332
MESR6	chr3L_+_19093320_19093397_19093661	chr3L	+	19093320	19093397;19093661	0.000225978580046045	0.00059650539827498	0.110666666666667;-0.110666666666667
CG9666	chr3L_+_19265443_19266592_19266851	chr3L	+	19265443	19266592;19266851	1.0755223063829e-33	2.36720804985174e-32	0.0861000000000002;-0.0861
SREBP	chr3L_+_19794159_19794222_19794897_19794900	chr3L	+	19794159	19794222;19794897;19794900	0.0345559307397192	0.0626404510193253	-0.0326333333333333;0.00766666666666664;0.0249666666666667
Kap-alpha1	chr3L_+_19807319_19807911_19807927	chr3L	+	19807319	19807911;19807927	0.00113376770889903	0.00269200443971139	0.0306333333333333;-0.0306333333333333
Kap-alpha1	chr3L_+_19809574_19809637_19810247_19816358	chr3L	+	19809574	19809637;19810247;19816358	1.3430761615092e-06	4.79440675164709e-06	0.00450000000000006;-0.0022;-0.00226666666666667
Usp32	chr3L_+_19874339_19874506_19874539	chr3L	+	19874339	19874506;19874539	8.51106198132755e-36	2.01861168981539e-34	-0.217666666666667;0.217666666666667
RhoGDI	chr3L_+_19928908_19930722_19930813	chr3L	+	19928908	19930722;19930813	1.06264334194594e-17	1.0655032735643e-16	-0.0969333333333333;0.0969333333333334
