Gene	AS_event_ID	chromosome	strand	common_3_SS_coor	A5SS_coordinates	pvalue	qvalue	deltaPSI_control-KD
Kr	chr2R_+_25221637_25226988_25227360	chr2R	+	25227360	25221637;25226988	0.00128733345563509	0.0112838843666876	-0.504766666666667;0.504766666666667
CG30429	chr2R_+_25247112_25250896_25251886	chr2R	+	25251886	25247112;25250896	9.14090119962059e-09	2.85752133316217e-07	-0.794433333333333;0.794433333333333
CG30428	chr2R_+_25252141_25252170_25253440_25253579	chr2R	+	25253579	25252141;25252170;25253440	3.00413851300194e-09	9.98907154315516e-08	-0.0854333333333333;-0.2446;0.33
CG31729	chr2L_+_13291291_13296745_13297523_13297558_13297617	chr2L	+	13297617	13291291;13296745;13297523;13297558	3.56446142573558e-06	6.88261396004447e-05	0.174466666666667;-0.186633333333333;0.0130666666666667;-0.000866666666666665
vlc	chr2R_+_5702187_5702216_5702293_5702299_5702388_5702447_5702788_5702812_5702865	chr2R	+	5702865	5702187;5702216;5702293;5702299;5702388;5702447;5702788;5702812	1.99381170287956e-05	0.000319651753443189	-0.00403333333333333;-0.0121666666666667;0.0335;-0.0072;-0.0152333333333333;-0.0033;-0.0439333333333333;0.0524666666666667
Gp210	chr2R_+_5768060_5768897_5769341	chr2R	+	5769341	5768060;5768897	2.70783768180567e-05	0.000421196611421012	-0.0204333333333334;0.0204333333333333
bin3	chr2R_+_6214751_6221276_6229657_6233264	chr2R	+	6233264	6214751;6221276;6229657	0.00111807995902336	0.0100780938189448	-0.258033333333333;0.1103;0.147766666666667
Bap170	chr2R_+_6640987_6641229_6641283	chr2R	+	6641283	6640987;6641229	1.66470581905937e-05	0.000271703166977116	-0.0409666666666667;0.0409666666666667
Rab2	chr2R_+_6696929_6697002_6697214_6697414	chr2R	+	6697414	6696929;6697002;6697214	0.0349017150739969	0.147465098456975	-0.00503333333333333;0.0108333333333333;-0.0058
Eb1	chr2R_+_6749389_6749584_6752182_6752231_6752252_6752270_6752383_6752393_6752630	chr2R	+	6752630	6749389;6749584;6752182;6752231;6752252;6752270;6752383;6752393	2.44156372730536e-318	1.56848495405823e-313	-0.0285333333333334;-0.00123333333333333;-0.233066666666667;0.3543;-0.0108666666666667;-0.0482666666666667;-0.00826666666666667;-0.0241333333333333
Eb1	chr2R_+_6755117_6755126_6755183	chr2R	+	6755183	6755117;6755126	0.0191587865944132	0.0955203422283042	0.0051000000000001;-0.0051
Tsp42Ea	chr2R_+_6992777_6993055_6993060_6993119	chr2R	+	6993119	6992777;6993055;6993060	0.00176374697289804	0.0146388720007678	0.0268333333333333;0.0738333333333335;-0.100666666666667
so	chr2R_+_7426239_7433612_7433719	chr2R	+	7433719	7426239;7433612	2.85679192353545e-06	5.64686676799509e-05	-0.399866666666667;0.399866666666667
puml	chr2R_+_7812691_7812992_7813197_7813279	chr2R	+	7813279	7812691;7812992;7813197	2.94203804165991e-05	0.000452693331339579	-0.00403333333333334;-0.120033333333333;0.124033333333333
CG30377	chr2R_+_7859286_7890930_7900945	chr2R	+	7900945	7859286;7890930	0.00209031362334043	0.0167812843635357	Inf;Inf
MFS12	chr2R_+_7923255_7926780_7928027_7928084	chr2R	+	7928084	7923255;7926780;7928027	0.000194300449125817	0.00227737877252328	-0.300766666666667;0.0651666666666667;0.2356
Optix	chr2R_+_8034540_8041116_8041191	chr2R	+	8041191	8034540;8041116	0.0261347691468392	0.12002600119832	-0.0623333333333334;0.0623333333333332
lig	chr2R_+_8067565_8068011_8068080_8068282_8068366_8068834_8069812_8069869	chr2R	+	8069869	8067565;8068011;8068080;8068282;8068366;8068834;8069812	0.0045959611734975	0.0314529819693888	0.102166666666667;0.0129;0.0308;-0.0111666666666667;-0.0587;-0.0886;0.0125333333333333
Acsl	chr2R_+_8674871_8675708_8676334_8676470	chr2R	+	8676470	8674871;8675708;8676334	0.00140365333701211	0.0121394849250128	-0.0852333333333333;0.0770666666666666;0.00816666666666667
NONE	chr2L_+_13742234_13742365_13742884	chr2L	+	13742884	13742234;13742365	0.0232277695972603	0.110164278087678	-0.0367666666666667;0.0367666666666667
sns	chr2R_+_8829064_8829436_8829788	chr2R	+	8829788	8829064;8829436	1.44824966111866e-05	0.000239847915648167	-0.485666666666667;0.485666666666667
lncRNA:CR44846	chr2L_+_13753636_13753650_13753705	chr2L	+	13753705	13753636;13753650	0.00248218332984007	0.0192721705695257	0.1751;-0.1751
PAN2	chr2R_+_8930647_8930650_8930708	chr2R	+	8930708	8930647;8930650	0.0085184227750325	0.0512908334214787	-0.0280333333333333;0.0280333333333335
ana	chr2R_+_9062479_9062492_9069626_9074005_9074069	chr2R	+	9074069	9062479;9062492;9069626;9074005	2.297379498979e-23	3.01811771766687e-21	-0.283466666666667;-0.0372333333333333;0.385033333333333;-0.0642333333333333
ana	chr2R_+_9075088_9075613_9075871	chr2R	+	9075871	9075088;9075613	2.85582866376899e-09	9.52056508506403e-08	0.1565;-0.1565
TER94	chr2R_+_9989303_9990389_9990469	chr2R	+	9990469	9989303;9990389	1.97939611249277e-07	4.8757049717273e-06	-0.0924333333333333;0.0924333333333333
CG34238	chr3L_+_10627032_10627042_10627096	chr3L	+	10627096	10627032;10627042	0.0097143785517672	0.0566350297253904	-0.0203333333333333;0.0203333333333333
CG32079	chr3L_+_11025751_11026616_11026663	chr3L	+	11026663	11025751;11026616	0.00173225628951478	0.0144278330474159	-0.158233333333333;0.158233333333333
Adck5	chr3L_+_11171295_11171299_11171360	chr3L	+	11171360	11171295;11171299	2.68296142248919e-07	6.47955356173414e-06	0.0122666666666665;-0.0122666666666667
CG7394	chr3L_+_11563100_11563234_11563301	chr3L	+	11563301	11563100;11563234	6.3484342073158e-05	0.000876299445449451	-0.0293666666666667;0.0293666666666667
RpL10Ab	chr3L_+_11822890_11822941_11823198	chr3L	+	11823198	11822890;11822941	0.0481556357069165	0.184217602182339	0.00160000000000005;-0.0016
tral	chr3L_+_12518224_12518254_12518436	chr3L	+	12518436	12518224;12518254	0.00237131790100152	0.0185979227007357	-0.0524;0.0524000000000001
tfc	chr3L_+_1262033_1266211_1269069	chr3L	+	1269069	1262033;1266211	6.49776781012002e-05	0.000894797646066281	-0.123;0.123
Ptp69D	chr3L_+_12735249_12735505_12736056	chr3L	+	12736056	12735249;12735505	4.24140031199634e-07	9.89367456219888e-06	0.0697333333333334;-0.0697333333333333
CG32109	chr3L_+_12744928_12745468_12745727	chr3L	+	12745727	12744928;12745468	2.20356734374492e-14	1.36772337902916e-12	-0.346633333333333;0.346633333333333
CG10984	chr3L_+_12748710_12748776_12748788_12749003_12750344_12750602	chr3L	+	12750602	12748710;12748776;12748788;12749003;12750344	0.00717185705986303	0.0448352733926295	0.00496666666666667;0.133866666666667;-0.1859;-0.00603333333333331;0.0530333333333334
CG42709	chr3L_+_12791633_12793096_12793101_12793757_12793814	chr3L	+	12793814	12791633;12793096;12793101;12793757	9.53245926022756e-05	0.00123637132109081	0.0280333333333335;0.0252666666666667;0.0252666666666667;-0.0787
Sap130	chr3L_+_12806054_12806171_12806238	chr3L	+	12806238	12806054;12806171	0.0359382518093499	0.150400206554031	0.101366666666667;-0.101366666666667
wb	chr2L_+_14288958_14309177_14319552	chr2L	+	14319552	14288958;14309177	0.0127307382855841	0.0697730192299648	0.3655;-0.3655
Pdk1	chr3L_+_129888_132530_132809_132935_135384_135456	chr3L	+	135456	129888;132530;132809;132935;135384	1.29698568637784e-06	2.74710377443451e-05	-0.0179333333333333;0.0094;0.0677999999999999;-0.0551333333333333;-0.0042
RpS4	chr3L_+_13040538_13041837_13041980	chr3L	+	13041980	13040538;13041837	0.000171359632113696	0.00204843954719314	-0.0092;0.00919999999999987
ms(2)34Fe	chr2L_+_14332682_14332687_14332761	chr2L	+	14332761	14332682;14332687	2.18501448110868e-12	1.10525602583388e-10	-0.0164333333333333;0.0164333333333333
CG32137	chr3L_+_13941475_13959238_13959527	chr3L	+	13959527	13941475;13959238	8.76056814668775e-05	0.00115042448550975	-0.2964;0.2964
CG32137	chr3L_+_13960687_13960843_13960869_13960921	chr3L	+	13960921	13960687;13960843;13960869	0.00246968512102348	0.0191960123242189	0.2987;-0.1132;-0.1855
CG3919	chr3L_+_14412136_14412184_14412254	chr3L	+	14412254	14412136;14412184	0.000168245886526644	0.00201496718798623	-0.162766666666667;0.162766666666667
NONE	chr3L_+_14456497_14458261_14458313	chr3L	+	14458313	14456497;14458261	0.00199325520095329	0.016177979452235	-0.389966666666667;0.389966666666667
Mpcp2	chr3L_+_14537702_14537834_14537848_14537886_14538002	chr3L	+	14538002	14537702;14537834;14537848;14537886	1.68273281781905e-05	0.000274505939435027	-0.0651666666666667;0.0948999999999999;-0.0257;-0.004
shd	chr3L_+_14619727_14619860_14619916	chr3L	+	14619916	14619727;14619860	0.000265827755299859	0.00297095351917506	-0.3037;0.3037
dlp	chr3L_+_14667741_14669156_14669294	chr3L	+	14669294	14667741;14669156	0.0101075285126129	0.058391883019673	0.0578666666666667;-0.0578666666666667
NONE	chr3L_+_15019820_15020348_15020648	chr3L	+	15020648	15019820;15020348	4.70146831834594e-07	1.08760182297033e-05	-0.528433333333333;0.528433333333333
Pex3	chr3L_+_15144527_15144535_15144549_15144667	chr3L	+	15144667	15144527;15144535;15144549	0.000203366416294584	0.00236632167165013	0.0034;-0.138633333333333;0.135266666666667
Pcyt1	chr3L_+_1551288_1551365_1551413_1551476	chr3L	+	1551476	1551288;1551365;1551413	3.96397293718663e-15	2.66928286643403e-13	-0.1079;0.261533333333333;-0.1536
CrebA	chr3L_+_15548086_15548740_15549547	chr3L	+	15549547	15548086;15548740	0.00300122196060069	0.0224645720172771	0.0515666666666668;-0.0515666666666667
dbo	chr3L_+_15828051_15828244_15828317	chr3L	+	15828317	15828051;15828244	0.0341901881156518	0.145246123180637	0.0357333333333334;-0.0357333333333333
Taf4	chr3L_+_16114720_16114843_16115667	chr3L	+	16115667	16114720;16114843	3.58822590444364e-05	0.000537071808777642	-0.117966666666667;0.117966666666667
mbf1	chr3L_+_16575347_16575647_16575715	chr3L	+	16575715	16575347;16575647	0.00681946820007949	0.0431657756075777	0.00363333333333349;-0.00363333333333333
Apl	chr3L_+_16595599_16595666_16595706_16596085	chr3L	+	16596085	16595599;16595666;16595706	0.00122233082305223	0.0108222966860921	0.00800000000000012;-0.00646666666666667;-0.0016
TSG101	chr3L_+_16842925_16843032_16843101	chr3L	+	16843101	16842925;16843032	3.12041653558695e-05	0.000475696911871479	0.00386666666666667;-0.00386666666666668
SecCl	chr3L_+_17466829_17470780_17472428	chr3L	+	17472428	17466829;17470780	0.00141282715100518	0.0122023507040803	-0.389966666666667;0.389966666666667
CG32181	chr3L_+_17761971_17761975_17762036	chr3L	+	17762036	17761971;17761975	0.00726012640784944	0.0453033298267757	0.00666666666666671;-0.00666666666666667
CG7430	chr3L_+_17845949_17847238_17847545	chr3L	+	17847545	17845949;17847238	0.00382094138244283	0.0271497021465828	-0.00503333333333333;0.00503333333333333
NONE	chr3L_+_18493597_18493777_18495619	chr3L	+	18495619	18493597;18493777	1.79812025182205e-18	1.5910887478967e-16	-0.4361;0.4361
GABA-B-R1	chr2L_+_15030884_15031435_15031936_15032001	chr2L	+	15032001	15030884;15031435;15031936	0.00913707883601648	0.0540841317151511	-0.153833333333333;0.0948666666666667;0.0589666666666667
RpL26	chr3L_+_18898914_18898991_18899139_18899304	chr3L	+	18899304	18898914;18898991;18899139	0.00174401848304766	0.0145107487850621	0.0233666666666667;0.00646666666666667;-0.0297999999999999
CG9666	chr3L_+_19250670_19262109_19264096_19264325	chr3L	+	19264325	19250670;19262109;19264096	4.87985385460399e-05	0.000703515914438095	-0.1166;-0.236833333333333;0.3535
kto	chr3L_+_19842989_19843129_19843192	chr3L	+	19843192	19842989;19843129	0.0233249334751531	0.110543493277559	-0.065;0.0650000000000001
Papss	chr3L_+_19845630_19848398_19858376	chr3L	+	19858376	19845630;19848398	0.0025881677561608	0.019938420053187	0.204966666666667;-0.204966666666667
CG43230	chr2L_+_15215542_15215546_15215612	chr2L	+	15215612	15215542;15215546	0.0171565044139546	0.0878207104737297	-0.1883;0.1883
Tom20	chr3L_+_20000672_20000765_20000876_20000989	chr3L	+	20000989	20000672;20000765;20000876	0.000328860845937931	0.00356382415720287	-0.0625666666666669;0.00943333333333329;0.0531333333333333
Ssk	chr3L_+_20186290_20188033_20188762_20188990	chr3L	+	20188990	20186290;20188033;20188762	0.0376298890147744	0.155159287560855	-0.0540333333333333;0.072;-0.0179333333333331
eRF1	chr3L_+_20348385_20348408_20348421_20348650_20348764_20348824_20348940	chr3L	+	20348940	20348385;20348408;20348421;20348650;20348764;20348824	1.63236134515713e-07	4.09307280149255e-06	-0.0871666666666667;0.0112666666666667;-0.0772666666666667;-0.0332;0.1716;0.0147666666666667
fbl	chr3L_+_20384858_20386854_20388001_20388563_20388567_20388667	chr3L	+	20388667	20384858;20386854;20388001;20388563;20388567	0.00879138132289126	0.0525462530297597	-0.0594666666666667;0.000566666666666674;0.00969999999999999;-0.00456666666666666;0.0537333333333333
Psn	chr3L_+_20434245_20434302_20434344_20434546	chr3L	+	20434546	20434245;20434302;20434344	0.0239774061178745	0.112828343570054	0.0279333333333334;0.0445333333333333;-0.0724666666666668
lncRNA:CR43682	chr2L_+_15274548_15277864_15278909	chr2L	+	15278909	15274548;15277864	0.0116854482911898	0.0653337583702629	-0.0412333333333333;0.0412333333333333
Pka-R1	chr3L_+_20816833_20828340_20829540_20832144_20832844	chr3L	+	20832844	20816833;20828340;20829540;20832144	0.00135009257892621	0.0117474329355003	-0.0504333333333332;0.0316333333333333;-0.005;0.0238666666666667
chb	chr3L_+_21176528_21177942_21178095	chr3L	+	21178095	21176528;21177942	5.39877800584478e-12	2.61753130470547e-10	-0.0970333333333333;0.0970333333333332
CG10512	chr3L_+_21203322_21205508_21205675	chr3L	+	21205675	21203322;21205508	0.0283123284633411	0.127136326912729	-0.00896666666666667;0.00896666666666668
Dis3l2	chr3L_+_212695_212782_212784_212842	chr3L	+	212842	212695;212782;212784	0.0196949508461613	0.0974598164618892	-0.0893333333333333;-0.0179;0.107166666666667
CG32436	chr3L_+_21350462_21350486_21350547	chr3L	+	21350547	21350462;21350486	3.73059107588428e-07	8.79152242501402e-06	-0.0139666666666665;0.0139666666666667
CG43980	chr3L_+_21645587_21652114_21652180	chr3L	+	21652180	21645587;21652114	0.0059317371774767	0.0386981545666986	0.118533333333333;-0.118533333333333
pyx	chr3L_-_220582_220640_221254	chr3L	-	220582	220640;221254	0.00115193308787494	0.0103281693647138	0.1839;-0.1839
lncRNA:CR45035	chr3L_-_22225715_22225764_22225771	chr3L	-	22225715	22225764;22225771	0.0104272568492419	0.0598086970760847	0.0427333333333333;-0.0427333333333333
jim	chr3L_-_22801741_22824039_22831935_22832685	chr3L	-	22801741	22824039;22831935;22832685	0.0327329220782205	0.141032571913277	-0.0995;0.1336;-0.0341333333333333
alpha-Cat	chr3L_-_23330089_23330399_23330696	chr3L	-	23330089	23330399;23330696	4.33213139859558e-06	8.18771559803409e-05	0.0671666666666667;-0.0671666666666666
alpha-Cat	chr3L_-_23334740_23334901_23337873	chr3L	-	23334740	23334901;23337873	0.00507526950258618	0.0341010760501662	0.0360666666666667;-0.0360666666666668
CG40470	chr3L_-_23890206_23912276_23934413	chr3L	-	23890206	23912276;23934413	0.0338320746091118	0.144163326145128	-0.228333333333333;0.228333333333333
NONE	chr3L_-_24541861_24541975_24542411	chr3L	-	24541861	24541975;24542411	0.0284914309133248	0.127744138281889	-0.0512666666666666;0.0512666666666667
NONE	chr3L_-_25217202_25217255_25223000	chr3L	-	25217202	25217255;25223000	0.0403669532846593	0.163084928366757	0.348533333333333;-0.348533333333333
DIP2	chr3L_-_257201_257330_257551	chr3L	-	257201	257330;257551	0.0459381591972884	0.178166326915858	-0.0239333333333333;0.0239333333333336
Pxn	chr3L_-_2612003_2622339_2629139	chr3L	-	2612003	2622339;2629139	0.0297512880337203	0.131835946400102	-0.131266666666667;0.131266666666667
Tudor-SN	chr3L_-_262818_264116_272916	chr3L	-	262818	264116;272916	3.9982226124166e-19	3.79394119415443e-17	0.0489333333333332;-0.0489333333333333
Mrtf	chr3L_-_2729469_2734420_2766256	chr3L	-	2729469	2734420;2766256	3.58998196784733e-06	6.92165596770829e-05	0.216633333333333;-0.216633333333333
CG32264	chr3L_-_3769406_3780421_3803312	chr3L	-	3769406	3780421;3803312	0.0307297751421082	0.13480684819067	0.0281999999999999;-0.0282
Ubi-p63E	chr3L_-_3899481_3899708_3900392_3901304_3901532	chr3L	-	3899481	3899708;3900392;3901304;3901532	6.38539790418161e-10	2.35614214108289e-08	-0.0841333333333333;0.3329;-0.194766666666667;-0.0540666666666667
Dpy-30L2	chr3L_-_4047456_4047525_4047591_4047697_4048423_4048520	chr3L	-	4047456	4047525;4047591;4047697;4048423;4048520	4.38219215041493e-13	2.41644983635026e-11	-0.000433333333333333;0.00923333333333298;-0.000433333333333333;-0.00553333333333333;-0.0029
ago	chr3L_-_4251840_4251897_4251980_4254126	chr3L	-	4251840	4251897;4251980;4254126	0.0361429765316135	0.151025169465811	-0.0148;-0.0383;0.0531
CG15024	chr3L_-_4463365_4463719_4464906	chr3L	-	4463365	4463719;4464906	0.0348943610249138	0.147464630868857	0.2602;-0.2602
NONE	chr3L_-_47789_47846_47849_47859	chr3L	-	47789	47846;47849;47859	0.0109451675885784	0.0621302916901885	-0.2501;0.100866666666667;0.149233333333333
Uev1A	chr3L_-_5365085_5365352_5366127	chr3L	-	5365085	5365352;5366127	0.00175303196611388	0.0145668770579643	-0.0084;0.00840000000000019
CG10479	chr3L_-_5969074_5975643_6009598	chr3L	-	5969074	5975643;6009598	2.93311893387878e-10	1.14197874806852e-08	0.3002;-0.3002
heix	chr2L_-_16298193_16298400_16298870	chr2L	-	16298193	16298400;16298870	0.0169005208251548	0.0868148375442802	0.165566666666667;-0.165566666666667
dikar	chr3L_-_6742049_6742552_6742640_6743024	chr3L	-	6742049	6742552;6742640;6743024	0.000210583153967043	0.00243924853840549	0.166533333333333;-0.119566666666667;-0.047
velo	chr3L_-_6746989_6747100_6747857	chr3L	-	6746989	6747100;6747857	0.000843045023213134	0.00794339327313508	-0.0630333333333333;0.0630333333333332
unc-13-4A	chr3L_-_7312230_7312738_7312887	chr3L	-	7312230	7312738;7312887	0.0268010345640337	0.122099515029295	0.0958333333333334;-0.0958333333333334
Sf3b3	chr3L_-_832975_833258_835429	chr3L	-	832975	833258;835429	0.00851906403398418	0.0512908334214787	0.0419666666666667;-0.0419666666666667
Argk	chr3L_-_9064517_9065706_9070518	chr3L	-	9064517	9065706;9070518	2.21661299506211e-06	4.47228126305857e-05	0.0893000000000002;-0.0893
IA-2	chr2L_-_1034190_1042962_1046808	chr2L	-	1034190	1042962;1046808	6.79853193013261e-06	0.000121626486624327	-0.384433333333333;0.384433333333333
path	chr3L_-_9497211_9497292_9499020	chr3L	-	9497211	9497292;9499020	0.0002102160188936	0.00243631377769146	0.207533333333333;-0.207533333333333
Prps	chr3L_-_9694458_9695194_9696537	chr3L	-	9694458	9695194;9696537	0.0394939031841315	0.160526911385751	0.1118;-0.1118
I-2	chr3L_-_9836146_9836207_9836520	chr3L	-	9836146	9836207;9836520	0.0106805480473691	0.0609920966841406	-0.0354666666666667;0.0354666666666666
iPLA2-VIA	chr3L_-_9863616_9863775_9864191	chr3L	-	9863616	9863775;9864191	0.0391835220945264	0.159628932898375	-0.1051;0.1051
tws	chr3R_-_10133587_10133956_10134066_10134303_10134378_10134435_10134440	chr3R	-	10133587	10133956;10134066;10134303;10134378;10134435;10134440	0.00531571178359846	0.0353688908016726	-0.00109999999999999;-0.042;0.0497666666666667;0.0413333333333333;-0.0280333333333334;-0.0200333333333333
TkR86C	chr3R_-_10739508_10740104_10741187	chr3R	-	10739508	10740104;10741187	1.60563910211344e-14	1.01423659349921e-12	0.687933333333333;-0.687933333333333
MED7	chr3R_-_10760921_10760999_10761556	chr3R	-	10760921	10760999;10761556	0.0491140679067881	0.186760792967916	0.5177;-0.5177
CG17734	chr3R_-_11243013_11243487_11243780	chr3R	-	11243013	11243487;11243780	1.57742801523522e-06	3.28371850702287e-05	0.0962333333333334;-0.0962333333333335
ClC-a	chr3R_-_11798039_11798116_11798989	chr3R	-	11798039	11798116;11798989	0.000361821592955428	0.00386973779056242	0.2512;-0.2512
Kyat	chr3R_-_11821819_11821905_11822190_11822421	chr3R	-	11821819	11821905;11822190;11822421	1.07052007362492e-06	2.30389547905322e-05	-0.0121666666666667;0.197466666666667;-0.185333333333333
Task6	chr3R_-_13672816_13672874_13673096	chr3R	-	13672816	13672874;13673096	0.000745235550760516	0.00715401629055683	-0.480766666666667;0.480766666666667
Nsf2	chr3R_-_13836742_13836814_13836987_13837376	chr3R	-	13836742	13836814;13836987;13837376	0.000598139886814052	0.005929800072349	0.0321;0.0389333333333333;-0.0710666666666665
CG9922	chr3R_-_14035682_14035744_14035822	chr3R	-	14035682	14035744;14035822	0.0044902478264409	0.0308907700383797	0.0234333333333333;-0.0234333333333331
CCHa1	chr3R_-_14093308_14096594_14097641	chr3R	-	14093308	14096594;14097641	0.000140828167952859	0.00172849490589599	Inf;Inf
CG14355	chr3R_-_14151836_14151894_14151927	chr3R	-	14151836	14151894;14151927	0.000612677863813167	0.00604593527637813	-0.255966666666667;0.255966666666667
asRNA:CR44176	chr3R_-_14422011_14422065_14422771	chr3R	-	14422011	14422065;14422771	8.77227284653212e-08	2.30958844235275e-06	-0.715066666666667;0.715066666666667
CG31313	chr3R_-_14567006_14567152_14567163	chr3R	-	14567006	14567152;14567163	0.0302435320909274	0.133347614622736	0.0150333333333333;-0.0150333333333332
put	chr3R_-_14623672_14624122_14625198	chr3R	-	14623672	14624122;14625198	0.000378813534212585	0.00401971593183857	0.0822666666666667;-0.0822666666666667
smp-30	chr3R_-_14747125_14747272_14751119_14751812_14751999_14753448	chr3R	-	14747125	14747272;14751119;14751812;14751999;14753448	4.77317871249117e-09	1.54709270266975e-07	0.273466666666667;0.333733333333333;-0.0582333333333333;-0.4011;-0.147833333333333
CG42788	chr3R_-_15112189_15112255_15131606	chr3R	-	15112189	15112255;15131606	0.0324497880378769	0.140066306076816	-0.0492;0.0492000000000002
Art3	chr3R_-_15229179_15229232_15229242_15229249	chr3R	-	15229179	15229232;15229242;15229249	0.0485527968197426	0.185251542465824	-0.0218333333333333;0.0103333333333333;0.0115
tefu	chr3R_-_15242162_15242219_15244172	chr3R	-	15242162	15242219;15244172	0.00563075687499247	0.0370658317866986	0.169766666666667;-0.169766666666667
Rim2	chr2L_-_1718903_1718994_1723880	chr2L	-	1718903	1718994;1723880	6.08637391046332e-09	1.94621576098593e-07	0.243466666666667;-0.243466666666667
CG44014	chr3R_-_15508562_15508613_15508662	chr3R	-	15508562	15508613;15508662	0.0466976334256954	0.180282612313708	-0.3119;0.3119
CG5623	chr3R_-_15767239_15767304_15767307	chr3R	-	15767239	15767304;15767307	0.0458895165765475	0.178072391083902	0.0115000000000003;-0.0115
Mhcl	chr3R_-_16097620_16098368_16098478_16098629	chr3R	-	16097620	16098368;16098478;16098629	0.000198889455481833	0.00232306500174698	-0.223633333333333;-0.0524333333333333;0.2761
CG10317	chr3R_-_16369383_16369443_16369473	chr3R	-	16369383	16369443;16369473	0.0140978906389075	0.075529843011694	-0.0195666666666666;0.0195666666666667
CG42232	chr3R_-_16469485_16469539_16469730	chr3R	-	16469485	16469539;16469730	0.015643046545081	0.0818847958558051	0.2575;-0.2575
EMC2B	chr3R_-_16991592_16991732_16995924	chr3R	-	16991592	16991732;16995924	0.045644956864566	0.177424654529094	-0.0778333333333333;0.0778333333333335
m-cup	chr3R_-_17147737_17148626_17148636	chr3R	-	17147737	17148626;17148636	0.000582053683795804	0.00578460870988958	-0.00243333333333333;0.00243333333333318
Mur89F	chr3R_-_17159948_17162805_17169873	chr3R	-	17159948	17162805;17169873	3.74406645093356e-07	8.82004300969647e-06	0.3854;-0.3854
alt	chr3R_-_17678178_17679142_17679645_17681064_17682093_17682400_17682455_17682717	chr3R	-	17678178	17679142;17679645;17681064;17682093;17682400;17682455;17682717	3.20313082069759e-06	6.25257754641246e-05	-0.000666666666666664;0.0118;0.0254666666666667;-0.0421;-0.00286666666666666;0.0234333333333333;-0.0151
Dif	chr2L_-_17420113_17427654_17432856	chr2L	-	17420113	17427654;17432856	0.0183887593389114	0.092681020609682	0.202166666666667;-0.202166666666667
Rim	chr3R_-_17906189_17906382_17906707_17907985	chr3R	-	17906189	17906382;17906707;17907985	0.025375392464211	0.117584151235096	0.0296666666666667;-0.071;0.0413333333333332
CG7168	chr3R_-_18225832_18225900_18227444	chr3R	-	18225832	18225900;18227444	1.51772508461357e-06	3.16970666972238e-05	0.106133333333333;-0.106133333333333
dl	chr2L_-_17443005_17445247_17448276_17449294	chr2L	-	17443005	17445247;17448276;17449294	0.00672227705831982	0.0426978248470955	-0.154433333333333;0.0125666666666667;0.141866666666667
dl	chr2L_-_17449368_17449874_17450218	chr2L	-	17449368	17449874;17450218	0.00549914211398466	0.0363260039634435	0.205266666666667;-0.205266666666667
PKD	chr3R_-_18309536_18309640_18309644_18314189	chr3R	-	18309536	18309640;18309644;18314189	0.0123642124832452	0.0682848499085417	0.168866666666667;-0.0368999999999999;-0.1319
CG6231	chr3R_-_19619380_19620613_19623314_19627442_19627551	chr3R	-	19619380	19620613;19623314;19627442;19627551	0.0306101343799382	0.134438069508553	-0.004;-0.0477333333333333;0.0290666666666667;0.0227333333333333
Dic2	chr3R_-_20500567_20500883_20501637	chr3R	-	20500567	20500883;20501637	0.0266794619774552	0.121724157236613	0.000700000000000034;-0.0007
DPCoAC	chr3R_-_20554199_20554251_20554704	chr3R	-	20554199	20554251;20554704	0.00989146512841687	0.057422520451349	0.0202000000000001;-0.0202
CG16791	chr3R_-_21324217_21334525_21334702	chr3R	-	21324217	21334525;21334702	0.0451032684116763	0.176124545535065	-0.223566666666667;0.223566666666667
CadN2	chr2L_-_17806505_17806560_17809236	chr2L	-	17806505	17806560;17809236	0.0342723804725423	0.145508690366571	0.4;-0.4
glec	chr3R_-_21851876_21852105_21855398	chr3R	-	21851876	21852105;21855398	2.09654955610169e-06	4.25274518577608e-05	0.211433333333333;-0.211433333333333
Mitofilin	chr3R_-_22022266_22022331_22022398	chr3R	-	22022266	22022331;22022398	0.0278216068478251	0.125626473993894	0.00666666666666667;-0.00666666666666671
AdipoR	chr3R_-_22547123_22547287_22547382_22547542_22547657	chr3R	-	22547123	22547287;22547382;22547542;22547657	0.0098522839363735	0.0572541315747871	-0.00613333333333334;0.0349666666666667;-0.000233333333333335;-0.0286333333333331
loco	chr3R_-_22622906_22626285_22626312_22629551_22635643_22636799	chr3R	-	22622906	22626285;22626312;22629551;22635643;22636799	0.000321566674046358	0.00349997730242354	0.0834666666666667;0.0274666666666667;-0.0086;0.0566666666666667;-0.159033333333333
CG17111	chr3R_-_23064801_23064903_23065277	chr3R	-	23064801	23064903;23065277	0.00250047942036668	0.0193761011036145	0.1857;-0.1857
cnc	chr3R_-_23189129_23189186_23189204_23190838_23191694	chr3R	-	23189129	23189186;23189204;23190838;23191694	0.00467598017721275	0.0318749620717662	0.0316666666666667;0.0627333333333334;0.00823333333333334;-0.102633333333333
cnc	chr3R_-_23192281_23192379_23197285	chr3R	-	23192281	23192379;23197285	0.000486996480474094	0.00496668374379049	-0.0353333333333333;0.0353333333333333
cnc	chr3R_-_23197976_23207654_23209340	chr3R	-	23197976	23207654;23209340	0.0382419567568377	0.156847445828769	-0.0490333333333333;0.0490333333333334
cnc	chr3R_-_23209883_23211576_23217877_23222795	chr3R	-	23209883	23211576;23217877;23222795	0.00342968640750151	0.0249492112449671	0.0856666666666667;-0.104;0.0183
