Gene	AS_event_ID	chromosome	strand	common_5_SS_coor	A3SS_coordinates	pvalue	qvalue	deltaPSI_control-KD
CycT	chr3L_-_17552673_17552680_17552685_17552743	chr3L	-	17552743	17552673;17552680;17552685	0.00683577571417621	0.0432476923039584	-0.0261666666666667;-0.0390333333333333;0.0652000000000001
Ndfip	chr3L_-_17649246_17650626_17653990	chr3L	-	17653990	17649246;17650626	0.0127338111449664	0.0697801554008177	0.0662666666666667;-0.0662666666666666
mol	chr2L_-_14963359_14976358_14976490	chr2L	-	14976490	14963359;14976358	8.28825477377419e-06	0.000145516746357482	-0.117233333333333;0.117233333333333
lncRNA:CR44671	chr3L_-_18451855_18453028_18456594_18456803_18456809_18456830_18457214	chr3L	-	18457214	18451855;18453028;18456594;18456803;18456809;18456830	1.00769018204503e-10	4.21726547131951e-09	-0.0941333333333333;-0.0132;-0.0611333333333333;-0.0377333333333333;-0.142833333333333;0.348966666666667
pip	chr3L_-_19300197_19312160_19312184_19313154	chr3L	-	19313154	19300197;19312160;19312184	0.000197758125033116	0.00231237344562294	-0.227566666666667;0.00253333333333328;0.225033333333333
pip	chr3L_-_19318950_19339298_19339699	chr3L	-	19339699	19318950;19339298	3.29791440401372e-05	0.000498262745127577	-0.566666666666667;0.566666666666667
CG33062	chr3L_-_19442121_19442393_19446033	chr3L	-	19446033	19442121;19442393	0.00165940369576212	0.0139348696496019	0.281733333333333;-0.281733333333333
mu2	chr3L_-_1945528_1945573_1945591_1945646	chr3L	-	1945646	1945528;1945573;1945591	3.90766321482816e-05	0.00057881529302231	0.0139;0.0713333333333333;-0.0852333333333334
Shal	chr3L_-_19561276_19572079_19572289	chr3L	-	19572289	19561276;19572079	0.00064759880390235	0.00633892956902192	-0.178;0.178
CG9231	chr3L_-_19575059_19585684_19585747	chr3L	-	19585747	19575059;19585684	0.00433397300338368	0.0300490821811327	-0.00483333333333333;0.00483333333333325
Rnf146	chr3L_-_19637402_19637456_19640318_19640601_19640984_19641063	chr3L	-	19641063	19637402;19637456;19640318;19640601;19640984	4.10333912019788e-23	5.27205216841263e-21	-0.0603333333333333;-0.0194;-0.00326666666666667;-0.0192333333333333;0.102266666666667
Su(Tpl)	chr3L_-_19895038_19896747_19896796	chr3L	-	19896796	19895038;19896747	0.000135053127084481	0.00166711152881344	-0.0171333333333334;0.0171333333333333
yuri	chr2L_-_15258938_15261637_15261716	chr2L	-	15261716	15258938;15261637	6.24190285447042e-08	1.68128335963956e-06	0.0740333333333333;-0.0740333333333333
sls	chr3L_-_2069914_2075684_2078961	chr3L	-	2078961	2069914;2075684	0.0112534436314363	0.0635011062210044	-0.100466666666667;0.100466666666667
UK114	chr2L_-_15274845_15274849_15274920	chr2L	-	15274920	15274845;15274849	2.19178576339942e-05	0.000349212572486464	0.0181666666666667;-0.0181666666666668
CG33286	chr3L_-_20974428_20974454_20974507	chr3L	-	20974507	20974428;20974454	0.00172204196062827	0.014359514225431	0.00703333333333333;-0.00703333333333334
park	chr3L_-_21196651_21196712_21196774	chr3L	-	21196774	21196651;21196712	0.0454062393139906	0.17687013217136	0.0347333333333333;-0.0347333333333335
lncRNA:CR45956	chr3L_-_21643427_21643469_21643683	chr3L	-	21643683	21643427;21643469	7.52668447767758e-05	0.00101324756397839	0.450866666666667;-0.450866666666667
Sfp78E	chr3L_-_21683721_21683725_21683775	chr3L	-	21683775	21683721;21683725	0.00985265522889231	0.0572541315747871	NaN;NaN
Nopp140	chr3L_+_21834829_21835069_21835465	chr3L	+	21834829	21835069;21835465	0.0486989413207067	0.185670805282079	-0.156533333333333;0.156533333333333
mub	chr3L_+_21907920_21908062_21914774	chr3L	+	21907920	21908062;21914774	0.000115966761557072	0.0014659230084982	0.0857333333333334;-0.0857333333333333
mub	chr3L_+_21915655_21916078_21916139_21920901	chr3L	+	21915655	21916078;21916139;21920901	0.00304947491676839	0.0227633416370112	-0.0136666666666667;0.0649666666666667;-0.0513333333333333
CG15256	chr2L_+_15551038_15551095_15551657_15552131_15578881	chr2L	+	15551038	15551095;15551657;15552131;15578881	3.85397023006863e-62	2.9127400182334e-59	0.0311333333333333;0.00133333333333333;-3.33333333333331e-05;-0.0324
NONE	chr2L_+_15552239_15552304_15552317	chr2L	+	15552239	15552304;15552317	0.00775413747797069	0.0476865351064824	-0.574066666666667;0.574066666666667
Csp	chr3L_+_22271762_22272134_22272367_22273435	chr3L	+	22271762	22272134;22272367;22273435	0.0150773060006074	0.0795353272117772	0.0144666666666667;-0.0234333333333332;0.00893333333333333
Srpk79D	chr3L_+_22283149_22283201_22288575	chr3L	+	22283149	22283201;22288575	1.44920565135173e-18	1.29663537950538e-16	0.1412;-0.1412
NONE	chr3L_+_22468748_22468801_22468935	chr3L	+	22468748	22468801;22468935	0.00217798707964794	0.0173338979059322	0.217566666666667;-0.217566666666667
CG32305	chr3L_+_2248922_2248972_2249455	chr3L	+	2248922	2248972;2249455	0.00849481502271746	0.0511901784320486	0.0601999999999999;-0.0602
CG18109	chr2L_+_15786126_15786188_15787236	chr2L	+	15786126	15786188;15787236	4.17491159243804e-05	0.000614997696881018	0.501066666666667;-0.501066666666667
lncRNA:CR43942	chr3L_+_23909271_23909333_23909371	chr3L	+	23909271	23909333;23909371	0.00823911914876438	0.0500273396253093	0.0552;-0.0551999999999998
CG40472	chr3L_+_24927352_24927405_24927442	chr3L	+	24927352	24927405;24927442	0.0139211173292647	0.0747944235944755	0.00483333333333325;-0.00483333333333333
CG33234	chr3L_+_2662274_2662309_2662326	chr3L	+	2662274	2662309;2662326	1.53461194743249e-05	0.000252526330222481	0.0183666666666667;-0.0183666666666666
lncRNA:CR43803	chr2L_+_15960493_15960556_15960593_15960623	chr2L	+	15960493	15960556;15960593;15960623	0.0224338484222931	0.107445974539367	0.00263333333333349;-0.00103333333333333;-0.0016
lncRNA:CR43803	chr2L_+_15960718_15960765_15960781_15960813	chr2L	+	15960718	15960765;15960781;15960813	0.0412845898362555	0.165729134266756	0.000833333333333332;-0.00326666666666653;0.00243333333333333
CG45084	chr2L_+_16047729_16047956_16056250	chr2L	+	16047729	16047956;16056250	7.09659592093472e-06	0.000126355991839459	0.0073333333333333;-0.00733333333333333
CG43089	chr3L_+_3714057_3714109_3714120_3714150	chr3L	+	3714057	3714109;3714120;3714150	8.27434902624639e-05	0.00110006716845011	0.129033333333334;-0.0946;-0.0344666666666667
CG14997	chr3L_+_4240891_4240950_4240984	chr3L	+	4240891	4240950;4240984	0.000995311258654306	0.00913785276248025	0.0187;-0.0187
CG42540	chr3L_+_4579519_4579660_4580075	chr3L	+	4579519	4579660;4580075	0.00684050195238767	0.0432565379361281	0.330133333333333;-0.330133333333333
lncRNA:CR44515	chr3L_+_5369914_5370001_5370049	chr3L	+	5369914	5370001;5370049	0.000663427286355312	0.00647315192933651	0.287033333333333;-0.287033333333333
DIP-delta	chr3L_+_5439471_5439529_5479994	chr3L	+	5439471	5439529;5479994	9.91508756685424e-08	2.57981020810969e-06	0.0251666666666666;-0.0251666666666667
tant	chr3L_+_6055419_6055477_6055575	chr3L	+	6055419	6055477;6055575	9.28072046103077e-06	0.00016122302951246	0.147266666666667;-0.147266666666667
CG43168	chr3L_+_6276084_6276254_6312542	chr3L	+	6276084	6276254;6312542	9.08881831316552e-08	2.38121850430696e-06	0.0118333333333333;-0.0118333333333333
sfl	chr3L_+_6546352_6546410_6547247	chr3L	+	6546352	6546410;6547247	0.000118502600437487	0.00149356985573957	0.198966666666667;-0.198966666666667
Rexo5	chr3L_+_6603893_6603942_6603961	chr3L	+	6603893	6603942;6603961	0.00556919102652203	0.0367132273714522	-0.0028;0.00280000000000014
CG8519	chr3L_+_6705570_6706612_6708347_6714972	chr3L	+	6705570	6706612;6708347;6714972	0.00714779387739747	0.0447022416742495	0.0308;-0.0400333333333334;0.0092
Mp	chr3L_+_7051722_7051975_7066025	chr3L	+	7051722	7051975;7066025	0.0345759988927471	0.146468171492308	0.0225999999999998;-0.0226
CG42660	chr3L_+_7468096_7468144_7468154	chr3L	+	7468096	7468144;7468154	0.0129915077054921	0.0708769324708982	0.0149;-0.0149
Rab19	chr3L_+_8297619_8297691_8297813	chr3L	+	8297619	8297691;8297813	0.0405199945274489	0.163590055834455	0.0129666666666667;-0.0129666666666667
CG13887	chr3L_+_838624_839101_839248	chr3L	+	838624	839101;839248	0.0374546941902747	0.154655290492186	0.00783333333333333;-0.00783333333333325
Pen	chr2L_+_10058134_10058197_10058210	chr2L	+	10058134	10058197;10058210	0.0119357572680615	0.0664153298100945	-0.000233333333333308;0.000233333333333333
dally	chr3L_+_8828503_8835050_8862537_8877156	chr3L	+	8828503	8835050;8862537;8877156	0.00378585301452075	0.0269451566037921	0.0631;0.0578333333333333;-0.120966666666667
NONE	chr3L_+_8974525_8974956_8975048	chr3L	+	8974525	8974956;8975048	0.00100149682179747	0.00918184063494948	0.583133333333333;-0.583133333333333
teq	chr3L_+_9075622_9075670_9087847	chr3L	+	9075622	9075670;9087847	0.000335784835869027	0.00362662300623103	-0.4012;0.4012
GluRIB	chr3L_+_9258954_9259004_9266313	chr3L	+	9258954	9259004;9266313	0.00456564328542222	0.0312788194837164	0.2696;-0.2696
CG44838	chr3L_+_9470633_9471133_9473126	chr3L	+	9470633	9471133;9473126	8.52709297883774e-05	0.00112690594538884	-0.156166666666667;0.156166666666667
CG8336	chr3L_+_9628820_9630060_9630127	chr3L	+	9628820	9630060;9630127	0.00197585150955994	0.0160590431206529	0.0252666666666668;-0.0252666666666667
CG8108	chr3L_+_9866361_9866415_9866489_9867312	chr3L	+	9866361	9866415;9866489;9867312	0.00625243536570724	0.0402952147199437	0.0237;0.00223333333333334;-0.0258666666666667
CG8108	chr3L_+_9867744_9867816_9868252	chr3L	+	9867744	9867816;9868252	0.000303530201093898	0.00333374656325407	0.0479333333333333;-0.0479333333333334
CG42795	chr3R_+_10226153_10226222_10239616	chr3R	+	10226153	10226222;10239616	0.00465400988010439	0.0317555229641833	0.0824666666666667;-0.0824666666666667
CG42795	chr3R_+_10248274_10248342_10248345	chr3R	+	10248274	10248342;10248345	0.0163259258368325	0.0845528701776812	-0.1168;0.1168
Nuak1	chr3R_+_10299752_10300569_10301942	chr3R	+	10299752	10300569;10301942	1.03009723003507e-05	0.000177506642045823	0.231933333333333;-0.231933333333333
CG31406	chr3R_+_10349607_10349666_10358097	chr3R	+	10349607	10349666;10358097	3.3451971833606e-05	0.000505050087558797	0.0041000000000001;-0.0041
lncRNA:CR44230	chr3R_+_10682872_10683585_10683688	chr3R	+	10682872	10683585;10683688	0.00515850746219894	0.0345519422249111	-0.242266666666667;0.242266666666667
Mhc	chr2L_+_16768884_16769145_16769457	chr2L	+	16768884	16769145;16769457	0.0401417637509343	0.162399839103456	0.0795;-0.0795
GC2	chr3R_+_11972028_11972082_11972098	chr3R	+	11972028	11972082;11972098	0.00939086681068325	0.0552402412585938	-0.0234;0.0234000000000001
dpr17	chr3R_+_12111033_12111073_12111086_12111102_12111107	chr3R	+	12111033	12111073;12111086;12111102;12111107	1.19404261871597e-06	2.5483884341838e-05	0.00253333333333333;0.0222666666666667;-0.0250999999999999;0.0003
svp	chr3R_+_12300636_12300695_12300883	chr3R	+	12300636	12300695;12300883	0.0187975457504608	0.0941869824801351	-0.1127;0.1127
NONE	chr3R_+_12501266_12501324_12505690	chr3R	+	12501266	12501324;12505690	1.63229572904806e-05	0.000266888037489886	0.366033333333333;-0.366033333333333
d-cup	chr3R_+_12892191_12892266_12892269	chr3R	+	12892191	12892266;12892269	0.0248813167127046	0.115935349745475	-0.264533333333333;0.264533333333333
Dip-B	chr3R_+_13782451_13782693_13782706	chr3R	+	13782451	13782693;13782706	0.0180752482838858	0.0914092753684253	0.0364333333333333;-0.0364333333333333
CG3199	chr3R_+_14163611_14164451_14167636	chr3R	+	14163611	14164451;14167636	3.03401008312556e-05	0.000464224708140051	0.804066666666667;-0.804066666666667
Gyc88E	chr3R_+_15174368_15174746_15186020	chr3R	+	15174368	15174746;15186020	1.04866439070043e-05	0.000180222710334366	0.2997;-0.2997
Tm1	chr3R_+_15295246_15295425_15296589	chr3R	+	15295246	15295425;15296589	0.0126670919344551	0.0694797347132281	-0.1018;0.1018
Tm1	chr3R_+_15303222_15303639_15307588_15308029	chr3R	+	15303222	15303639;15307588;15308029	0.000747157780861901	0.0071713974302031	-0.1499;0.1476;0.00236666666666667
CG34274	chr3R_+_15732380_15732431_15732447_15732451_15740079	chr3R	+	15732380	15732431;15732447;15732451;15740079	4.68068082074372e-07	1.08318305693587e-05	0.0171999999999999;-0.0058;0.00433333333333333;-0.0157666666666667
NONE	chr3R_+_15857532_15860025_15861504	chr3R	+	15857532	15860025;15861504	0.0110496791009541	0.0626073765324037	0.296866666666667;-0.296866666666667
Sap47	chr3R_+_15936340_15944681_15944947	chr3R	+	15936340	15944681;15944947	0.0214464092776118	0.103941062120186	-0.0526333333333333;0.0526333333333333
Hel89B	chr3R_+_15980406_15980467_15980563	chr3R	+	15980406	15980467;15980563	0.00639139203207194	0.0409974453851556	0.0235666666666665;-0.0235666666666667
Akt1	chr3R_+_16102959_16103029_16105809	chr3R	+	16102959	16103029;16105809	2.75369535183646e-06	5.45819633129671e-05	-0.0176999999999998;0.0177
NONE	chr3R_+_16614722_16614931_16615160	chr3R	+	16614722	16614931;16615160	4.8261903304369e-07	1.11244812708144e-05	0.523;-0.523
CG14316	chr3R_+_18153405_18153457_18153463	chr3R	+	18153405	18153457;18153463	0.0400877379626683	0.162222133824238	0.00739999999999996;-0.0074
14-3-3epsilon	chr3R_+_18248151_18248213_18248216_18248219_18248231	chr3R	+	18248151	18248213;18248216;18248219;18248231	0.0259393871048074	0.119453201935479	0.0227666666666667;0.000199999999999978;-0.0086;-0.0144666666666667
eIF1A	chr3R_+_18274756_18274824_18274865	chr3R	+	18274756	18274824;18274865	0.0193600099555641	0.0962025370943217	0.0152666666666667;-0.0152666666666667
hmw	chr3R_+_18363769_18363822_18363846	chr3R	+	18363769	18363822;18363846	0.0241840325683458	0.113567721946133	0.00293333333333334;-0.00293333333333333
Cyp12a5	chr3R_+_19133880_19133931_19136500	chr3R	+	19133880	19133931;19136500	1.8789790559257e-05	0.000302980656455127	-0.233466666666667;0.233466666666667
NONE	chr3R_+_19634723_19634772_19634782	chr3R	+	19634723	19634772;19634782	0.0237530171545956	0.112030297625501	-0.317166666666667;0.317166666666667
CG31213	chr3R_+_19973659_19973717_19973724	chr3R	+	19973659	19973717;19973724	0.00995889637138545	0.0576940627463408	-0.0396333333333334;0.0396333333333334
CG31213	chr3R_+_19978312_19978398_19979047	chr3R	+	19978312	19978398;19979047	8.63612763388768e-08	2.27467599560713e-06	0.0230666666666665;-0.0230666666666667
CG4836	chr3R_+_20014018_20014079_20014202_20014286_20014294	chr3R	+	20014018	20014079;20014202;20014286;20014294	0.0174597035380391	0.0890003846976754	6.66666666666667e-05;-0.000666666666666667;0.000866666666666571;-0.0003
CG4836	chr3R_+_20016757_20016799_20016820_20016824_20016829	chr3R	+	20016757	20016799;20016820;20016824;20016829	0.00663546544140158	0.0422466734807809	-0.0002;-0.00169999999999999;0.00113333333333343;0.000666666666666666
CG33934	chr3R_+_20043739_20043820_20044979	chr3R	+	20043739	20043820;20044979	1.05468408587203e-11	4.96002638071049e-10	0.00449999999999995;-0.0045
CG33934	chr3R_+_20046638_20046836_20047245	chr3R	+	20046638	20046836;20047245	2.20035339435512e-08	6.41638231533215e-07	0.00399999999999989;-0.004
cic	chr3R_+_20300412_20300606_20300633	chr3R	+	20300412	20300606;20300633	0.0230496331888395	0.109626970140241	-0.0837666666666665;0.0837666666666667
CG15695	chr3R_+_20843033_20843072_20843083	chr3R	+	20843033	20843072;20843083	4.97558137350541e-05	0.000714430762215828	-0.0609;0.0608999999999998
CG15695	chr3R_+_20843379_20843432_20843446	chr3R	+	20843379	20843432;20843446	0.0306041982007873	0.134421188063502	0.0318666666666667;-0.0318666666666667
Atpalpha	chr3R_+_20966613_20967106_20968390	chr3R	+	20966613	20967106;20968390	1.29369877862414e-05	0.00021671056906804	-0.0711333333333333;0.0711333333333333
Calx	chr3R_+_20994423_20994494_21008147	chr3R	+	20994423	20994494;21008147	6.10660416409573e-05	0.000848387452650679	0.0076;-0.00759999999999983
CG5697	chr3R_+_21016427_21016474_21016499	chr3R	+	21016427	21016474;21016499	0.0167824745497099	0.0863534599557803	0.0247;-0.0247000000000002
CG5745	chr3R_+_21104175_21104584_21104607	chr3R	+	21104175	21104584;21104607	0.00528263648569357	0.0351897032669763	-0.0416999999999998;0.0417
SNF4Agamma	chr3R_+_21185584_21200758_21202450	chr3R	+	21185584	21200758;21202450	0.0021977133233606	0.0174625474146399	0.0357666666666667;-0.0357666666666668
asRNA:CR45798	chr3R_+_21266395_21266940_21266950_21266953	chr3R	+	21266395	21266940;21266950;21266953	0.0296478586636386	0.131570053081708	0.1512;-0.0406666666666667;-0.1106
NONE	chr3R_+_22116311_22116377_22116418_22123943	chr3R	+	22116311	22116377;22116418;22123943	2.88498688773934e-06	5.69344991487134e-05	0.1003;0.226366666666667;-0.326666666666667
Efa6	chr3R_+_22605570_22605816_22607195_22612644	chr3R	+	22605570	22605816;22607195;22612644	1.28635000413415e-05	0.00021570454350191	0.1655;-0.145966666666667;-0.0196
wake	chr3R_+_22659049_22659173_22664869	chr3R	+	22659049	22659173;22664869	4.99386152481379e-08	1.36457106854769e-06	0.6418;-0.6418
CG45049	chr3R_+_22730148_22732193_22741284	chr3R	+	22730148	22732193;22741284	3.20947545035005e-06	6.26305930759227e-05	0.8333;-0.8333
Tpl94D	chr3R_+_22966560_22966610_22966627_22966630	chr3R	+	22966560	22966610;22966627;22966630	0.00874411511289637	0.0523319044296337	-0.00156666666666667;0.00103333333333344;0.000566666666666667
CG17110	chr3R_+_23093433_23093499_23093609	chr3R	+	23093433	23093499;23093609	0.000573082255200511	0.00570781041183504	0.144233333333333;-0.144233333333333
CG31740	chr2L_+_18009098_18009173_18009233_18009259_18009329	chr2L	+	18009098	18009173;18009233;18009259;18009329	0.000803078383191005	0.00762948216719512	0.0005;-0.000633333333333375;6.66666666666667e-05;0
GILT3	chr3R_+_23677637_23677695_23677799_23677854	chr3R	+	23677637	23677695;23677799;23677854	0.000335909392225742	0.00362674878419729	0.0180666666666667;0.0126333333333333;-0.0307333333333335
rdo	chr2L_+_18062562_18062628_18063803	chr2L	+	18062562	18062628;18063803	0.0160423525814826	0.0835083682187039	-0.115833333333333;0.115833333333333
CG31141	chr3R_+_23923593_23923639_23923651	chr3R	+	23923593	23923639;23923651	0.0403213443085476	0.162951904864457	-0.00113333333333333;0.00113333333333332
lncRNA:CR43406	chr2L_+_18251598_18251651_18252328_18256553	chr2L	+	18251598	18251651;18252328;18256553	1.85654869330501e-07	4.59778506579057e-06	0.303533333333333;0.0178666666666667;-0.321433333333333
Trf4-2	chr3R_+_24926799_24926850_24926855	chr3R	+	24926799	24926850;24926855	0.0070975378626016	0.0444344839970015	-0.0524666666666667;0.0524666666666667
Nmnat	chr3R_+_24946295_24946474_24946882	chr3R	+	24946295	24946474;24946882	0.00141520119775754	0.012217973410179	0.1815;-0.1815
msi	chr3R_+_25519729_25546159_25561688_25564078	chr3R	+	25519729	25546159;25561688;25564078	0.00392597095542346	0.0277243377099438	0.256833333333333;-0.182233333333333;-0.0745333333333335
CG5071	chr3R_+_25619981_25620044_25620047	chr3R	+	25619981	25620044;25620047	0.0234972712993237	0.111130693185589	-0.0427333333333332;0.0427333333333333
Fas3	chr2L_+_18384893_18386155_18387285	chr2L	+	18384893	18386155;18387285	0.00153102798208604	0.013032300065879	0.109533333333333;-0.109533333333333
CG17770	chr3R_+_25812217_25812281_25812294	chr3R	+	25812217	25812281;25812294	0.0039980369727689	0.0281310521754097	-0.1749;0.1749
lncRNA:CR45653	chr3R_+_25843879_25843930_25845711	chr3R	+	25843879	25843930;25845711	4.51144520479306e-11	1.96888418071407e-09	0.247466666666667;-0.247466666666667
CG6154	chr3R_+_26274972_26275030_26275510	chr3R	+	26274972	26275030;26275510	5.60589313277644e-06	0.000102659116517301	-0.541666666666667;0.541666666666667
CG33970	chr3R_+_26350173_26350726_26355598	chr3R	+	26350173	26350726;26355598	1.09934003113939e-08	3.39206065996279e-07	-0.2381;0.2381
CG33970	chr3R_+_26356435_26356502_26360562	chr3R	+	26356435	26356502;26360562	0.00728612101396516	0.0454170095146648	0.0892;-0.0891999999999998
CG31068	chr3R_+_27235861_27235904_27235913_27235916_27235929	chr3R	+	27235861	27235904;27235913;27235916;27235929	0.0409662312986159	0.164863225261817	-0.0235666666666667;0.0192333333333333;0.0195666666666667;-0.0152333333333334
CG5938	chr3R_+_27275011_27275175_27275389	chr3R	+	27275011	27275175;27275389	0.0256080455678232	0.118360058660517	0.011;-0.0110000000000001
Tusp	chr3R_+_27615490_27615951_27629346	chr3R	+	27615490	27615951;27629346	0.000177227451460856	0.0021060430464848	0.104633333333333;-0.104633333333333
NONE	chr3R_+_28623095_28623173_28624300	chr3R	+	28623095	28623173;28624300	0.000234535014158894	0.00267710800365698	0.2621;-0.2621
CG1646	chr3R_+_28812486_28812557_28812703	chr3R	+	28812486	28812557;28812703	0.0108538044831649	0.0617480741943852	-0.0287333333333333;0.0287333333333333
NONE	chr2L_+_18666628_18666679_18666690	chr2L	+	18666628	18666679;18666690	0.0156910228509067	0.0820785765788694	0.0985333333333334;-0.0985333333333334
ND-20L	chr3R_+_29515785_29515833_29515842	chr3R	+	29515785	29515833;29515842	0.000805892639165279	0.00765056140573617	-0.2769;0.2769
Prtl99C	chr3R_+_29836153_29836526_29836550	chr3R	+	29836153	29836526;29836550	0.000183775371226087	0.00217100287291929	0.381633333333333;-0.381633333333333
Prtl99C	chr3R_+_29837262_29837316_29845597	chr3R	+	29837262	29837316;29845597	5.45211374235275e-07	1.24643857267788e-05	0.00246666666666673;-0.00246666666666667
CG31038	chr3R_+_29897645_29897725_29897751_29902182	chr3R	+	29897645	29897725;29897751;29902182	4.16341014699955e-07	9.73379755198175e-06	0.0344333333333333;0.0335;-0.0679000000000001
Vps13B	chr3R_+_29937962_29938014_29938017	chr3R	+	29937962	29938014;29938017	5.82700567785082e-05	0.000815184389701251	0.1101;-0.1101
Vps13B	chr3R_+_29938862_29938918_29938921_29938924	chr3R	+	29938862	29938918;29938921;29938924	1.53005023361187e-07	3.85307554125678e-06	0.0278999999999998;-0.0176333333333333;-0.0102666666666667
Axn	chr3R_+_30023840_30023903_30024425	chr3R	+	30023840	30023903;30024425	3.42892160347051e-15	2.32851324237367e-13	0.499233333333333;-0.499233333333333
Rpp14b	chr3R_+_30056167_30056223_30056247	chr3R	+	30056167	30056223;30056247	0.00367890776032072	0.0263680367545201	-0.0115;0.0114999999999998
asRNA:CR46082	chr3R_+_30137457_30139694_30143486	chr3R	+	30137457	30139694;30143486	0.00226289328769732	0.017900513582968	0.189466666666667;-0.189466666666667
lncRNA:CR46115	chr3R_+_30697837_30697942_30698766_30701975	chr3R	+	30697837	30697942;30698766;30701975	3.50166925890633e-05	0.000525708658241182	0.152966666666667;-0.2002;0.0471666666666666
Sox100B	chr3R_+_31073362_31073437_31081890	chr3R	+	31073362	31073437;31081890	0.00952227334425529	0.0557986282868106	-0.0527333333333333;0.0527333333333333
CG41099	chr3R_+_3850235_3864290_3864294	chr3R	+	3850235	3864290;3864294	0.0203297549634649	0.0998244889251663	-0.0346333333333335;0.0346333333333333
CG1172	chr3R_+_5394727_5394786_5394793_5395521	chr3R	+	5394727	5394786;5394793;5395521	1.32203373982579e-05	0.000220996017382641	0.0202666666666667;0.0052;-0.0254666666666665
Itpr	chr3R_+_5517888_5527532_5527577	chr3R	+	5517888	5527532;5527577	0.00169831241922275	0.0141985018380126	-0.2928;0.2928
CG17917	chr3R_+_6342135_6342334_6343202	chr3R	+	6342135	6342334;6343202	0.00501625054154854	0.0337907630512578	0.00870000000000004;-0.0087
gpp	chr3R_+_6444310_6445533_6446458	chr3R	+	6444310	6445533;6446458	0.00770013202181397	0.0474225080254387	-0.0836333333333333;0.0836333333333334
sunz	chr3R_+_6630761_6630802_6630818	chr3R	+	6630761	6630802;6630818	0.0119575088824533	0.06650756087599	-0.00583333333333333;0.00583333333333325
CG1979	chr3R_+_7057808_7058413_7058429_7059438	chr3R	+	7057808	7058413;7058429;7059438	7.80286917030928e-21	8.42460703142586e-19	0.00340000000000018;0.00593333333333333;-0.00933333333333333
CG42650	chr3R_+_7391963_7392014_7392053_7398051	chr3R	+	7391963	7392014;7392053;7398051	3.18274378085211e-12	1.58498173043194e-10	0.0235333333333334;-0.000466666666666666;-0.0230333333333333
CG10903	chr3R_+_8031083_8031134_8031144	chr3R	+	8031083	8031134;8031144	0.0424502542353665	0.168982945986751	-0.0225333333333333;0.0225333333333333
CG11755	chr3R_+_8677047_8677094_8677111_8677120_8678271	chr3R	+	8677047	8677094;8677111;8677120;8678271	1.12584833138466e-08	3.46553055373655e-07	-0.00633333333333333;0.0186666666666667;0.00173333333333333;-0.0140666666666667
lncRNA:CR43130	chr3R_+_8820862_8820917_8822467	chr3R	+	8820862	8820917;8822467	1.95262793271134e-36	5.33782004363018e-34	0.1371;-0.1371
RanGAP	chr2L_+_19442255_19444950_19445078_19445179_19445183_19445207	chr2L	+	19442255	19444950;19445078;19445179;19445183;19445207	0.00192481762783469	0.0157038619798994	0.676333333333333;-0.0442666666666667;-0.0988666666666667;-0.0783666666666667;-0.454833333333333
Glut4EF	chr3R_+_9943894_9953771_9982277	chr3R	+	9943894	9953771;9982277	0.00103225900093405	0.00941148885594729	0.203566666666667;-0.203566666666667
sv	chr4_+_1108344_1108472_1110779	chr4	+	1108344	1108472;1110779	4.22282655290449e-12	2.07558225390312e-10	0.4864;-0.4864
Cadps	chr4_+_1247238_1248204_1248301	chr4	+	1247238	1248204;1248301	0.0184569180980803	0.0928715340752548	0.0531666666666667;-0.0531666666666666
RhoGAP102A	chr4_+_264429_264484_282373	chr4	+	264429	264484;282373	0.00154994846466288	0.0131689246552583	0.0458333333333333;-0.0458333333333333
Hcf	chr4_+_365805_365858_365879_365882_366010	chr4	+	365805	365858;365879;365882;366010	0.00393274403934571	0.0277477660441085	0.0800333333333336;-0.0369;0.0336333333333333;-0.0766666666666667
Hcf	chr4_+_366762_369505_371089	chr4	+	366762	369505;371089	0.00749688667610911	0.0464782374985452	0.0216333333333333;-0.0216333333333333
Hcf	chr4_+_371160_371217_371240_371258	chr4	+	371160	371217;371240;371258	0.0390860451231848	0.159357629953696	0.153866666666667;-0.146733333333333;-0.00710000000000001
NONE	chr4_+_916986_917084_927830	chr4	+	916986	917084;927830	1.81222725584878e-11	8.27847904204508e-10	0.895833333333333;-0.895833333333333
RluA-2	chr2L_+_10481570_10481620_10481645	chr2L	+	10481570	10481620;10481645	0.00310653012961215	0.0230909536342759	0.3475;-0.3475
RluA-2	chr2L_+_10482574_10482623_10482635	chr2L	+	10482574	10482623;10482635	0.0311735146147345	0.136260308387096	0.208633333333333;-0.208633333333333
CG32640	chrX_+_13178500_13179416_13179445	chrX	+	13178500	13179416;13179445	0.00076647364229919	0.0073305096404559	0.316933333333333;-0.316933333333333
Tango2	chrX_+_13617936_13618100_13618271	chrX	+	13617936	13618100;13618271	0.0423126736607835	0.168591978455771	-0.0347;0.0347000000000001
asRNA:CR43464	chr2L_+_2002346_2003443_2008671	chr2L	+	2002346	2003443;2008671	1.7030988165035e-12	8.73174549648852e-11	0.8249;-0.8249
mud	chrX_+_14254288_14255011_14255014_14255457	chrX	+	14254288	14255011;14255014;14255457	1.28788080228848e-65	1.03418438274767e-62	0.331466666666667;0.0818;-0.4133
