FlyBase ID,Gene,Chr,Average,log2(SRPK/Control),pvalue,padj,log2(U2af38/Control),pvalue,padj
FBgn0011812, Lcp1Psi,chr2R,1.578778407,0,1,1,2.883662164,0.007719511,0.011021957
FBgn0002531, Lcp1,chr2R,3.79683247,-0.016988953,0.900013896,0.945984858,2.770793507,0.003991519,0.005867453
FBgn0033289, CG2121,chr2R,116.4050986,1.862613113,2.02E-21,9.94E-20,1.151700725,7.91E-09,1.81E-08
FBgn0033286, CG2127,chr2R,62992.61859,-0.196230026,0.015008586,0.039817085,-1.992423918,1.02E-111,1.75E-110
FBgn0050362, boly,chr2R,10247.68845,-0.241493572,0.000182178,0.000827811,-1.394022737,3.95E-92,5.36E-91
FBgn0050363, cola,chr2R,0,0,NA,NA,0,NA,NA
FBgn0050366, swif,chr2R,0,0,NA,NA,0,NA,NA
FBgn0050364, hubl,chr2R,0,0,NA,NA,0,NA,NA
FBgn0050365, spaw,chr2R,0,0,NA,NA,0,NA,NA
FBgn0028563, sut1,chr2R,89.9694492,-0.358633447,0.023512125,0.05821878,1.853277603,3.87E-21,1.50E-20
FBgn0028562, sut2,chr2R,38.10776001,0.030744031,0.839161081,0.910062794,4.770310005,4.22E-15,1.32E-14
FBgn0028561, sut3,chr2R,1546.386992,-0.298836139,0.000419165,0.001743563,-3.508094525,1.70E-245,1.53E-243
FBgn0033257, sand,chr2R,274.4400756,1.064123678,9.64E-15,2.42E-13,0.965953881,3.18E-12,8.80E-12
FBgn0033259, Tmem63,chr2R,1303.924656,0.091889918,0.178089736,0.30201104,-0.61165715,1.98E-16,6.56E-16
FBgn0033261, udd,chr2R,207.9291654,0.104193263,0.384980994,0.535981311,0.90317937,3.43E-10,8.52E-10
FBgn0033264, Nup50,chr2R,1671.300088,0.452224987,2.71E-11,4.32E-10,-0.492850031,1.49E-11,3.98E-11
FBgn0033266, Socs44A,chr2R,658.5444745,0.077455031,0.402767247,0.554992611,-0.027899957,0.781474793,0.817599112
FBgn0005648, Pabp2,chr2R,2520.008607,-0.052819922,0.452479027,0.603929702,0.487086008,5.03E-11,1.31E-10
FBgn0050297, tRNA:Ile-AAT-1-2,chr2R,8.789055258,0.443844377,0.050364834,0.11014404,3.066097776,0.000188479,0.000313745
FBgn0021995, Rs1,chr2R,841.7493631,0.089993549,0.189320033,0.316285187,0.728572364,1.95E-25,8.44E-25
FBgn0033273, Gasz,chr2R,642.1797091,0.061295833,0.449393188,0.600689915,0.329426175,0.000140934,0.000237049
FBgn0011659, Mlh1,chr2R,272.7387501,-0.2655828,0.00405964,0.012871094,-2.738750297,2.08E-89,2.72E-88
FBgn0053087, LRP1,chr2R,2260.627202,0.592137513,1.37E-11,2.29E-10,0.497604177,5.67E-08,1.23E-07
FBgn0013726, pnut,chr2R,1045.102166,-0.261026564,0.000120109,0.000572392,-0.683581009,5.80E-21,2.23E-20
FBgn0033277, CG14760,chr2R,16.99069065,0.061748243,0.689068472,0.800095141,1.67155035,9.77E-06,1.80E-05
FBgn0050369, CG30369,chr2R,776.335991,-0.351936882,0.010203637,0.028569476,-1.924052088,1.60E-25,6.96E-25
FBgn0033278, CG14759,chr2R,743.4590326,-0.700245828,2.09E-09,2.50E-08,-1.915947217,6.90E-50,5.03E-49
FBgn0050371, CG30371,chr2R,74.31741686,0.581505149,0.021292737,0.053562414,6.58392802,2.82E-10,7.05E-10
FBgn0050375, CG30375,chr2R,61.89987007,-0.933243739,2.20E-06,1.57E-05,-1.596416929,8.38E-13,2.39E-12
FBgn0050376, CG30376,chr2R,18436.58333,-0.374342116,5.08E-08,4.89E-07,-1.871167322,1.48E-145,3.75E-144
FBgn0033280, CG12126,chr2R,3743.158554,-0.586039053,2.05E-14,4.93E-13,-0.705349645,7.29E-19,2.61E-18
FBgn0033279, CG2291,chr2R,6005.545378,-0.294190757,5.55E-05,0.000289187,-1.426803738,1.10E-73,1.17E-72
FBgn0010109, dpn,chr2R,23.35566545,0.071687048,0.64264002,0.763635789,4.367603033,1.93E-13,5.66E-13
FBgn0033275, CG14756,chr2R,8.395665599,0.277991018,0.118160937,0.218989612,5.101365437,2.55E-06,4.92E-06
FBgn0033274, CG14757,chr2R,3922.501882,-0.439910659,6.01E-15,1.55E-13,-1.453035667,2.16E-132,4.61E-131
FBgn0050373, CG30373,chr2R,366.9924958,0.242801098,0.021392989,0.053781033,0.266536188,0.027233418,0.036561932
FBgn0033272, RagC-D,chr2R,934.4902744,0.144197304,0.034217562,0.079626952,0.261675474,0.000224181,0.000370967
FBgn0033271, CG8708,chr2R,15.9158892,-0.440693849,0.0493901,0.108387202,2.261427454,6.04E-06,1.13E-05
FBgn0050374, CR30374,chr2R,7.110923872,-0.014730184,0.92133029,0.961777191,1.536793441,0.022013263,0.029881378
FBgn0010504, kermit,chr2R,6661.887523,-0.394862041,4.70E-10,6.30E-09,-1.38179775,2.37E-95,3.37E-94
FBgn0033268, Obp44a,chr2R,19848.16299,-0.24185337,0.003434584,0.011166035,-0.680685471,4.33E-14,1.31E-13
FBgn0033260, Cul4,chr2R,3488.27959,0.341536366,1.54E-07,1.37E-06,-0.007464882,0.909038212,0.928935944
FBgn0033258, uno,chr2R,5578.432381,-0.377714627,6.93E-14,1.54E-12,-1.011392831,3.66E-83,4.36E-82
FBgn0025469, slv,chr2R,258.382785,0.168671519,0.123290595,0.226388493,-0.775514888,2.99E-08,6.60E-08
FBgn0021814, Vps28,chr2R,3774.090419,-0.216387348,0.00019155,0.000866088,-0.322789487,8.66E-08,1.85E-07
FBgn0040778, CG17977,chr2R,1138.482349,-0.160992349,0.0181382,0.046827768,-0.232340512,0.001221306,0.001885704
FBgn0033252, CG12769,chr2R,357.0283453,1.567643878,2.21E-23,1.31E-21,3.689802363,5.90E-133,1.26E-131
FBgn0033221, CG12825,chr2R,10.32392126,0.205982324,0.232957789,0.370170064,1.052560172,0.026948576,0.036205605
FBgn0033222, CG12824,chr2R,5.3121368,-0.345030999,0.090151409,0.176150893,-0.534583357,0.24937601,0.292263108
FBgn0002891, PolZ1,chr2R,3079.291921,0.868590276,2.31E-21,1.13E-19,-1.355501784,3.52E-42,2.22E-41
FBgn0003317, sax,chr2R,2301.722665,0.242402037,0.00033268,0.001419282,0.458953251,7.71E-11,1.99E-10
FBgn0033226, puml,chr2R,3838.123323,-0.103460112,0.049124323,0.107914203,-1.148446527,1.98E-94,2.77E-93
FBgn0003082, phr,chr2R,588.6849122,0.878014711,5.10E-18,1.86E-16,0.728806078,1.62E-12,4.54E-12
FBgn0033229, CG12822,chr2R,219.9808794,0.29521049,0.013649824,0.036701544,-0.71880441,3.75E-06,7.15E-06
FBgn0040780, Atg10,chr2R,23.20847363,0.051432622,0.736452468,0.833114939,0.065985909,0.822606757,0.853709029
FBgn0050377, CG30377,chr2R,67.35943283,0.865612902,3.62E-05,0.000196184,-0.492910923,0.043461622,0.056980524
FBgn0015509, Cul1,chr2R,4590.305953,-0.217336951,4.50E-05,0.000239607,-2.053182775,1.41E-278,1.95E-276
FBgn0033234, MFS12,chr2R,91.59639407,0.140778913,0.272254173,0.416321899,-2.17520749,3.23E-23,1.32E-22
FBgn0026722, drosha,chr2R,307.2046776,0.003760453,0.970873463,0.997477822,-0.074107265,0.525289749,0.575015479
FBgn0050379, CG30379,chr2R,19.20254237,-0.051269303,0.739010113,0.834862381,-1.74665588,0.003796493,0.005595482
FBgn0033238, azot,chr2R,1430.331255,-0.830927182,5.85E-34,7.99E-32,-2.511196525,1.04E-248,9.83E-247
FBgn0050378, CG30378,chr2R,6336.859362,-0.49372496,1.78E-11,2.93E-10,-2.174781859,8.89E-170,2.98E-168
FBgn0033240, CG2906,chr2R,273.5027048,0.817954585,2.68E-08,2.70E-07,-1.519104368,7.93E-18,2.76E-17
FBgn0027548, nito,chr2R,827.0919476,-0.064432387,0.412819488,0.56483712,-0.171488405,0.042613183,0.055916257
FBgn0027054, CSN4,chr2R,1801.93149,0.169412809,0.004605863,0.014404603,-0.244415747,0.000109864,0.00018617
FBgn0033247, Nup44A,chr2R,1497.366722,-0.051327772,0.43395824,0.585286617,0.377101062,2.81E-08,6.21E-08
FBgn0013307, Odc1,chr2R,11.27197335,-0.458725626,0.046892133,0.103759946,1.070731733,0.021074777,0.028672433
FBgn0013308, Odc2,chr2R,75.61442116,0.40306786,0.01301603,0.03527983,-0.705952534,0.003498078,0.005183906
FBgn0033249, CG11191,chr2R,6.858516072,0.062759019,0.678441486,0.793804604,2.519670785,0.000765129,0.001203525
FBgn0027788, Hey,chr2R,26.19586202,-0.664595961,0.008684826,0.024906787,0.255248314,0.433754092,0.484094622
FBgn0033248, Dic3,chr2R,1582.092372,-0.441582977,6.78E-06,4.36E-05,-4.225792927,3.06E-264,3.86E-262
FBgn0033246, ACC,chr2R,5659.316979,0.086362755,0.304012798,0.453026557,0.87411062,3.94E-21,1.52E-20
FBgn0033244, CG8726,chr2R,1247.30706,0.139341041,0.017745804,0.045937355,0.278212514,3.91E-06,7.43E-06
FBgn0033243, CG14763,chr2R,2560.863137,-0.024935707,0.583106989,0.714730547,-1.027275245,3.12E-100,4.70E-99
FBgn0026361, Septin5,chr2R,237.5617609,0.203643461,0.095470886,0.184731352,1.284199491,1.10E-17,3.81E-17
FBgn0033241, CG2915,chr2R,1100.743762,-0.058183329,0.431586594,0.582896798,-1.346417418,1.08E-57,8.97E-57
FBgn0033236, CG14764,chr2R,687.8945401,-0.156205296,0.058391124,0.124192837,0.956612287,3.88E-29,1.85E-28
FBgn0050380, CG30380,chr2R,20.94636871,-0.06221764,0.686606054,0.798777804,3.628375166,2.47E-13,7.21E-13
FBgn0033235, CG8728,chr2R,10245.65056,-0.285185441,4.42E-07,3.63E-06,-1.258925119,1.63E-100,2.46E-99
FBgn0023171, rnh1,chr2R,1567.202284,-0.363803526,1.50E-06,1.11E-05,-2.410736863,2.41E-171,8.22E-170
FBgn0050381, PIG-X,chr2R,185.0869638,0.460430413,0.000961653,0.003630859,1.22674346,7.39E-14,2.21E-13
FBgn0033233, Kdm4A,chr2R,1799.452818,-0.111084689,0.032663139,0.076562245,0.329508879,2.99E-10,7.47E-10
FBgn0026393, Or43b,chr2R,177.4144728,-0.391537204,0.002461083,0.008342638,0.50153498,0.000571848,0.000910689
FBgn0033232, CG12159,chr2R,2066.731955,-0.280835797,1.91E-07,1.67E-06,-0.385325042,4.16E-12,1.15E-11
FBgn0050382, Prosalpha1R,chr2R,15.34993495,-0.22919152,0.188722892,0.315523226,1.128621479,0.004470503,0.006541162
FBgn0029093, cathD,chr2R,3198.665473,0.011778078,0.850060567,0.918051746,-0.272725442,3.25E-05,5.74E-05
FBgn0033225, TTLL12,chr2R,460.6849134,0.190447209,0.049779992,0.109072171,-0.182164419,0.097603453,0.122075286
FBgn0033224, Nop17l,chr2R,6584.419874,0.04597907,0.385505826,0.536443356,0.711654326,5.28E-39,3.14E-38
FBgn0033187, PIG-G,chr2R,2245.396651,0.435883492,3.41E-11,5.37E-10,-0.348589663,6.31E-07,1.27E-06
FBgn0033190, Gpo2,chr2R,4369.123655,-0.238644887,0.004953671,0.015322923,-2.665105657,5.50E-169,1.82E-167
FBgn0033192, Corin,chr2R,136.9369163,-0.054208473,0.713462161,0.8158914,1.34147231,3.34E-08,7.36E-08
FBgn0033194, Vps13,chr2R,7652.374433,0.462559758,4.09E-09,4.68E-08,-0.73847247,1.09E-18,3.86E-18
FBgn0050491, CG30491,chr2R,1977.286562,0.059537573,0.320964595,0.471488947,-2.204301267,4.31E-215,2.55E-213
FBgn0050495, CG30495,chr2R,94.14469283,-0.073494671,0.540971503,0.680363149,-1.928090166,8.52E-23,3.44E-22
FBgn0033203, CG2070,chr2R,41.39279026,-1.671396776,4.26E-08,4.15E-07,-3.081648887,9.38E-16,3.02E-15
FBgn0033204, CG2065,chr2R,416.8244249,-0.768809215,4.90E-11,7.54E-10,-1.327626226,3.39E-26,1.50E-25
FBgn0033205, CG2064,chr2R,369.7774611,-0.412748121,9.07E-05,0.000447106,-1.94002543,2.43E-50,1.79E-49
FBgn0033209, CG12107,chr2R,1479.415317,-0.029790761,0.644305679,0.764851452,0.434950899,6.59E-11,1.71E-10
FBgn0050493, Coq9,chr2R,693.8211196,0.241544382,0.010009946,0.0281163,0.120908697,0.238526185,0.280370245
FBgn0050496, CG30496,chr2R,1516.715564,-0.03736493,0.567163818,0.701662635,-1.853448989,5.05E-134,1.10E-132
FBgn0033214, CG1941,chr2R,86.39247307,0.347727885,0.018499527,0.047590453,0.012048618,0.950578508,0.963679632
FBgn0033215, Dgat2,chr2R,22.10804653,0.508770639,0.025207424,0.061658944,2.164502444,1.35E-06,2.65E-06
FBgn0033216, CG1946,chr2R,14.54200998,-0.669312871,0.008650554,0.024837797,-1.117344936,0.005242713,0.007623161
FBgn0015614, CanB2,chr2R,974.1437868,-0.277122554,2.26E-05,0.000129096,-0.590258984,2.08E-17,7.13E-17
FBgn0000337, cn,chr2R,42.02314133,-0.330439213,0.071770702,0.146726764,2.499687263,1.30E-13,3.84E-13
FBgn0042135, Gdap2,chr2R,1788.051612,-0.215669002,0.00428559,0.01349986,0.566508515,1.18E-12,3.33E-12
FBgn0003733, tor,chr2R,330.7824507,0.21620515,0.094037535,0.182549445,3.422664171,3.42E-100,5.14E-99
FBgn0033212, LRR,chr2R,4361.283099,0.270423777,4.85E-05,0.000257258,0.33288618,1.87E-06,3.63E-06
FBgn0033210, U2A,chr2R,473.0549048,0.342171707,0.000141491,0.000662155,0.748915713,4.70E-15,1.47E-14
FBgn0033208, mRpL52,chr2R,626.8053361,0.151066091,0.100868661,0.192815337,0.579825736,7.46E-09,1.71E-08
FBgn0033207, CG12826,chr2R,134.4023113,-0.482157314,0.003710166,0.011941564,1.637877614,8.01E-17,2.69E-16
FBgn0033206, DCTN4-p62,chr2R,338.9079299,0.08754718,0.340505694,0.491902581,0.277484262,0.005764479,0.008349981
FBgn0033202, CG1339,chr2R,13.16325168,-0.022709325,0.869632201,0.931483137,5.337802318,3.67E-08,8.05E-08
FBgn0033199, CG17985,chr2R,236.9921688,-0.161069874,0.174275422,0.297193606,0.300465524,0.033028114,0.04394403
FBgn0028687, Rpt1,chr2R,4345.020768,-0.104939622,0.009931783,0.027944189,-0.446767336,1.36E-26,6.05E-26
FBgn0033196, CG1358,chr2R,162.2998694,0.284918665,0.025182113,0.061615728,0.943396762,2.27E-09,5.39E-09
FBgn0004133, blow,chr2R,813.7383494,-0.161212062,0.069614543,0.143226859,-0.711145652,1.28E-12,3.62E-12
FBgn0004132, boca,chr2R,295.6964907,0.221413546,0.026306424,0.063949363,0.528240443,1.76E-06,3.43E-06
FBgn0050499, Rpe,chr2R,3048.701986,-0.212546157,0.00082076,0.003162653,-2.062703507,1.41E-192,6.33E-191
FBgn0033191, CG1598,chr2R,3076.071881,0.206092246,1.49E-05,8.95E-05,0.450878712,7.36E-21,2.81E-20
FBgn0033188, Drat,chr2R,731.7568236,0.616298191,2.41E-06,1.70E-05,2.045630162,1.24E-45,8.35E-45
FBgn0033186, CG1602,chr2R,301.9041914,0.120537561,0.271398668,0.415289419,0.048784497,0.699938475,0.742436795
FBgn0003174, pwn,chr2R,253.6281988,0.199037953,0.083906496,0.166327373,0.300329059,0.029176013,0.039007566
FBgn0033158, CG12164,chr2R,14.14618912,-0.096078234,0.540045248,0.679407685,1.143068381,0.004179415,0.006128615
FBgn0033160, Dhx15,chr2R,2939.210685,0.432321588,1.21E-14,2.98E-13,0.808036105,1.29E-45,8.69E-45
FBgn0033164, CG11112,chr2R,43.33468296,0.216439099,0.218717538,0.352969383,-0.171393721,0.732327077,0.772881342
FBgn0033165, CG11113,chr2R,13.95894144,-0.095930081,0.540973527,0.680363149,-0.128971503,0.743416875,0.78350056
FBgn0003460, so,chr2R,428.5080032,-0.913789928,2.91E-22,1.57E-20,-2.132877124,1.04E-92,1.41E-91
FBgn0033169, CG11123,chr2R,649.0451759,0.405431985,1.30E-07,1.17E-06,-0.436673463,3.45E-07,7.05E-07
FBgn0033174, CG11125,chr2R,10091.63881,-0.027010638,0.604772844,0.73216547,-1.854673275,3.37E-246,3.10E-244
FBgn0033178, CG11127,chr2R,233.0853669,0.17384961,0.0859747,0.169581956,-1.105929563,5.33E-17,1.80E-16
FBgn0033185, CG1603,chr2R,1511.801048,0.463679314,1.81E-12,3.43E-11,-0.061023245,0.364880588,0.413557636
FBgn0025185, az2,chr2R,248.1467609,0.319480151,0.003770805,0.01210532,1.22033473,2.70E-23,1.11E-22
FBgn0033184, mEFTu2,chr2R,4510.470825,0.005172925,0.936259388,0.972826363,-2.064556201,1.51E-187,6.34E-186
FBgn0015929, dpa,chr2R,1054.911188,0.096711504,0.130915073,0.237922761,-0.795363572,1.85E-29,8.88E-29
FBgn0033183, CG1620,chr2R,1561.564494,-0.140063407,0.044691006,0.099682956,-0.823901741,1.92E-27,8.76E-27
FBgn0010548, Aldh-III,chr2R,3314.62138,-0.553739289,2.19E-22,1.20E-20,-1.95356333,2.11E-227,1.43E-225
FBgn0033179, p47,chr2R,5195.750113,0.034824273,0.484578058,0.631659723,-0.185878511,0.000298833,0.000489236
FBgn0033177, CG11141,chr2R,4978.54146,0.156487903,0.020796436,0.05256839,0.708350253,3.88E-23,1.58E-22
FBgn0050502, fa2h,chr2R,47.02925095,-0.12595794,0.419046415,0.571030877,1.72065999,5.55E-08,1.20E-07
FBgn0040513, kappaB-Ras,chr2R,0,0,NA,NA,0,NA,NA
FBgn0050503, CG30503,chr2R,0,0,NA,NA,0,NA,NA
FBgn0033168, CG11145,chr2R,1886.432136,-0.521275069,2.05E-11,3.33E-10,-1.689625381,1.57E-90,2.08E-89
FBgn0033167, CG1701,chr2R,33.8570957,0.032512299,0.814591893,0.892783855,0.233693812,0.717556728,0.75872542
FBgn0033166, Eaf,chr2R,1927.404993,0.427816747,2.39E-10,3.33E-09,0.119054688,0.088059995,0.110858293
FBgn0041243, Gr43a,chr2R,56.08262142,-0.250701286,0.144434506,0.257130423,1.783646897,2.97E-08,6.55E-08
FBgn0000352, cos,chr2R,746.4613493,0.19732819,0.012889593,0.035007751,0.32443271,0.000128425,0.000216639
FBgn0033159, Dscam1,chr2R,1789.890914,-0.243094681,0.00028702,0.001244241,0.24553839,0.000398725,0.000644842
FBgn0033127, Tsp42Ef,chr2R,540.0018638,-0.540757484,2.34E-07,2.02E-06,-0.908356698,2.63E-15,8.34E-15
FBgn0033128, Tsp42Eg,chr2R,538.0854144,-0.142940944,0.197468434,0.326555144,-0.957292008,2.87E-12,7.95E-12
FBgn0033129, Tsp42Eh,chr2R,141.7764929,-0.387227552,0.002796475,0.009340123,-0.823804034,3.29E-07,6.74E-07
FBgn0033130, Tsp42Ei,chr2R,874.6788654,-0.665435408,6.90E-10,8.96E-09,-1.368754051,1.08E-31,5.52E-31
FBgn0033131, CR12842,chr2R,28.80681076,0.622091318,0.005956454,0.01799999,0.35819542,0.251308968,0.294425617
FBgn0033132, Tsp42Ej,chr2R,118.1823177,-0.364782857,0.008728969,0.025013942,-0.704114515,8.98E-05,0.000153192
FBgn0033133, Tsp42Ek,chr2R,15.54476149,-1.255879952,0.000664686,0.002626487,0.145503614,0.658280021,0.70300651
FBgn0033134, Tsp42El,chr2R,180.8384792,-0.226889971,0.071082547,0.145782065,-0.333769441,0.033868183,0.045005504
FBgn0016032, lbm,chr2R,23.91637476,0.169508669,0.288112528,0.434513581,0.440064764,0.14751782,0.179915742
FBgn0033135, Tsp42En,chr2R,4.770388381,-0.381184679,0.056924157,0.121668707,1.795290955,0.00761876,0.010888302
FBgn0033136, Tsp42Eo,chr2R,8.396401545,-0.050897793,0.73845946,0.834415714,0.703695957,0.161684621,0.196109986
FBgn0033139, Tsp42Er,chr2R,60.03672054,0.446148429,0.009498718,0.026908863,-0.372845205,0.131939067,0.16217752
FBgn0033140, CG12836,chr2R,7.195175351,0.275537427,0.117679565,0.218298234,3.144770962,0.002301343,0.003460577
FBgn0024294, Spn43Aa,chr2R,663.4469633,-0.446164939,0.001258035,0.004612701,1.10461046,3.67E-11,9.63E-11
FBgn0003090, pk,chr2R,271.6918972,-0.011935549,0.911622683,0.954610346,0.837862875,1.01E-11,2.72E-11
FBgn0033149, CG11060,chr2R,2375.696679,-0.154846592,0.013270161,0.03588419,-2.456101845,5.36E-259,6.03E-257
FBgn0053140, CG33140,chr2R,2286.59702,-0.153138216,0.038516353,0.087793106,-2.424002657,4.91E-183,1.95E-181
FBgn0050385, CG30385,chr2R,476.2112098,-0.955706062,8.61E-20,3.70E-18,-2.628329043,1.64E-105,2.64E-104
FBgn0050384, CG30384,chr2R,2524.710368,-0.40160238,6.05E-07,4.85E-06,-2.883930188,2.77E-219,1.71E-217
FBgn0033153, Gadd45,chr2R,143.9921467,0.110922158,0.414031856,0.566111575,0.413782744,0.027082667,0.036374102
FBgn0026602, Adk3,chr2R,243.0530218,0.261051174,0.028915907,0.069117715,1.662127689,8.67E-33,4.51E-32
FBgn0026389, Or43a,chr2R,14.63493521,-0.0202987,0.878656576,0.936801363,5.741461848,5.04E-08,1.10E-07
FBgn0002930, nec,chr2R,548.7141547,-0.11104124,0.314199182,0.46408788,-0.868703813,1.65E-10,4.17E-10
FBgn0044011, Spn43Ad,chr2R,13.69542242,-0.326135323,0.102091106,0.19473649,1.606914214,0.002202825,0.003321368
FBgn0015039, Cyp9b2,chr2R,32.31764811,-0.044311532,0.770474806,0.859841488,0.710414238,0.012636076,0.017610074
FBgn0015038, Cyp9b1,chr2R,6.938662372,0.014221783,0.923466426,0.963565858,2.889730148,0.000320448,0.000522886
FBgn0033141, CG12831,chr2R,2685.183763,-0.507314567,2.81E-17,9.43E-16,-1.125497456,2.33E-72,2.42E-71
FBgn0050299, tRNA:Thr-AGT-1-2,chr2R,0,0,NA,NA,0,NA,NA
FBgn0050298, tRNA:Thr-AGT-2-1,chr2R,5.341193001,0.133990005,0.394931189,0.546249197,1.72807012,0.020541396,0.027983085
FBgn0033138, Tsp42Eq,chr2R,183.1437803,-0.470190159,0.00142028,0.005128275,-2.306513571,7.58E-29,3.59E-28
FBgn0027558, Pgant3,chr2R,1554.131479,0.086842162,0.209721786,0.34190865,-0.187303091,0.011207604,0.015725151
FBgn0033137, Tsp42Ep,chr2R,89.03135675,-0.244264467,0.111931789,0.209759887,0.35532174,0.099594803,0.124463818
FBgn0016126, CaMKI,chr4,685.538832,-0.345503699,0.00021552,0.000959837,-0.171566,0.087121876,0.109751445
FBgn0040324, Ephrin,chr4,1839.766186,0.065148639,0.407121218,0.558985546,0.168246089,0.045476426,0.059473264
FBgn0039911, CG1909,chr4,153.4368336,0.120539774,0.368301339,0.520399141,2.019155031,3.27E-30,1.60E-29
FBgn0024728, Slip1,chr4,2724.004697,-0.275634878,4.15E-08,4.05E-07,-0.35178415,8.76E-12,2.37E-11
FBgn0039920, CG11360,chr4,786.650535,-0.017988434,0.845009956,0.914283448,-0.165056086,0.106665326,0.132706542
FBgn0026199, myo,chr4,555.7483954,-0.28151656,0.000649857,0.002577999,-0.494311662,3.68E-08,8.07E-08
FBgn0039916, Ekar,chr4,235.7827098,1.456364187,3.66E-10,4.97E-09,3.521606049,9.82E-54,7.60E-53
FBgn0028996, onecut,chr4,77.50425464,0.314655645,0.042637608,0.095751987,-0.47250505,0.047153124,0.061546038
FBgn0039909, ND-49,chr4,1176.324982,0.055483269,0.49133922,0.636970964,-0.729516513,7.98E-16,2.58E-15
FBgn0026869, Tdg,chr4,1081.760523,-0.178987353,0.03249438,0.076266471,-0.398137553,1.44E-05,2.62E-05
FBgn0039908, Asator,chr4,1127.267486,-0.441021775,2.44E-13,5.08E-12,-2.404772608,3.04E-237,2.42E-235
FBgn0026262, Taf3,chr4,4676.535031,0.317266967,3.90E-07,3.24E-06,0.059974335,0.34287651,0.391235674
FBgn0039907, lgs,chr4,13492.99783,0.104769831,0.100473464,0.192265068,-0.166100242,0.012966172,0.018052106
FBgn0024811, Crk,chr4,1776.981181,-0.298933494,0.000308965,0.001325827,0.66377649,4.87E-14,1.47E-13
FBgn0039896, yellow-h,chr4,212.5027891,-0.300234969,0.006534027,0.019489654,-0.208240578,0.094873547,0.118882566
FBgn0039897, CG1674,chr4,393.198664,-0.29806002,0.02331569,0.057785634,0.588555604,0.000324091,0.000528729
FBgn0026777, Rad23,chr4,5283.892427,-0.095207076,0.090387909,0.176463293,1.057135809,1.50E-75,1.63E-74
FBgn0052850, CG32850,chr4,199.0631179,-0.202295938,0.106438299,0.201573733,-0.06398513,0.67419502,0.717991153
FBgn0039904, Hcf,chr4,5715.413439,0.055041815,0.260722811,0.402930709,-0.397328117,4.93E-15,1.54E-14
FBgn0039902, Zip102B,chr4,1214.330105,0.151012163,0.021683688,0.054345684,-0.936857709,6.37E-37,3.64E-36
FBgn0042696, NfI,chr4,119.667211,-0.17639638,0.210662843,0.342854273,-0.00313856,0.986833953,0.995261224
FBgn0053481, dpr7,chr4,70.44649889,0.958486955,2.90E-05,0.00016141,0.228029348,0.352185691,0.400739957
FBgn0051999, CG31999,chr4,237.8697743,0.452778547,0.000758036,0.002950521,-0.682648801,6.08E-05,0.000105251
FBgn0051998, CG31998,chr4,2441.036146,-0.244952972,4.83E-06,3.21E-05,-0.357666244,9.98E-11,2.56E-10
FBgn0039890, Abcd1,chr4,1285.899686,-0.140092621,0.059138929,0.125435839,-0.700508909,6.30E-18,2.19E-17
FBgn0039889, Arl4,chr4,1396.026896,0.038538504,0.587815129,0.718480326,0.114485907,0.122115072,0.150798312
FBgn0051997, CG31997,chr4,178.7850649,-0.090374921,0.470495071,0.620817437,-0.879734094,2.55E-07,5.26E-07
FBgn0052006, CG32006,chr4,321.6323425,1.63213109,1.71E-32,2.17E-30,1.140625373,2.47E-16,8.13E-16
FBgn0011747, Ank,chr4,5348.534749,0.121452203,0.009836206,0.027718811,-0.085282848,0.073626974,0.093658828
FBgn0017545, RpS3A,chr4,9313.945417,0.034990459,0.519101913,0.660585764,0.164650663,0.00329039,0.004885193
FBgn0004859, ci,chr4,526.1038976,-0.394486943,0.001219592,0.004489103,-0.68522951,2.17E-06,4.21E-06
FBgn0025740, PlexB,chr4,2346.614659,0.354267165,7.52E-06,4.80E-05,0.476550621,1.53E-08,3.44E-08
FBgn0052009, CR32009,chr4,24.91852013,0.03108387,0.839276369,0.910062794,1.15678849,0.00330309,0.00490318
FBgn0052010, CR32010,chr4,6.868895295,0.148843226,0.358009656,0.509744031,2.063457018,0.005188838,0.007548752
FBgn0052011, CR32011,chr4,17.50941735,0.064490439,0.674337201,0.790448757,2.512425721,5.21E-05,9.06E-05
FBgn0019985, mGluR,chr4,63.98662314,0.524039154,0.018812356,0.048246707,4.670253793,2.57E-33,1.36E-32
FBgn0019650, toy,chr4,99.00391959,0.105018001,0.471061493,0.621178884,3.152857146,3.75E-49,2.69E-48
FBgn0010217, ATPsynbeta,chr4,5632.619588,-0.090757568,0.16345849,0.282920531,-0.157486418,0.021038169,0.028627272
FBgn0013749, Arf102F,chr4,2953.12513,-0.130957987,0.091112933,0.177620642,0.232492597,0.005049671,0.00735203
FBgn0002521, pho,chr4,3391.134624,0.236726473,0.000376576,0.001585986,-0.132945095,0.056145506,0.072543627
FBgn0052017, CG32017,chr4,94.92263419,-0.112750619,0.434501782,0.585803456,1.196506577,3.10E-08,6.84E-08
FBgn0039928, Cals,chr4,3578.626973,-0.058169451,0.359008203,0.510759817,-0.617224207,4.98E-20,1.85E-19
FBgn0024913, Actbeta,chr4,105.6372455,0.410983186,0.007017728,0.020683695,0.06445511,0.744981047,0.784705259
FBgn0011642, Zyx,chr4,4011.004334,0.110924791,0.134007495,0.242069338,1.006870631,2.28E-37,1.31E-36
FBgn0039929, CG11076,chr4,2330.34352,0.064444942,0.297050904,0.444515423,0.449029071,2.30E-12,6.40E-12
