FlyBaseID,Control_rep1.norm,Control_rep2.norm,Control_rep3.norm,U2af38_rep1.norm,U2af38_rep2.norm,U2af38_rep3.norm,SRPK_rep1.norm,SRPK_rep2.norm,SRPK_rep3.norm
FBgn0024994,182.0395,195.5633,177.6,167.0365,125.939,148.1649,115.0776,159.0104,189.4388
FBgn0024992,3096.051,3047.6589,3327.1903,1612.5444,1628.5549,1693.9139,3260.1712,3712.6838,3585.6287
FBgn0000092,1.3791,1.5645,0,31.0517,24.9955,30.4736,7.5995,6.2767,1.2463
FBgn0025838,2515.4552,2249.7605,2503.261,1547.2288,1537.2251,1491.1065,1828.2145,2053.5357,2075.1031
FBgn0011276,1.3791,3.129,3.3722,29.9809,39.416,54.6424,10.8564,8.369,11.2168
FBgn0004647,918.4721,855.7851,940.8305,383.3273,344.1692,445.5456,699.1509,775.1757,811.3466
FBgn0040396,2621.6449,2633.0646,2639.2712,554.6467,565.2835,569.5418,2287.4394,2591.2419,2629.7103
FBgn0000479,962.6029,1057.6065,916.1014,630.6698,647.9611,663.0643,841.3695,854.6809,881.1399
FBgn0002933,0,0,0,0,0,0,0,0,4.9852
FBgn0003374,0,3.129,1.1241,2.1415,3.8455,7.3557,2.1713,5.2306,3.7389
FBgn0029660,1628.7021,1522.2649,1623.1293,435.7939,447.9968,450.7997,1507.9513,1464.5695,1618.9543
FBgn0029662,2461.6708,2320.1633,2613.418,541.7978,612.3905,593.7105,1751.1342,1943.693,2181.0393
FBgn0029661,4792.3283,4995.4696,5277.4183,2676.8665,2745.6629,2783.6091,4434.8316,4942.9222,5053.7797
FBgn0029659,25612.4092,25257.3949,25521.5725,14422.9568,15292.4578,14538.0261,24087.0522,24348.4684,26666.01
FBgn0029658,3322.2213,3307.367,3236.1421,1472.2766,1641.0527,1529.9867,2349.3208,2806.7429,2998.6175
FBgn0052493,0,0,1.1241,8.566,6.7296,5.2541,0,0,0
FBgn0029657,1592.8458,1580.1517,1577.0432,1304.1694,1340.145,1326.1286,1567.6614,1556.6282,1633.91
FBgn0029656,1701.7937,1710.0057,1724.2939,1359.8482,1358.4109,1257.8256,2099.6241,1947.8775,2065.1327
FBgn0003086,0,0,0,29.9809,18.266,34.6769,0,0,0
FBgn0010296,0,0,0,10.7075,19.2273,13.6606,0,0,0
FBgn0010295,0,0,0,24.6272,24.9955,25.2196,0,0,0
FBgn0010294,1.3791,0,1.1241,7.4952,4.8068,5.2541,0,0,0
FBgn0040393,0,0,0,22.4857,33.6478,30.4736,0,0,0
FBgn0000644,2.7582,10.9515,6.7443,27.8394,40.3774,45.185,13.0277,8.369,12.4631
FBgn0028746,874.3413,1016.9293,1037.4989,1310.5938,1095.9579,1304.0615,962.961,996.9534,918.5291
FBgn0040355,813.6615,746.2697,764.3545,1334.1503,1423.7839,1210.5389,984.6737,879.7878,844.997
FBgn0052793,1.3791,1.5645,0,2.1415,0.9614,1.0508,0,3.1384,0
FBgn0029642,186.1768,158.0152,139.3823,17.1319,11.5364,23.1179,148.7324,167.3794,200.6556
FBgn0025645,60.6798,76.6608,66.319,5.3537,16.3432,14.7114,46.6824,35.5681,73.5322
FBgn0029643,33.0981,35.9837,44.962,5.3537,6.7296,14.7114,34.7404,43.9371,43.6208
FBgn0029644,4.1373,9.387,6.7443,3.2122,0.9614,1.0508,2.1713,4.1845,3.7389
FBgn0029645,5.5163,6.258,2.2481,4.283,13.4591,5.2541,13.0277,5.2306,11.2168
FBgn0029646,0,0,1.1241,1.0707,0,0,1.0856,0,0
FBgn0029647,23.4445,31.2901,33.7215,3.2122,0,4.2033,19.5415,27.1991,27.4188
FBgn0029648,1266.0021,1370.5078,1337.6204,341.5682,366.2807,249.0432,828.3419,879.7878,840.0117
FBgn0028369,781.9425,714.9795,804.8203,86.7305,98.0594,109.2848,415.7994,415.3101,461.134
FBgn0029649,2.7582,1.5645,0,29.9809,15.3819,30.4736,0,1.0461,0
FBgn0003285,28.9608,42.2417,38.2177,508.6046,555.6699,544.3222,47.7681,62.7673,37.3892
FBgn0025644,0,1.5645,0,69.5985,69.2184,92.4717,0,0,1.2463
FBgn0029639,0,0,2.2481,24.6272,17.3046,25.2196,2.1713,0,0
FBgn0040354,0,0,0,40.6884,54.7979,48.3375,1.0856,0,0
FBgn0040353,0,0,0,41.7591,48.0683,49.3883,0,0,0
FBgn0040352,5.5163,1.5645,0,54.6081,34.6092,43.0834,3.2569,6.2767,1.2463
FBgn0029664,233.0658,306.6433,233.8026,124.2066,130.7459,139.7584,294.2079,308.6057,330.2717
FBgn0029666,1094.9953,1196.8476,1119.5546,823.4041,783.5137,773.3999,1451.4981,1312.882,1434.5007
FBgn0029669,997.0801,968.4296,964.4356,1460.4984,1284.3857,1388.1267,913.0216,809.6977,947.1942
FBgn0052792,0,0,2.2481,10.7075,17.3046,29.4228,4.3426,5.2306,0
FBgn0044046,15.17,7.8225,16.8608,16.0612,5.7682,23.1179,11.942,12.5535,18.6946
FBgn0023215,926.7467,855.7851,890.2482,1021.4923,1046.9282,1043.4593,999.8727,938.3706,916.0365
FBgn0015286,819.1779,869.8657,739.6254,811.6259,894.0709,801.7719,876.1099,814.9283,760.248
FBgn0023216,775.0471,744.7052,837.4178,1318.0891,1201.7082,1215.793,994.4445,1083.7814,980.8445
FBgn0029672,93.7779,111.08,94.4203,188.4514,191.3119,199.6549,180.2159,190.394,174.4831
FBgn0052791,99.2943,90.7414,94.4203,247.3425,247.0712,259.5513,160.6744,124.4884,173.2368
FBgn0029667,2634.0567,2726.935,2829.2358,884.4367,927.7187,991.9694,2448.1139,2556.7199,2901.4055
FBgn0029665,2372.0301,2486.001,2483.0281,1363.0604,1465.1226,1328.2302,2323.2655,2465.7074,2539.9761
FBgn0029663,1.3791,1.5645,0,86.7305,85.5616,111.3864,8.6851,7.3228,3.7389
FBgn0052785,0,0,0,1.0707,0,0,0,0,1.2463
FBgn0025118,1.3791,0,4.4962,3.2122,4.8068,1.0508,4.3426,4.1845,8.7242
FBgn0028491,5676.3233,5844.9967,5768.6285,1799.925,1915.0422,1681.3041,4803.9485,5363.4628,5445.1205
FBgn0029681,39.9935,39.1127,33.7215,12.849,21.1501,24.1687,15.1989,32.4298,16.202
FBgn0029686,66.1962,101.6929,74.1874,47.1129,59.6047,45.185,55.3675,79.5052,66.0543
FBgn0052786,438.5498,463.094,504.6988,465.7748,520.0993,502.2896,462.4818,492.723,494.7844
FBgn0052783,1565.2641,1767.8925,1880.5369,1086.8078,1049.8123,1081.2887,1251.7407,1421.6786,1570.3483
FBgn0029687,2268.5986,2423.4208,2017.6711,2384.5527,2544.7373,2265.5572,2229.9006,2215.6845,2177.3004
FBgn0029690,8.2745,17.2096,6.7443,96.3672,112.4799,131.3519,10.8564,6.2767,9.9705
FBgn0029689,377.8699,386.4331,457.4887,312.658,287.4486,329.9559,364.7744,316.9747,297.8677
FBgn0029688,3917.987,3843.9928,4422.0157,3020.5762,2997.5409,3375.2179,4933.1395,4730.5596,4996.4495
FBgn0029685,222.0331,253.4501,218.0658,274.1111,263.4144,277.4152,225.8127,260.4842,264.2173
FBgn0019661,4828.1846,4613.73,4375.9296,3772.2403,4149.258,3424.6062,4229.646,3750.3441,4206.2901
FBgn0029694,682.6482,783.8178,721.6406,419.7327,431.6536,435.0374,607.9573,558.6287,593.2427
FBgn0000221,246.8566,211.2084,256.2836,116.7114,124.9777,119.7929,267.067,240.6079,292.8824
FBgn0026084,7416.7315,7874.1618,6794.8869,4573.1587,4865.4761,3627.4135,7882.8181,7660.7447,6915.7641
FBgn0026085,362.7,284.7402,354.076,217.3616,191.3119,195.4516,415.7994,334.7587,372.6461
FBgn0026083,2286.5267,2326.4213,2205.3876,1753.8829,1795.8327,1702.3204,2304.8097,2385.1561,2333.0889
FBgn0066114,168.2486,212.7729,203.4532,249.484,270.144,204.9089,187.8154,233.285,230.567
FBgn0029697,194.4513,214.3374,156.2431,11.7782,21.1501,27.3212,219.2989,199.8091,194.4241
FBgn0029701,1354.2637,1534.781,1672.5875,969.0257,879.6504,903.7009,1227.8567,1230.2384,1425.7766
FBgn0029702,11177.5025,11278.5282,12339.8293,2673.6543,2905.2497,2984.3147,10030.2103,11786.6463,12942.9105
FBgn0029706,201.3467,261.2726,245.0431,174.5317,188.4278,179.6894,200.843,192.4863,215.6113
FBgn0029707,9.6536,0,3.3722,4.283,1.9227,1.0508,4.3426,5.2306,13.7094
FBgn0029705,6809.9331,7068.4409,7426.6034,5093.5416,5143.3111,5482.1021,6039.4047,6310.2024,7209.8929
FBgn0040907,12.4118,12.5161,17.9848,52.4666,47.107,68.303,17.3702,26.153,18.6946
FBgn0002707,239.9612,219.0309,246.1671,330.8607,263.4144,301.5839,325.6914,303.3751,317.8086
FBgn0040906,1572.1595,1710.0057,1614.1369,748.4519,700.8362,737.6722,1224.5998,1424.8169,1544.1758
FBgn0029703,5913.5263,6078.1082,6137.3172,4817.289,4752.9962,4805.3772,6332.5269,6249.5274,6646.5616
FBgn0040905,1450.7998,1919.6496,1435.4128,645.6602,412.4263,509.6453,1150.7764,1596.3808,1170.2834
FBgn0040904,7667.7254,7512.7608,7988.6288,2296.7515,2387.0732,2469.4154,7031.6779,7397.1222,8658.103
FBgn0029700,4022.7976,3969.1533,4335.4638,2130.7857,2421.6823,2281.3195,3636.8876,4530.7504,4765.8825
FBgn0052774,12.4118,12.5161,6.7443,1875.9481,1816.9828,1977.6339,4.3426,10.4612,4.9852
FBgn0041252,0,1.5645,2.2481,55.6788,37.4933,54.6424,1.0856,2.0922,1.2463
FBgn0029696,4.1373,7.8225,5.6203,34.2639,28.841,53.5916,1.0856,6.2767,1.2463
FBgn0000635,1650.7675,1738.1669,1617.509,1662.8695,1586.2548,1676.05,1655.5981,1528.3829,1508.0329
FBgn0026080,337.8764,358.272,340.5874,440.0769,471.0696,417.1736,476.5951,496.9075,458.6414
FBgn0026079,584.733,538.1903,593.4988,542.8685,501.8333,518.0518,713.2642,676.8403,722.8587
FBgn0004832,792.9752,769.7373,847.5343,1109.2935,1144.9876,1000.3759,885.8807,840.0352,859.9526
FBgn0029693,881.2368,910.5429,914.9773,1217.4389,1346.8745,1326.1286,1150.7764,1070.1819,974.613
FBgn0000179,106.1897,98.5639,74.1874,126.3481,132.6686,131.3519,167.1883,123.4423,88.4879
FBgn0029708,84.1243,42.2417,61.8228,37.4761,37.4933,36.7785,83.5941,62.7673,78.5174
FBgn0029709,681.2691,666.4798,638.4608,584.6276,522.9834,457.1045,631.8414,670.5636,727.844
FBgn0029710,729.5372,730.6246,656.4456,894.0734,981.5553,906.8534,854.3972,826.4357,812.5929
FBgn0029712,96.5361,87.6124,119.1494,98.5087,109.5958,106.1323,134.6191,116.1194,137.0939
FBgn0029714,205.484,164.2732,147.2506,396.1762,438.3831,414.0211,207.3569,224.916,184.4536
FBgn0029716,0,0,0,0,1.9227,0,0,0,0
FBgn0022768,6102.4613,5638.4819,6574.5729,8277.942,8224.4909,9093.7534,7794.8814,7884.6147,8431.2749
FBgn0029715,4386.8767,4349.3284,4428.76,2536.5987,2630.2989,2555.5822,3559.8073,4217.9602,4431.8719
FBgn0029713,75.8498,71.9673,75.3114,172.3902,187.4665,169.1812,79.2516,78.4591,53.5913
FBgn0029711,1358.401,1273.5084,1291.5343,1321.3013,1287.2698,1395.4824,1401.5588,1372.5109,1387.141
FBgn0003210,1736.2709,1562.9421,1706.3091,1296.6741,1169.9831,1258.8764,1728.3358,1571.2739,1511.7718
FBgn0052773,0,3.129,3.3722,148.8338,146.1277,216.4679,9.7707,11.5073,4.9852
FBgn0011760,4513.7527,4515.1661,4363.5651,9121.6903,8685.9468,9067.483,5429.2761,5253.6201,4844.3999
FBgn0028325,700.5763,699.3345,680.0507,511.8169,497.9879,404.5638,591.6728,649.6412,624.4004
FBgn0029722,11482.2808,11165.8838,12202.6951,4098.818,4282.888,4374.543,9437.4519,10634.867,11429.8924
FBgn0029727,222.0331,242.4985,203.4532,36.4054,40.3774,34.6769,257.2962,253.1613,238.0449
FBgn0029729,1318.4075,1383.0239,1482.623,585.6984,555.6699,621.0317,1074.7817,1175.8401,1338.535
FBgn0029730,4515.1318,4465.1019,4616.4765,3340.7294,3270.569,3177.6647,5242.5463,5460.7521,5891.2988
FBgn0029733,15.17,6.258,5.6203,6.4245,7.6909,10.5082,19.5415,12.5535,9.9705
FBgn0052772,383.3863,444.3199,400.1621,206.6541,188.4278,196.5024,388.6584,404.8489,431.2226
FBgn0029737,3369.1103,3171.2549,3683.5143,1827.7645,1939.0763,1992.3453,3811.6753,4010.8283,4532.8229
FBgn0004368,1624.5648,1575.4582,1605.1445,1738.8925,1774.6827,1621.4076,2014.9443,1819.2046,1848.275
FBgn0029740,783.3216,868.3012,866.6431,289.1016,279.7577,352.023,908.6791,933.14,1093.0123
FBgn0061196,3631.1368,3639.0424,3857.7422,2509.83,2727.3969,2620.7327,3324.2238,3601.7949,3970.7379
FBgn0029728,11897.3861,11073.5779,10884.1835,38477.2792,37223.1516,41621.7331,22123.1329,18750.6744,20136.6014
FBgn0029726,802.6288,772.8663,723.8887,901.5686,796.0115,851.1602,724.1206,757.3917,810.1003
FBgn0029725,2948.4886,3008.5462,3091.1396,2805.3561,2480.3257,2676.4259,3107.0962,3219.9607,3449.7811
FBgn0025679,2.7582,3.129,2.2481,117.7821,119.2095,146.0633,1.0856,6.2767,1.2463
FBgn0029724,1832.807,1777.2795,2004.1825,2031.2063,1925.6172,1813.7068,1897.6954,1987.6301,1957.9502
FBgn0029745,2133.448,2022.9071,2338.0256,1570.7853,1545.8774,1636.119,1974.7757,2102.7034,2384.1876
FBgn0029746,0,0,0,0,0,0,0,0,0
FBgn0003449,970.8775,837.011,826.1773,1265.6225,1312.2653,1233.6569,1056.3259,955.1086,909.805
FBgn0011761,108.9479,115.7735,80.9317,323.3655,363.3966,271.1103,105.3069,93.1048,105.9362
FBgn0029753,12640.7141,12588.0203,13702.1788,11663.6428,12055.5366,11792.2464,11767.2312,13701.0479,14158.061
FBgn0029755,93.7779,75.0963,79.8076,135.9848,113.4413,115.5897,87.9367,108.7966,88.4879
FBgn0014024,769.5307,802.5919,710.4001,573.9202,522.9834,533.814,859.8254,895.4797,869.9231
FBgn0029754,609.5566,480.3035,565.3975,827.6871,797.9342,724.0116,797.944,690.4399,660.5433
FBgn0029752,18723.8682,20017.8622,20361.0555,17228.3129,16066.3578,17559.1194,20296.004,22842.054,22750.1096
FBgn0029751,3381.522,3199.416,3539.6358,1936.9806,2052.5176,1956.6176,2616.3878,3088.1495,3211.7362
FBgn0029750,10562.4296,10494.7104,11477.6823,11148.6136,11080.7109,11957.2244,11336.2329,12733.3859,13123.6252
FBgn0029747,3211.8943,3160.3034,3807.1599,1278.4714,1200.7468,1568.8669,3711.7966,3662.4699,4050.5016
FBgn0052767,2118.2781,2071.4068,2143.5648,1648.9498,1496.8477,1773.7758,2040.9996,2008.5525,2174.8078
FBgn0026751,857.7923,891.7688,891.3723,1130.7084,1188.2491,1132.7786,1059.5828,1085.8737,1078.0566
FBgn0010014,28.9608,25.0321,26.9772,53.5373,52.8752,60.9473,16.2846,18.8302,33.6503
FBgn0029761,422.0007,436.4973,415.8988,326.5777,351.8602,420.326,287.6941,279.3143,348.9663
FBgn0029763,3083.6392,2939.7079,3136.1016,1797.7835,1796.7941,1873.6032,3641.2301,3406.1703,3477.1998
FBgn0029765,6.8954,4.6935,3.3722,26.7687,20.1887,14.7114,2.1713,3.1384,8.7242
FBgn0029766,278.5756,287.8692,245.0431,207.7248,246.1098,234.3318,262.7244,219.6854,196.9167
FBgn0029768,206.8631,137.6766,173.1038,112.4284,146.1277,173.3845,244.2686,212.3626,244.2764
FBgn0029770,0,0,0,11.7782,13.4591,23.1179,2.1713,3.1384,2.4926
FBgn0029771,190.314,158.0152,188.8405,100.6502,100.9435,106.1323,137.876,148.5492,164.5127
FBgn0026702,361.3209,342.627,336.0912,777.362,825.8139,849.0586,502.6504,478.0773,523.4494
FBgn0004687,3844.8954,3778.2835,3846.5017,3841.8388,4255.0084,3776.6293,4355.58,4141.5934,4563.9806
FBgn0029778,337.8764,323.8529,313.6102,194.8759,204.7711,179.6894,295.2936,266.7609,284.1583
FBgn0052762,0,0,1.1241,2.1415,0.9614,4.2033,0,1.0461,0
FBgn0029769,19.3072,35.9837,29.2253,21.4149,34.6092,25.2196,11.942,23.0147,12.4631
FBgn0029762,3353.9403,3476.3337,2874.1978,766.6546,848.8867,754.4852,2781.4048,2583.9191,2249.5863
FBgn0029756,286.8502,186.1763,302.3697,651.0139,646.9997,702.9953,338.7191,343.1277,324.0401
FBgn0028474,599.903,625.8026,642.957,1304.1694,1171.9058,1208.4373,826.1706,854.6809,773.9574
FBgn0029785,3204.9989,3376.2053,3359.7877,4420.042,4047.3532,4025.6724,3272.1132,3441.7384,3348.8301
FBgn0003747,0,1.5645,0,6.4245,14.4205,8.4065,0,1.0461,1.2463
FBgn0000394,175.1441,192.4343,157.3671,132.7726,116.3254,93.5225,148.7324,156.9182,190.6852
FBgn0029791,16.549,20.3386,25.8532,76.023,64.4116,83.0144,28.2266,25.1069,19.9409
FBgn0029795,0,1.5645,0,8.566,8.6523,7.3557,1.0856,2.0922,0
FBgn0029798,201.3467,203.3859,149.4988,551.4345,523.9448,532.7632,262.7244,256.2997,256.7395
FBgn0029799,9.6536,14.0806,7.8684,24.6272,38.4547,16.813,14.1133,7.3228,17.4483
FBgn0029801,376.4908,334.8044,352.9519,280.5356,295.1395,280.5676,331.1196,370.3269,329.0254
FBgn0029809,1201.185,1198.4121,1353.3571,751.6641,754.6727,788.1113,952.1046,1086.9198,1060.6083
FBgn0029810,19.3072,20.3386,10.1165,49.2543,49.0297,61.9981,7.5995,12.5535,23.6799
FBgn0029811,2.7582,4.6935,3.3722,25.6979,22.1114,27.3212,6.5138,3.1384,3.7389
FBgn0029812,2236.8796,2270.0991,2450.4307,2544.0939,2667.7922,2390.6042,2083.3395,2301.4664,2496.3553
FBgn0029814,68.9544,76.6608,79.8076,199.1589,153.8186,223.8236,71.6521,69.044,61.0691
FBgn0052761,0,0,0,7.4952,5.7682,6.3049,0,0,0
FBgn0029816,1226.0086,1207.7991,1131.9191,1545.0874,1572.7957,1466.9378,999.8727,1132.9491,1319.8404
FBgn0029817,3436.6855,3127.4487,3577.8536,4079.5446,3942.5642,3845.9831,3623.8599,3770.2204,4074.1815
FBgn0029820,7549.1238,7805.3235,8429.2567,3216.5228,3246.5348,3437.216,6905.7438,7587.5163,8125.9294
FBgn0029821,4.1373,9.387,6.7443,135.9848,127.8618,160.7747,4.3426,9.4151,3.7389
FBgn0029822,233.0658,234.676,224.8102,369.4076,386.4694,368.8361,264.8957,282.4527,239.2912
FBgn0029823,947.433,913.6719,990.2887,563.2127,571.0517,545.373,765.3748,813.8822,803.8688
FBgn0029819,7161.6003,7176.3919,7786.2996,2435.9485,2652.4103,2744.7289,6866.6609,7483.9503,8281.7179
FBgn0014340,615.0729,525.6742,540.6684,1201.3777,1248.8152,1181.1161,736.0626,665.333,591.9964
FBgn0029818,1667.3165,1522.2649,1672.5875,1076.1003,1059.4259,1135.9311,2039.914,2053.5357,1971.6596
FBgn0029813,2.7582,1.5645,4.4962,11.7782,3.8455,9.4573,1.0856,6.2767,2.4926
FBgn0029807,0,0,2.2481,14.9905,16.3432,17.8639,0,0,0
FBgn0029804,372.3536,311.3368,286.6329,333.0022,305.7146,308.9396,412.5425,423.679,325.2864
FBgn0013987,839.8642,860.4786,805.9444,898.3564,903.6846,805.9751,828.3419,796.0981,766.4795
FBgn0029800,220.654,195.5633,153.995,235.5643,248.9939,269.0087,193.2436,172.61,155.7885
FBgn0261383,1812.1207,1755.3764,1964.8407,4201.6097,3965.637,4680.3302,2558.849,2244.9759,2265.7883
FBgn0052758,259.2684,273.7887,264.1519,297.6676,362.4352,284.7709,318.092,296.0523,255.4932
FBgn0053080,86.8825,112.6445,97.7924,116.7114,109.5958,101.9291,42.3399,64.8595,78.5174
FBgn0027564,955.7075,935.575,919.4735,608.1841,591.2404,584.2532,1040.0413,1022.0603,1100.4901
FBgn0029789,599.903,495.9486,541.7925,372.6198,379.7398,367.7853,757.7754,739.6076,747.7849
FBgn0046687,290.9874,350.4495,325.9747,295.5261,315.3282,284.7709,377.8021,391.2493,338.9958
FBgn0015794,359.9418,392.6912,348.4557,617.8208,604.6996,545.373,391.9153,386.0187,417.5132
FBgn0029783,558.5304,481.868,549.6608,607.1133,615.2746,654.6578,619.8993,708.224,740.3071
FBgn0029824,446.8243,456.8359,376.557,409.0252,428.7695,422.4276,343.0616,391.2493,320.3012
FBgn0029825,1074.309,971.5586,885.752,979.7331,922.9119,980.4104,1309.2795,1180.0246,1142.8646
FBgn0052756,1308.7538,1179.638,1206.1065,1156.4063,1198.8241,1050.815,1471.0396,1408.079,1387.141
FBgn0029826,33.0981,37.5482,16.8608,123.1359,130.7459,111.3864,18.4558,27.1991,17.4483
FBgn0052755,405.4517,406.7717,415.8988,247.3425,256.6849,233.2809,404.943,413.2178,441.1931
FBgn0029827,1.3791,0,0,47.1129,37.4933,51.4899,0,0,0
FBgn0029828,48.2681,45.3707,62.9468,124.2066,132.6686,112.4372,37.9973,65.9056,41.1282
FBgn0029830,281.3338,283.1757,306.8659,237.7057,228.8052,179.6894,302.893,334.7587,316.5623
FBgn0029831,642.6547,822.9305,888.0001,220.5738,240.3416,207.0106,433.1696,608.8425,649.3266
FBgn0029833,513.0205,459.9649,448.4963,781.645,903.6846,814.3817,559.1036,536.6601,529.681
FBgn0029834,13.7909,15.6451,26.9772,61.0326,78.8321,97.7258,57.5388,58.5828,31.1577
FBgn0029835,16.549,21.9031,7.8684,22.4857,19.2273,19.9655,13.0277,14.6457,12.4631
FBgn0029843,497.8505,434.9328,438.3798,313.7288,323.0192,237.4842,450.5398,393.3415,403.8039
FBgn0029849,871.5832,872.9947,864.395,256.9792,280.719,287.9233,799.0296,807.6055,843.7506
FBgn0003514,2705.7693,2941.2725,2637.0231,2192.889,2270.7478,1936.6521,2565.3628,2623.6717,2501.3405
FBgn0029848,0,1.5645,3.3722,52.4666,62.4888,85.116,3.2569,2.0922,0
FBgn0040069,1.3791,0,0,55.6788,45.1842,73.5571,0,2.0922,0
FBgn0052751,0,0,0,40.6884,29.8024,47.2867,0,1.0461,0
FBgn0052750,1.3791,0,0,25.6979,15.3819,43.0834,0,0,0
FBgn0026060,111.7061,103.2574,113.5291,198.0881,223.9984,178.6386,115.0776,110.8888,115.9067
FBgn0029840,379.249,369.2236,370.9368,398.3177,426.8467,450.7997,436.4265,426.8174,397.5723
FBgn0029839,0,0,1.1241,73.8815,99.9821,118.7421,1.0856,0,0
FBgn0029838,151.6996,101.6929,129.2658,223.786,273.9895,252.1956,112.9064,140.1802,145.8181
FBgn0029837,88.2616,73.5318,91.0481,217.3616,233.6121,237.4842,80.3372,115.0733,90.9805
FBgn0003302,3093.2928,2958.482,3382.2687,2276.4073,2395.7254,2375.8928,3379.5914,3504.5057,3591.8602
FBgn0029003,0,3.129,2.2481,37.4761,66.3343,76.7095,0,2.0922,3.7389
FBgn0027546,5.5163,7.8225,6.7443,78.1645,56.7206,88.2685,1.0856,1.0461,0
FBgn0005390,30.3399,31.2901,30.3494,104.9332,102.8662,159.7239,20.6271,36.6142,17.4483
FBgn0029851,31.719,18.7741,26.9772,22.4857,16.3432,23.1179,14.1133,27.1991,32.404
FBgn0015818,601.2821,583.561,608.1115,944.3985,1080.576,924.7172,718.6924,656.964,644.3413
FBgn0029853,939.1584,1013.8003,1021.7621,415.4497,471.0696,417.1736,716.5211,897.5719,798.8835
FBgn0028982,1366.6755,1362.6853,1520.8407,1159.6186,1045.0054,1123.3213,1728.3358,1671.7015,1712.4274
FBgn0029857,226.1703,250.3211,215.8177,226.9983,273.0281,245.8907,299.6361,269.8992,255.4932
FBgn0029858,129.6342,134.5476,133.762,42.8299,49.0297,46.2359,148.7324,124.4884,110.9214
FBgn0029861,970.8775,940.2685,1070.0963,2467.0002,2307.2797,2430.5352,1542.6917,1456.2006,1430.7618
FBgn0029863,6.8954,14.0806,7.8684,28.9102,32.6865,30.4736,13.0277,1.0461,3.7389
FBgn0029864,1.3791,4.6935,4.4962,13.9197,15.3819,14.7114,10.8564,4.1845,2.4926
FBgn0029866,237.203,234.676,209.0734,117.7821,114.4026,92.4717,141.133,152.7337,145.8181
FBgn0029867,257.8893,290.9982,247.2912,374.7613,346.092,315.2445,299.6361,258.3919,240.5375
FBgn0052748,0,0,0,0,0,1.0508,0,0,0
FBgn0029873,427.5171,413.0297,426.0152,429.3694,348.9761,349.9214,522.1919,548.1675,489.7991
FBgn0014031,224.7912,242.4985,220.3139,125.2774,138.4368,85.116,104.2213,141.2263,148.3107
FBgn0000524,259.2684,325.4174,246.1671,233.4228,272.0667,281.6184,337.6334,273.0376,267.9563
FBgn0014026,6538.2529,6760.2331,6898.2995,8049.873,8466.7552,7569.0208,7330.2283,7141.8687,6625.3743
FBgn0029874,143.4251,153.3216,151.7469,190.5929,230.728,237.4842,165.017,182.0251,195.6704
FBgn0003139,336.4973,341.0624,267.5241,631.7405,578.7427,628.3874,306.1499,307.5596,338.9958
FBgn0003655,37.2354,40.6772,51.7063,450.7843,493.181,525.4075,46.6824,52.3061,54.8376
FBgn0016974,3367.7312,3368.3828,3484.5574,3220.8058,3359.9761,3458.2323,3708.5397,3931.3231,4348.3693
FBgn0029868,2537.5206,2378.0501,2711.2104,2843.903,2878.3315,2779.4058,2529.5367,2565.0889,2566.1486
FBgn0043796,553.014,536.6258,470.9773,467.9163,502.7947,494.9339,711.0929,623.4882,663.036
FBgn0028685,1219.1132,1131.1383,1171.2609,812.6967,792.166,779.7048,1281.0529,1288.8212,1241.323
FBgn0026015,787.4588,714.9795,701.4077,1198.1655,1122.8761,1253.6223,981.4168,1097.381,927.2533
FBgn0029095,1671.4538,1731.9088,1511.8483,390.8225,387.4307,420.326,1516.6364,1848.496,1567.8557
FBgn0031287,655.0665,613.2866,645.2051,411.1667,398.0058,433.9866,623.1563,691.486,635.6172
FBgn0020304,4450.3147,4308.6512,4484.9625,3865.3952,4060.8123,4111.8393,4435.9172,4293.281,4613.8329
FBgn0031286,115.8433,104.8219,128.1418,174.5317,207.6552,198.604,171.5308,196.6708,159.5274
FBgn0031284,128.2551,90.7414,107.9089,57.8203,69.2184,77.7603,57.5388,73.2285,71.0396
